,Unnamed: 0,index,Recipients,Padma Shri State,Padma Shri Field,Padma Shri Awarded By,Padma Bhushan State,Padma Bhushan Field,Padma Bhushan Awarded By,Padma Vibhushan State,Padma Vibhushan Field,Padma Vibhushan Awarded By,Padma Shri State Tel,Padma Shri Field Tel,Padma Shri Awarded By Tel
4018,4018,2729,Padamanur Ananda Rau,"Tamil Nadu, India",Trade and Industry,R. Venkataraman,,,,,,,"తమిళనాడు, భారతదేశం",వాణిజ్యం మరియు పరిశ్రమ,ఆర్. వెంకటరమణ
4019,4019,2736,Padmavathy Bandopadhyay,"Uttar Pradesh, India",Medicine,Ram Nath Kovind,,,,,,,"ఉత్తరప్రదేశ్, భారత్",మెడిసిన్,రామ్ నాథ్ కోవింద్
4020,4020,2738,Palahalli Sitaramiah,"Karnataka, India",Social Work,V. V. Giri,,,,,,,"కర్ణాటక, భారత్",సామాజిక పని,వి. వి. గిరి
4021,4021,2739,Palaniandi Kandaswamy,"Tamil Nadu, India",Civil Service,V. V. Giri,,,,,,,"తమిళనాడు, భారతదేశం",సివిల్ సర్వీస్,వి. వి. గిరి
4022,4022,2742,Palligarnai Thirumalai Venugopal,United States,Civil Service,Neelam Sanjiva Reddy,,,,,,,యునైటెడ్ స్టేట్స్,సివిల్ సర్వీస్,నీలం సంజీవ రెడ్డి
4023,4023,2745,Pamela Cullen,United Kingdom,Arts,Zail Singh,,,,,,,యునైటెడ్ కింగ్డమ్,ఆర్ట్స్,జైల్ సింగ్
4024,4024,2748,Panavelil Thomas Chandi,"Uttar Pradesh, India",Literature and Education,Sarvepalli Radhakrishnan,,,,,,,"ఉత్తరప్రదేశ్, భారత్",సాహిత్యం మరియు విద్య,సర్వేపల్లి రాధాకృష్ణన్
4025,4025,2754,Pandurang Rajaram Ghogrey,"Maharashtra, India",Social Work,Zakir Husain (politician),,,,,,,"మహారాష్ట్ర, భారత్",సామాజిక పని,జకీర్ హుసేన్ (రాజకీయ నాయకుడు)
4026,4026,2756,Pandurang Vasudeo Gadgil,"Maharashtra, India",Literature and Education,Zakir Husain (politician),,,,,,,"మహారాష్ట్ర, భారత్",సాహిత్యం మరియు విద్య,జకీర్ హుసేన్ (రాజకీయ నాయకుడు)
4027,4027,2758,Pandyala Satyanarayana Rau,,,,"Andhra Pradesh, India",Civil Service,Rajendra Prasad,,,,,,
4028,4028,2760,Pankaj Arjan Advani,"Karnataka, India",Sports,Pratibha Patil,,,,,,,"కర్ణాటక, భారత్",క్రీడలు,ప్రతిభా పాటిల్
4029,4029,2762,Pankaj M Shah,"Gujarat, India",Medicine,Ram Nath Kovind,,,,,,,"గుజరాత్, భారత్",మెడిసిన్,రామ్ నాథ్ కోవింద్
4030,4030,2769,Parameswaran Kuttapp Panikkar,"Kerala, India",Civil Service,Rajendra Prasad,,,,,,,"కేరళ, భారత్",సివిల్ సర్వీస్,రాజేంద్ర ప్రసాద్
4031,4031,2770,Paramsukh J. Pandya,,,,"Maharashtra, India",Arts,Fakhruddin Ali Ahmed,,,,,,
4032,4032,2777,Parixitalal Lallu Bhai Majumdar,"Gujarat, India",Social Work,Rajendra Prasad,,,,,,,"గుజరాత్, భారత్",సామాజిక పని,రాజేంద్ర ప్రసాద్
4033,4033,2780,Parshuram Atmaram Gangavane,"Maharashtra, India",Arts,Ram Nath Kovind,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,రామ్ నాథ్ కోవింద్
4034,4034,2790,Penimangalore Appraya Bhatt,"Maharashtra, India",Civil Service,V. V. Giri,,,,,,,"మహారాష్ట్ర, భారత్",సివిల్ సర్వీస్,వి. వి. గిరి
4035,4035,2798,Peter Brook,,Arts,Ram Nath Kovind,,,,,,,,ఆర్ట్స్,రామ్ నాథ్ కోవింద్
4036,4036,2799,Phanishwar Nath Renu,"Bihar, India",Literature and Education,V. V. Giri,,,,,,,"బీహార్, భారత్",సాహిత్యం మరియు విద్య,వి. వి. గిరి
4037,4037,2801,Philipose Mar Chrysostom,,,,"Kerala, India",Others,Ram Nath Kovind,,,,,,
4038,4038,2803,Phool Chand Chowdhary,Delhi/India,Literature and Education,V. V. Giri,,,,,,,ఢిల్లీ/ఇండియా,సాహిత్యం మరియు విద్య,వి. వి. గిరి
4039,4039,2807,Phul Chand,"West Bengal, India",Trade and Industry,V. V. Giri,,,,,,,"పశ్చిమ బెంగాల్, భారత్",వాణిజ్యం మరియు పరిశ్రమ,వి. వి. గిరి
4040,4040,2810,Pilloo Maneck Maneckiji,"Maharashtra, India",Social Work,Sarvepalli Radhakrishnan,,,,,,,"మహారాష్ట్ర, భారత్",సామాజిక పని,సర్వేపల్లి రాధాకృష్ణన్
4041,4041,2812,Pisharoth Rama Pisharoty,"Gujarat, India",Science and Engineering,V. V. Giri,,,,,,,"గుజరాత్, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,వి. వి. గిరి
4042,4042,2823,Prabhakar Bhikaji Chitnis,"Maharashtra, India",Civil Service,V. V. Giri,,,,,,,"మహారాష్ట్ర, భారత్",సివిల్ సర్వీస్,వి. వి. గిరి
4043,4043,2825,Prabhashankar Oghadbhai Sompura,"Gujarat, India",Science and Engineering,V. V. Giri,,,,,,,"గుజరాత్, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,వి. వి. గిరి
4044,4044,2826,Prabhashankar Ramachandra Bhatt,"Maharashtra, India",Social Work,V. V. Giri,,,,,,,"మహారాష్ట్ర, భారత్",సామాజిక పని,వి. వి. గిరి
4045,4045,2829,Prabhu Dayal Dabriwala,"West Bengal, India",Social Work,V. V. Giri,,,,,,,"పశ్చిమ బెంగాల్, భారత్",సామాజిక పని,వి. వి. గిరి
4046,4046,2833,Prabjot Kaur,Delhi/India,Literature and Education,Sarvepalli Radhakrishnan,,,,,,,ఢిల్లీ/ఇండియా,సాహిత్యం మరియు విద్య,సర్వేపల్లి రాధాకృష్ణన్
4047,4047,2835,Pradeep Kumar Banerjee,"West Bengal, India",Civil Service,V. V. Giri,,,,,,,"పశ్చిమ బెంగాల్, భారత్",సివిల్ సర్వీస్,వి. వి. గిరి
4048,4048,2837,Pradhan Shambu Saran,Delhi/India,Science and Engineering,K. R. Narayanan,,,,,,,ఢిల్లీ/ఇండియా,సైన్స్ అండ్ ఇంజినీరింగ్,కె. ఆర్. నారాయణన్
4049,4049,2838,Pradip Kumar Banerjee,"West Bengal, India",Sports,R. Venkataraman,,,,,,,"పశ్చిమ బెంగాల్, భారత్",క్రీడలు,ఆర్. వెంకటరమణ
4050,4050,2839,Pradip Ranjan Roy,"West Bengal, India",Science and Engineering,Fakhruddin Ali Ahmed,,,,,,,"పశ్చిమ బెంగాల్, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,ఫఖ్రుద్దీన్ అలీ అహ్మద్
4051,4051,2840,Prafulla Baruah,"Assam, India",Literature and Education,Ram Nath Kovind,,,,,,,"అసోం, ఇండియా",సాహిత్యం మరియు విద్య,రామ్ నాథ్ కోవింద్
4052,4052,2851,Prakash Chandra,Delhi/India,Medicine,Zail Singh,,,,,,,ఢిల్లీ/ఇండియా,మెడిసిన్,జైల్ సింగ్
4053,4053,2852,Prakash N. Dubey,"Maharashtra, India",Arts,Pratibha Patil,,,,,,,"మహారాష్ట్ర, భారత్",ఆర్ట్స్,ప్రతిభా పాటిల్
4054,4054,2864,Pran Nath Chhutani,,,,Chandigarh/India,Literature and Education,V. V. Giri,,,,,,
4055,4055,2869,Pranab Rehatriranjan Dastidar,"Maharashtra, India",Science and Engineering,Fakhruddin Ali Ahmed,,,,,,,"మహారాష్ట్ర, భారత్",సైన్స్ అండ్ ఇంజినీరింగ్,ఫఖ్రుద్దీన్ అలీ అహ్మద్
4056,4056,2872,Prasanta Kumar Pattanaik,,Literature and Education,Ram Nath Kovind,,,,,,,,సాహిత్యం మరియు విద్య,రామ్ నాథ్ కోవింద్
4057,4057,2877,Pratap Pawar,United Arab Emirates,Arts,Pratibha Patil,,,,,,,యునైటెడ్ అరబ్ ఎమిరేట్స్,ఆర్ట్స్,ప్రతిభా పాటిల్
4058,4058,2878,Pratap Singh Hardia,"Madhya Pradesh, India",Medicine,Ram Nath Kovind,,,,,,,"మధ్యప్రదేశ్, భారత్",మెడిసిన్,రామ్ నాథ్ కోవింద్
4059,4059,2880,Pratapri Girdhari Lal Mehta,"Maharashtra, India",Public Affairs,Rajendra Prasad,,,,,,,"మహారాష్ట్ర, భారత్",ప్రజా వ్యవహారాలు,రాజేంద్ర ప్రసాద్
4060,4060,2888,Pravakara Maharana,"Odisha, India",Arts,Ram Nath Kovind,,,,,,,"ఒడిశా, భారత్",ఆర్ట్స్,రామ్ నాథ్ కోవింద్
4061,4061,2896,Prem Chand Sharma,"Uttarakhand, India",Agriculture,Ram Nath Kovind,,,,,,,"ఉత్తరాఖండ్, భారత్",వ్యవసాయం,రామ్ నాథ్ కోవింద్
4062,4062,2898,Prem Chandra Luthar,Delhi/India,Civil Service,Neelam Sanjiva Reddy,,,,,,,ఢిల్లీ/ఇండియా,సివిల్ సర్వీస్,నీలం సంజీవ రెడ్డి
4063,4063,2900,Prem Kumar Kakar,Delhi/India,Medicine,Zail Singh,,,,,,,ఢిల్లీ/ఇండియా,మెడిసిన్,జైల్ సింగ్
4064,4064,2901,Prem Nath Dhawan,"Tamil Nadu, India",Social Work,Zail Singh,,,,,,,"తమిళనాడు, భారతదేశం",సామాజిక పని,జైల్ సింగ్
4065,4065,2902,Prem Nath Mehra,Chandigarh/India,Science and Engineering,V. V. Giri,,,,,,,చండీగఢ్/ఇండియా,సైన్స్ అండ్ ఇంజినీరింగ్,వి. వి. గిరి
4066,4066,2906,Prem Prakash Sahni,Delhi/India,Medicine,V. V. Giri,,,,,,,ఢిల్లీ/ఇండియా,మెడిసిన్,వి. వి. గిరి
4067,4067,2912,Premlata Agarwal,"Jharkhand, India",Sports,Pranab Mukherjee,,,,,,,"జార్ఖండ్, భారత్",క్రీడలు,ప్రణబ్ ముఖర్జీ
4068,4068,2913,Premlata Puri,Delhi/India,Literature and Education,A. P. J. Abdul Kalam,,,,,,,ఢిల్లీ/ఇండియా,సాహిత్యం మరియు విద్య,ఎ. పి. జె. అబ్దుల్ కలాం
4069,4069,2920,Prithvi Nath Khoshoo,"Uttar Pradesh, India",Medicine,V. V. Giri,,,,,,,"ఉత్తరప్రదేశ్, భారత్",మెడిసిన్,వి. వి. గిరి
4070,4070,2927,Priya Ranjan Sen,"West Bengal, India",Social Work,Sarvepalli Radhakrishnan,,,,,,,"పశ్చిమ బెంగాల్, భారత్",సామాజిక పని,సర్వేపల్లి రాధాకృష్ణన్
4071,4071,2931,Pu Lalbiakthanga Pachuau,"Mizoram, India",Literature and Education,Ram Nath Kovind,,,,,,,"మిజోరం, ఇండియా",సాహిత్యం మరియు విద్య,రామ్ నాథ్ కోవింద్
4072,4072,2936,Pullella Srirama Chandrudu,"Andhra Pradesh, India",Literature and Education,Pratibha Patil,,,,,,,"ఆంధ్రప్రదేశ్, భారత్",సాహిత్యం మరియు విద్య,ప్రతిభా పాటిల్
4073,4073,2938,Punamalai Ekambaranathan,"Tamil Nadu, India",Social Work,Rajendra Prasad,,,,,,,"తమిళనాడు, భారతదేశం",సామాజిక పని,రాజేంద్ర ప్రసాద్
4074,4074,2942,Puran Lal Batra,"Haryana, India",Science and Engineering,V. V. Giri,,,,,,,"హర్యానా, భారతదేశం",సైన్స్ అండ్ ఇంజినీరింగ్,వి. వి. గిరి
4075,4075,2943,Purna Das Baul,"West Bengal, India",Arts,Pranab Mukherjee,,,,,,,"పశ్చిమ బెంగాల్, భారత్",ఆర్ట్స్,ప్రణబ్ ముఖర్జీ
4076,4076,2948,Purshottam Pandurang Gokhale,"Maharashtra, India",Social Work,V. V. Giri,,,,,,,"మహారాష్ట్ర, భారత్",సామాజిక పని,వి. వి. గిరి
4077,4077,2952,Purushottam Upadhyay,"Gujarat, India",Arts,Pranab Mukherjee,,,,,,,"గుజరాత్, భారత్",ఆర్ట్స్,ప్రణబ్ ముఖర్జీ
4078,4078,2959,Pushpavati Janardenrai Mehta,,,,"Maharashtra, India",Public Affairs,Rajendra Prasad,,,,,,
4079,4079,2964,Qadri Ragi Aziz Ahmed Khan Warsi,"Andhra Pradesh, India",Arts,V. V. Giri,,,,,,,"ఆంధ్రప్రదేశ్, భారత్",ఆర్ట్స్,వి. వి. గిరి
4080,4080,2970,R Sathyanarayana,"Karnataka, India",Arts,Ram Nath Kovind,,,,,,,"కర్ణాటక, భారత్",ఆర్ట్స్,రామ్ నాథ్ కోవింద్
4081,4081,2971,R. Basappagowda Patil,"Karnataka, India",Social Work,Zakir Husain (politician),,,,,,,"కర్ణాటక, భారత్",సామాజిక పని,జకీర్ హుసేన్ (రాజకీయ నాయకుడు)
4082,4082,2974,R. Ganapati,"Maharashtra, India",Medicine,Zail Singh,,,,,,,"మహారాష్ట్ర, భారత్",మెడిసిన్,జైల్ సింగ్
4083,4083,2977,R. K. Lelhluna,"Mizoram, India",Literature and Education,R. Venkataraman,,,,,,,"మిజోరం, ఇండియా",సాహిత్యం మరియు విద్య,ఆర్. వెంకటరమణ
4084,4084,2985,R. R. Handa,,,,"Punjab, India",Civil Service,Rajendra Prasad,,,,,,
4085,4085,2987,R. S. Narayan Singh Deo,"Bihar, India",Arts,R. Venkataraman,,,,,,,"బీహార్, భారత్",ఆర్ట్స్,ఆర్. వెంకటరమణ
4086,4086,2989,R. Sivaraman,"Kerala, India",Medicine,Pratibha Patil,,,,,,,"కేరళ, భారత్",మెడిసిన్,ప్రతిభా పాటిల్
4087,4087,2991,R. V. Ramani,"Tamil Nadu, India",Medicine,Ram Nath Kovind,,,,,,,"తమిళనాడు, భారతదేశం",మెడిసిన్,రామ్ నాథ్ కోవింద్
4088,4088,2992,R. V. Ramaswamy,"Tamil Nadu, India",Civil Service,V. V. Giri,,,,,,,"తమిళనాడు, భారతదేశం",సివిల్ సర్వీస్,వి. వి. గిరి
4089,4089,2994,Raasacha Swami Ram Swaroop Sharma,"Uttar Pradesh, India",Arts,A. P. J. Abdul Kalam,,,,,,,"ఉత్తరప్రదేశ్, భారత్",ఆర్ట్స్,ఎ. పి. జె. అబ్దుల్ కలాం
4090,4090,2996,Rabinder Gokaldas Ahuja,"Maharashtra, India",Others,A. P. J. Abdul Kalam,,,,,,,"మహారాష్ట్ర, భారత్",మరికొందరు,ఎ. పి. జె. అబ్దుల్ కలాం
4091,4091,3001,Radha Krishan Gupta,,,,Delhi/India,Civil Service,Rajendra Prasad,,,,,,
4092,4092,3006,Radhamohan,"Odisha, India",Others,Ram Nath Kovind,,,,,,,"ఒడిశా, భారత్",మరికొందరు,రామ్ నాథ్ కోవింద్
4093,4093,3014,Raghu Raj,"Uttar Pradesh, India",Civil Service,Zail Singh,,,,,,,"ఉత్తరప్రదేశ్, భారత్",సివిల్ సర్వీస్,జైల్ సింగ్
4094,4094,3023,Raghunath Saran,,,,"Bihar, India",Medicine,Rajendra Prasad,,,,,,
4095,4095,3024,Raghunath Sharma,"Uttar Pradesh, India",Literature and Education,Zail Singh,,,,,,,"ఉత్తరప్రదేశ్, భారత్",సాహిత్యం మరియు విద్య,జైల్ సింగ్
4096,4096,3025,Raghunath Singh Gahlot,Delhi/India,Civil Service,V. V. Giri,,,,,,,ఢిల్లీ/ఇండియా,సివిల్ సర్వీస్,వి. వి. గిరి
