,Recipients,early life and career,early life and career Telugu
4011,T. S. Avinashilingam Chettiar,,
4012,T. S. Chandrasekar,,
4013,T. S. Prahlad,,
4014,T. S. Ramaswami Aiyer,,
4015,T. S. Satyan,,
4016,T. S. Soundram,,
4017,T. Sailo,,
4018,T. V. Devarajan,,
4019,T. V. Gopalakrishnan,,
4020,T. V. Mahalingam,,
4021,T. V. Narayana,,
4022,T. V. R. Shenoy,,
4023,T. V. Rajeswar,,
4024,T. V. Ramakrishnan,,
4025,T. V. Sankaranarayanan,"He was born in Mayiladuturai of Thanjavur district in the state of Tamil Nadu in south India. His father, Vembu Iyer, was a disciple of Madurai Mani Iyer; and his mother was Mani Iyer's sister. At the age of nine, he started learning music from his uncle (maamaa), Madurai Mani Iyer. And he also learned from his father Vembu Iyer. He made his debut on the concert platform in 1968 and then gradually established himself as a Carnatic vocalist.  He has performed in India and abroad and has several albums. In a profile published in the Financial Express, Subbudu, a music critic, once wrote: ""Sankaranarayanan is indeed an asset to the Carnatic music world, where the tribe of good vocalists is dwindling.""","దక్షిణ భారతదేశంలోని తమిళనాడు రాష్ట్రంలోని తంజావూరు జిల్లాకు చెందిన మైలదుటూరులో జన్మించిన ఆయన. అతని తండ్రి వెంబు అయ్యర్ మదురై మణి అయ్యర్ శిష్యుడు;, అతని తల్లి మణి అయ్యర్ సోదరి. తొమ్మిదేళ్ల వయసులో మామ (మామ), మదురై మణి అయ్యర్ నుంచి సంగీతం నేర్చుకోవడం మొదలుపెట్టాడు., ఇతను తన తండ్రి వెంబు అయ్యర్ నుండి కూడా నేర్చుకున్నాడు. 1968లో కచేరీ వేదికపై అరంగేట్రం చేసిన ఆయన ఆ తర్వాత క్రమంగా కర్ణాటక స్వర గాయకుడిగా తనను తాను ఏర్పాటు చేసుకున్నారు. భారతదేశం, విదేశాల్లో ప్రదర్శనలు చేసిన ఆయన అనేక ఆల్బమ్లు. ఫైనాన్షియల్ ఎక్స్ప్రెస్లో ప్రచురితమైన ప్రొఫైల్లో సుబ్బుడు ఒకసారి రాశాడు, ‘‘మంచి స్వరాల రచయితల తెగ చెలరేగుతున్న కర్ణాటక సంగీత ప్రపంచానికి సంకల్పనారాయణన్. "". "
4026,T. Varadachari Ramanujam,,
4027,T. Venkatapathi Reddiar,,
4028,T.V. Mohandas Pai,,
4029,Taarak Mehta,,
4030,Tabu,,
4031,Tadepalli Venkanna,,
4032,Tafazzul Ali,,
4033,Talat Mahmood,,
4034,Tan Chung,,
4035,Tao Porchon-Lynch,,
4036,Tapan Raychaudhuri,,
4037,Tapan Sinha,,
4038,Tapishwar Narain Raina,,
4039,Tara Chand,,
4040,Tara Cherian,,
4041,Tarabai Modak,,
4042,Taranath Narayan Shenoy,,
4043,Tarapada Basu,,
4044,Taraprasad Das,,
4045,Tarasankar Bandyopadhyay,,
4046,Tarla Dalal,,
4047,Tarlochan Singh,,
4048,Tarlochan Singh Kler,,
4049,Tarlok Singh (economist),,
4050,Taro Nakayama,,
4051,Tarun Das,,
4052,Tarun Gogoi,,
4053,Tarun Majumdar,,
4054,Tarundeep Rai,,
4055,Tashi Tondup,,
4056,Tatyana Elizarenkova,,
4057,Teejan Bai,,
4058,Teesta Setalvad,,
4059,Tehemton Erach Udwadia,,
4060,Tejas Patel,,
4061,Tejomayananda,,
4062,Tekkatte Narayan Shanbhag,,
4063,Tekur Kashi Nath,,
4064,Telo Mascarenhas,,
4065,Temsula Ao,,
4066,Tenzing Norgay,,
4067,Tetsu Nakamura,,
4068,Thackkadu Natesasastrigal Jagadisan,,
4069,Thakazhi Sivasankara Pillai,,
4070,Thakur Jaideva Singh,,
4071,Thalappil Pradeep,,
4072,Thanga Darlong,,
4073,Thangam Philip,,
4074,Thanikachalam Sadagopan,,
4075,Thant Myint-U,,
4076,Thanu Padmanabhan,,
4077,Thapfoorya Haralu,,
4078,Thayil John Cherian,,
4079,Theilin Phanbuh,,
4080,Thekkethil Kochandy Alex,,
4081,Thenumgal Poulose Jacob,,
4082,Thiagarajan Muthian,,
4083,Thikkurissy Sukumaran Nair,,
4084,Thilakan,,
4085,Thingbaijam Babu Singh,,
4086,Thirumalachari Ramasami,,
4087,Thirumalraya Swaminathan,,
4088,Thiruvengadam Lakshman Sankar,,
4089,Thiruvizhimazhalai Subramania Pillai,,
4090,Thomas Kailath,,
4091,Thomas Kunnunkal,,
4092,Thoppil Varghese Antony,,
4093,Thota Tharani,,
4094,Thrity H. Taleyarkhan,,
4095,Tilak Gitai,,
4096,Tiruppattur R. Venkatachala Murthi,,
4097,Tiruvadi Sambasiva Venkataraman,"Venkataraman was born in Salem, Madras Presidency (now in the Indian state of Tamil Nadu) to an orthodox Tamil Brahmin family; though initially religious, he renounced religion by the age of 16. After graduating from a secondary school in Tiruchirapalli, where he was a brilliant scholar, he enrolled at Presidency College, Madras, where he decided to study botany over zoology, as he strongly disliked dissecting insects and other animals. In 1905, he graduated with a first-class honours B.A. in botany and briefly studied for an M.A. at Madras University before his appointment to the Agricultural College, Saidapet (now a constituent college of Tamil Nadu Agricultural University) as an assistant to Charles Alfred Barber, then a botanist in the Madras Presidency government service. In 1908, the college was moved to Coimbatore, where Venkataraman would spend the rest of his career. He soon demonstrated an aptitude for research, attempting to grow hybridised varieties of eggplant in his spare time.","వెంకటరామన్ సేలం, మద్రాస్ ప్రెసిడెన్సీలో (ప్రస్తుతం భారతదేశంలోని తమిళనాడులో ఉంది) ఒక సనాతన తమిళ బ్రాహ్మణ కుటుంబంలో జన్మించాడు; మొదట్లో మతపరమైనప్పటికీ, ఇతను 16 సంవత్సరాల వయస్సులో మతాన్ని విడిచిపెట్టాడు. ఇతను తెలివైన పండితుడైన తిరుచిరాపల్లిలోని ఒక మాధ్యమిక పాఠశాల నుండి పట్టభద్రుడయ్యాక, ఇతను మద్రాస్లోని ప్రెసిడెన్సీ కాలేజీలో చేరాడు, అక్కడ ఇతను కీటకాలు, ఇతర జంతువులను విడదీయడం చాలా ఇష్టపడని కారణంగా జంతుశాస్త్రంలో వృక్షశాస్త్రం చదవాలని నిర్ణయించుకున్నాడు. 1905లో, ఇతను ఫస్ట్-క్లాస్ ఆనర్స్ బితో పట్టభద్రుడయ్యాడు. ఎ. వృక్షశాస్త్రంలో, క్లుప్తంగా M కోసం చదువుకున్నాడు. ఎ. సైదాపేట్లోని అగ్రికల్చరల్ కాలేజీకి (ప్రస్తుతం తమిళనాడు అగ్రికల్చరల్ యూనివర్శిటీకి చెందిన కాలేజ్)కి మద్రాసు విశ్వవిద్యాలయంలో నియమించబడటానికి ముందు చార్లెస్ ఆల్ఫ్రెడ్ బార్బర్కి సహాయకుడిగా, మద్రాసు ప్రెసిడెన్సీ ప్రభుత్వ సేవలో వృక్షశాస్త్రజ్ఞుడు. 1908లో, కళాశాల కోయంబత్తూరుకు మార్చబడింది, వెంకటరామన్ తన కెరీర్లో మిగిలిన కాలాన్ని అక్కడే గడిపాడు. ఇతను తన ఖాళీ సమయాల్లో హైబ్రిడైజ్డ్ రకాల వంకాయలను పండించడానికి ప్రయత్నించి, పరిశోధనకు తగిన నైపుణ్యాన్ని ప్రదర్శించాడు. "
4098,Tiruvadi Venkataraman Ramamurti,,
4099,Tokheho Sema,,
4100,Tom Alter,,
4101,Tomio Mizokami,,
4102,Tommy Koh,,
4103,Tony Fernandez,,
4104,Toppur Seethapathy Sadasivan,,
4105,Tribhuvandas Kishibhai Patel,,
4106,Tribhuvandas Luhar (Sundaram),,
4107,Trichur V. Ramachandran,,
4108,Tridib Nath Banerjee,,
4109,Triguna Sen,,
4110,Trilochan Pradhan,,
4111,Triloki Nath Chaturvedi,,
4112,Triloki Nath Khoshoo,,
4113,Trilokinath Sharma,,
4114,Trinity Saioo,,
4115,Tripti Mitra,,
4116,Tripti Mukherjee,,
4117,Tripuraneni Hanuman Chowdary,,
4118,Trivandrum Kannusami Pillai Shanmugam,,
4119,Tsering Landol,,
4120,Tsering Norboo,,
4121,Tsering Wangdus,,
4122,Tsultrim Chonjor,,
4123,Tulasi Gowda,,
4124,Tulasi Munda,,
4125,Tulsi Das,,
4126,Tulsidas Borkar,,
4127,Tumkur Ramaiya Satishchandran,,
4128,Turlapaty Kutumba Rao,,
4129,Tushar Kanjilal,,
4130,Tushar Kanti Ghosh,,
4131,Tyeb Mehta,,
4132,U. N. Dhebar,,
4133,U. R. Ananthamurthy,,
4134,U. Srinivas,,
4135,Uday Shankar,,
4136,Udaybhansinhji Natwarsinhji Jethwa,,
4137,Uddhab Bharali,,
4138,Udit Narayan,,
4139,Udupi Ramachandra Rao,,
4140,Ujjwal Nikam,,
4141,Ujwala Patil,,
4142,Ulhas Kashalkar,,
4143,Uma Shankar Dikshit,,
4144,Uma Sharma,,
4145,Uma Tuli,,
4146,Umakant Gundecha,,
4147,Umayalpuram K. Sivaraman,,
4148,Umrao Singh,,
4149,Upendra Baxi,,
4150,Upendra Kaul,,
4151,Upendra Maharathi,,
4152,Upendra Trivedi,,
4153,Urvashi Butalia,,
4154,Usha Chaumar,,
4155,Usha Kehar Luthra,,
4156,Usha Kiran Khan,,
4157,Usha Mehta,,
4158,Usha Sharma,,
4159,Usha Uthup,,
4160,Ustad Anwar Khan Mangniyar,,
4161,Ustad Faiyyaz Ahmed Khan,,
4162,Ustad Ghulam Mustafa Khan,,
4163,Utpal K. Banerjee,,
4164,Utsav Charan Das,,
4165,V. Adimurthy,,
4166,V. C. Kulandaiswamy,,
4167,V. G. Bhide,,
4168,V. G. Jog,,
4169,V. G. Patel,,
4170,V. Ganapati Sthapati,,
4171,V. K. Aatre,,
4172,V. K. Chaturvedi,,
4173,V. K. Krishna Menon,,
4174,V. K. Madhavan Kutty,,
4175,V. K. Munusamy,,
4176,V. K. Narayana Menon,,
4177,V. K. R. V. Rao,,
4178,V. K. Saraswat,,
4179,V. K. Shunglu,,
4180,V. Koteswaramma,,
4181,V. Krishnamurthy,,
4182,V. L. Mehta,,
4183,V. M. Tarkunde,,
4184,V. Mohan,,
4185,V. Mohini Giri,,
4186,V. N. Khare,,
4187,V. Nanammal,,
4188,V. Narahari Rao,,
4189,V. Narayana Rao,,
4190,V. P. Dhananjayan,,
4191,V. R. Gowrishankar,,
4192,V. R. Krishna Iyer,,
4193,V. Raghavan,,
4194,V. Ramachandran,,
4195,V. Ramchandra Vajramushti,,
4196,V. S. R. Arunachalam,,
4197,V. S. Ramamurthy,,
4198,V. S. Wakankar,,
4199,V. Satyanarayana Sarma,,
4200,V. Shanta,,
4201,V. Shantaram,,
4202,V. Subbiah Pillai,,
4203,V. V. S. Laxman,,
4204,V. Venkatachalam,,
4205,Vaali,,
4206,Vachnesh Tripathi,,
4207,Vadakantara Subramania Krishnan,,
4208,Vadalmudi Venkata Rao,,
4209,Vadiraj Raghavendra Katti,,
4210,Vagish Shastri,,
4211,Vaidya Suresh Chaturvedi,,
4212,Vaidyanatha Subrahmanyan,,
4213,Vaidyanatha Vaidyasubramanya Iyer,,
4214,Vaidyeswaran Rajaraman,,
4215,Vaikom Muhammad Basheer,,
4216,Vainu Bappu,,
4217,Vairamuthu,,
4218,Vajira Chitrasena,,
4219,Valayapatti A. R. Subramaniam,,
4220,Valerian Gracias,,
4221,Vallabhadas Vithaldas Shah,,
4222,Vallabhbhai Vasrambhai Marvaniya,,
4223,Vallalarpuram Sennimalai Natarajan,,
4224,Vallathol Narayana Menon,,
4225,Valmiki Choudhary,,
4226,Vaman Balkrishna Naique Sardesai,,
4227,Vamsi Mootha,,
4228,Vanaja Iyengar,,
4229,Vandana Luthra,,
4230,Vanraj Bhatia,,
4231,Vasant Desai,,
4232,Vasant Gowarikar,,
4233,Vasant Ramji Khanolkar,,
4234,Vasant Shankar Huzurbazar,,
4235,Vasant Shankar Kanetkar,,
4236,Vasant Shastri,,
4237,Vasantrao Bandoji Patil,,
4238,Vasantrao S. Dempo,,
4239,Vashishtha Narayan Singh,"Singh was born on 2 April 1946 to Lal Bahadur Singh in a Rajput Family, a police constable, and Lahaso Devi in the Basantpur village of the Bhojpur district in Bihar, India.Singh was a child prodigy. He received his primary and secondary education from Netarhat Residential School, and he received his college education from Patna Science College. He received recognition as a student when he was allowed by Patna University to appear for examination in the first year of its three-year BSc (Hons.) Mathematics course and later MSc examination the next year.Singh joined the University of California, Berkeley in 1965 and received a PhD in Reproducing Kernels and Operators with a Cyclic Vector (Cycle Vector Space Theory) in 1969 under doctoral advisor John L. Kelley.After receiving his PhD, Singh joined the University of Washington at Seattle as an assistant professor, and then returned to India in 1974 to teach at Indian Institute of Technology Kanpur. After eight months, he joined Tata Institute of Fundamental Research (TIFR), Bombay where he worked on a short-term position. Later he was appointed a faculty at the Indian Statistical Institute, Kolkata","సింగ్ భారతదేశంలోని బీహార్లోని భోజ్పూర్ జిల్లాలోని బసంత్పూర్ గ్రామంలో రాజ్పుత్ కుటుంబంలో లాల్ బహదూర్ సింగ్, పోలీసు కానిస్టేబుల్, లహసో దేవి దంపతులకు 2 ఏప్రిల్ 1946న జన్మించాడు. సింగ్ ఒక బాల ప్రాడిజీ. ఇతను తన ప్రాథమిక, మాధ్యమిక విద్యను నెటార్హాట్ రెసిడెన్షియల్ స్కూల్ నుండి పొందాడు, ఇతను తన కళాశాల విద్యను పాట్నా సైన్స్ కళాశాల నుండి పొందాడు. పాట్నా విశ్వవిద్యాలయం తన మూడు సంవత్సరాల BSc (ఆనర్స్) మొదటి సంవత్సరంలో పరీక్షకు హాజరు కావడానికి అనుమతించినప్పుడు ఇతను విద్యార్థిగా గుర్తింపు పొందాడు. ) గణితం కోర్సు, తరువాతి సంవత్సరం MSc పరీక్ష. సింగ్ 1965లో యూనివర్సిటీ ఆఫ్ కాలిఫోర్నియా, బర్కిలీలో చేరారు, డాక్టరల్ అడ్వైజర్ జాన్ ఎల్ ఆధ్వర్యంలో 1969లో సైక్లిక్ వెక్టర్ (సైకిల్ వెక్టర్ స్పేస్ థియరీ)తో కెర్నల్స్, ఆపరేటర్లను పునరుత్పత్తి చేయడంలో పీహెచ్డీని అందుకున్నారు. కెల్లీ. పీహెచ్డీ పొందిన తర్వాత, సింగ్ సీటెల్లోని వాషింగ్టన్ విశ్వవిద్యాలయంలో అసిస్టెంట్ ప్రొఫెసర్గా చేరారు, ఆపై కాన్పూర్ ఇండియన్ ఇన్స్టిట్యూట్ ఆఫ్ టెక్నాలజీలో బోధించడానికి 1974లో భారతదేశానికి తిరిగి వచ్చారు. ఎనిమిది నెలల తర్వాత, ఇతను టాటా ఇన్స్టిట్యూట్ ఆఫ్ ఫండమెంటల్ రీసెర్చ్ (TIFR), బొంబాయిలో చేరాడు, అక్కడ ఇతను స్వల్పకాలిక పదవిలో పనిచేశాడు. తర్వాత కోల్కతాలోని ఇండియన్ స్టాటిస్టికల్ ఇన్స్టిట్యూట్లో ఫ్యాకల్టీగా నియమితులయ్యారు. "
4240,Vassala Samant Choudhry,,
4241,Vasudeo S. Gaitonde,,
4242,Vasudev Kalkunte Aatre,,
4243,Vasudev Vishnu Mirashi,,
4244,Vasudevan Baskaran,,
4245,Vasudevan Gnana Gandhi,,
4246,Vasundhara Komkali,,
4247,Vavilala Gopalakrishnayya,,
4248,Vazhenkada Kunchu Nair,,
4249,Vazhuvoor B. Ramaiyah Pillai,,
4250,Ved Kumari Ghai,,
4251,Ved Marwah,,
4252,Ved Prakash Agnihotri,,
4253,Ved Prakash Nanda,,
4254,Ved Rattan Mohan,,
4255,Vedaratnam Appakutti,,
4256,Veena Tandon,,
4257,Veer Singh Mehta,,
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
4275,Venu Srinivasan,,
4276,Vera Hingorani,,
4277,Verghese Kurien,,
4278,Verna Elizabeth Watre Ingty,,
4279,Verrier Elwin,,
4280,Vidya Balan,,
4281,Vidya Dehejia,,
4282,Vidya Niwas Mishra,,
4283,Vidyaben Shah,,
4284,Vijay Amritraj,,
4285,Vijay Bhatkar,,
4286,Vijay Dutt Shridhar,,
4287,Vijay Ghate,,
4288,Vijay Hazare,,
4289,Vijay Kelkar,,
4290,Vijay Kichlu,,
4291,Vijay Kumar,,
4292,Vijay Kumar Chopra,,
4293,Vijay Kumar Dada,,
4294,Vijay P. Bhatkar,,
4295,Vijay Prakash Singh,,
4296,Vijay Prasad Dimri,,
4297,Vijay Raghav Rao,,
4298,Vijay Sankeshwar,,
4299,Vijay Shankar Vyas,,
4300,Vijay Sharma,,
4301,Vijay Singh,,
4302,Vijay Tendulkar,,
4303,Vijaya Anand,,
4304,Vijaya Lakshmi Pandit,,
4305,Vijaya Mehta,,
4306,Vijayakumar Swarupchand Shah,,
4307,Vijayalakshmi Navaneethakrishnan,,
