,Recipients,early life,early life Telugu
3984,Syed Muazzem Ali,"Ali was born on 18 July 1944 into a Bengali Muslim family from the Sylhet district, Assam Province in British Raj. He traced his paternal descent from Shah Ahmed Mutawakkil, a local holy man and a Syed of Taraf, though apparently unrelated to Taraf's ruling Syed dynasty. Ali's father was Syed Mostafa Ali, a civil servant employed by the British Raj in Assam Province.
He completed his bachelor's and master's in zoology with first class from the University of Dhaka. He joined the Pakistan Civil Service and was trained at the Civil Service Academy in Lahore. From 1973 to 1974 he studied at the School of Advanced International Studies, Johns Hopkins University.","అలీ 18 జూలై 1944న బ్రిటిష్ రాజ్లోని అస్సాం ప్రావిన్స్లోని సిల్హెట్ జిల్లా నుండి బెంగాలీ ముస్లిం కుటుంబంలో జన్మించాడు. ఇతను స్థానిక పవిత్ర వ్యక్తి, తారాఫ్, సయ్యద్ అయిన షా అహ్మద్ ముతవాక్కిల్ నుండి తన తండ్రి వంశాన్ని గుర్తించాడు, అయినప్పటికీ తారాఫ్, పాలక సయ్యద్ రాజవంశంతో సంబంధం లేదు. అలీ తండ్రి సయ్యద్ మొస్తఫా అలీ, అస్సాం ప్రావిన్స్లో బ్రిటీష్ రాజ్లో ఉద్యోగం చేస్తున్న సివిల్ సర్వెంట్. ఇతను ఢాకా విశ్వవిద్యాలయం నుండి ఫస్ట్ క్లాస్తో జంతుశాస్త్రంలో తన బ్యాచిలర్, మాస్టర్స్ పూర్తి చేసాడు. ఇతను పాకిస్తాన్ సివిల్ సర్వీస్లో చేరాడు, లాహోర్లోని సివిల్ సర్వీస్ అకాడమీలో శిక్షణ పొందాడు. 1973 నుండి 1974 వరకు ఇతను స్కూల్ ఆఫ్ అడ్వాన్స్డ్ ఇంటర్నేషనల్ స్టడీస్, జాన్స్ హాప్కిన్స్ యూనివర్శిటీలో చదువుకున్నాడు. "
3985,Syed Nasaar Ahmed Shah,,
3986,Syed Shah Mohammed Hussaini,,
3987,Syed Zahoor Qasim,"Qasim was born in Rakswara Gram Allahabad presently Kaushambi in 1926. His ancestor were rulers of Kaushambi. He began his schooling from Majidiya Islamiya Intermediate College Allahabad, and then moved to Aligarh Muslim University, where he obtained a B.Sc. degree in 1949 and a M.Sc. degree in Zoology in 1951. He stood first in the order of Merit for which he was awarded the University Gold Medal. For several years, he was a lecturer in the Department of Geography at Aligarh before proceeding to the United Kingdom for higher studies in 1953. In 1956 he completed his D","ఖాసీం 1926లో ప్రస్తుతం కౌశాంబిలోని అలహాబాద్లోని రక్షవరా గ్రామ్లో జన్మించాడు. అతని పూర్వీకులు కౌశాంబి పాలకులు. ఇతను మజిదియా ఇస్లామియా ఇంటర్మీడియట్ కాలేజ్ అలహాబాద్ నుండి తన పాఠశాల విద్యను ప్రారంభించాడు, ఆపై అలీఘర్ ముస్లిం విశ్వవిద్యాలయానికి మారాడు, అక్కడ ఇతను B పట్టా పొందాడు. Sc. 1949లో డిగ్రీ, ఎం. Sc. 1951లో జంతుశాస్త్రంలో పట్టా పొందారు. ఇతను మెరిట్ క్రమంలో మొదటి స్థానంలో నిలిచాడు, దీనికి అతనికి యూనివర్సిటీ గోల్డ్ మెడల్ లభించింది. అనేక సంవత్సరాలు, ఇతను 1953లో ఉన్నత చదువుల కోసం యునైటెడ్ కింగ్డమ్కు వెళ్లడానికి ముందు అలీఘర్లోని భౌగోళిక విభాగంలో లెక్చరర్గా ఉన్నారు. 1956లో ఇతను తన డి. "
3988,Syeda Saiyidain Hameed,,
3989,Syedna Mohammed Burhanuddin,,
3990,T. A. Mudon Sharma,,
3991,T. A. Pai,,
3992,T. G. K. Menon,,
3993,T. H. Vinayakram,"Vinayakram was born to Kalaimaamani T. R. Harihara Sharma, a musician and teacher. He took up playing at a very young age.","కలైమామణి టికి వినాయక్రం జన్మించాడు. ఆర్. హరిహర శర్మ, సంగీత విద్వాంసుడు, ఉపాధ్యాయుడు. ఇతను చాలా చిన్న వయస్సులోనే ఆడటం ప్రారంభించాడు. "
3994,T. J. S. George,,
3995,T. K. Lahiri,,
3996,T. K. Murthy,,
3997,T. K. Oommen,,
3998,T. K. Viswanathan,,
3999,T. M. A. Pai,"Born in 1898, Tonse Madhava Ananta Pai belonged to a lower-middle-class household of Gowd Saraswath Brahmins of Kallianpur, a village from Manipal",1898లో జన్మించిన టోన్సే మాధవ అనంత పై మణిపాల్ గ్రామమైన కలియన్పూర్లోని గౌడ్ సరస్వత్ బ్రాహ్మణుల దిగువ మధ్యతరగతి కుటుంబానికి చెందినవాడు. 
4000,T. M. Ponnambalam Mahadevan,,
4001,T. M. Soundararajan,"Soundararajan was born in Madurai, the second son of Meenakshi Iyengar and Venkatammaa on 24 March 1923. He was born in a prominent Saurashtra Brahmin family and his elder brother was a scholar.
He trained his voice starting at age seven. He first studied Carnatic music from Chinnakonda Sarangapani Bhagavathar, a music teacher from Sourashtra High School, Madurai. Later, he learned Carnatic music from Arayakkudi Rajamani Iyer and started giving stage concerts at the age of 23. His first Carnatic musical concert was at SathGuru Samajam, Madurai in 1945 with violinist C. R. Mani and Mridangist S. S. Vijaya Ratnam accompanying him on the instruments","సౌందరరాజన్ మధురైలో మీనాక్షి అయ్యంగార్, వెంకటమ్మ దంపతులకు రెండవ కుమారుడిగా 24 మార్చి 1923న జన్మించారు. ఇతను ఒక ప్రముఖ సౌరాష్ట్ర బ్రాహ్మణ కుటుంబంలో జన్మించాడు, అతని అన్నయ్య పండితుడు. ఇతను ఏడు సంవత్సరాల వయస్సు నుండి తన స్వరానికి శిక్షణ ఇచ్చాడు. మదురైలోని సౌరాష్ట్ర హైస్కూల్కి చెందిన సంగీత ఉపాధ్యాయుడు చిన్నకొండ సారంగపాణి భాగవతార్ వద్ద తొలిసారిగా కర్ణాటక సంగీతాన్ని అభ్యసించాడు. తరువాత, ఇతను అరయక్కుడి రాజమణి అయ్యర్ నుండి కర్ణాటక సంగీతం నేర్చుకున్నాడు, 23 సంవత్సరాల వయస్సులో స్టేజ్ కచేరీలు ఇవ్వడం ప్రారంభించాడు. అతని మొదటి కర్ణాటక సంగీత కచేరీ 1945లో మదురైలోని సద్గురు సమాజంలో వయోలిన్ విద్వాంసుడు సి. ఆర్. మణి, మృదంగిస్ట్ ఎస్. ఎస్. విజయ రత్నం వాయిద్యాలపై ఆయనకు తోడుగా ఉన్నారు. "
