,Recipients,political career,political career Telugu
4133,U. R. Ananthamurthy,"U. R. Ananthamurthy made an unsuccessful run for the Lok Sabha in 2004 in which he stated that his prime ideological objective in opting to contest the elections was to fight the Bharatiya Janata Party (BJP).
A Janata Dal (Secular) leader and former Prime Minister of India H. D. Deve Gowda had made an offer for Murthy to contest for his party. However, after the Janata Dal (Secular) worked a power sharing agreement with the BJP, Murthy said: I will never forgive my friends in the Janata Dal (Secular) for joining hands with the BJP.
Ananthamurthy also contested for the Rajya Sabha elections from state assembly in 2006.The idea proposed by Ananthamurthy to rename ten cities in Karnataka including Bengaluru from their colonial forms to actual native forms was accepted by the Government of Karnataka and the cities were renamed on the occasion of the golden jubilee celebrations of the formation of Karnataka.","యు. ఆర్. అనంతమూర్తి 2004లో లోక్సభకు విఫలయత్నం చేశారు, ఎన్నికల్లో పోటీ చేయడంలో తన ప్రధాన సైద్ధాంతిక లక్ష్యం భారతీయ జనతా పార్టీ (బిజెపి)తో పోరాడటమేనని పేర్కొన్నారు. జనతాదళ్ (సెక్యులర్) నాయకుడు, భారత మాజీ ప్రధాని హెచ్. డి. దేవెగౌడ మూర్తికి తమ పార్టీ తరపున పోటీ చేయాలని ఆఫర్ ఇచ్చారు. అయితే, జనతాదళ్ (సెక్యులర్) బిజెపితో అధికార భాగస్వామ్య ఒప్పందం కుదుర్చుకున్న తర్వాత, మూర్తి ఇలా అన్నారు: బిజెపితో చేతులు కలిపినందుకు జనతాదళ్ (సెక్యులర్)లోని నా స్నేహితులను నేను ఎప్పటికీ క్షమించను. అనంతమూర్తి 2006లో రాష్ట్ర అసెంబ్లీ నుంచి రాజ్యసభ ఎన్నికలకు కూడా పోటీ చేశారు. బెంగళూరుతో సహా కర్ణాటకలోని పది నగరాల పేర్లను వలసరాజ్యాల రూపాల నుండి వాస్తవ స్థానిక రూపాలకు మార్చాలని అనంతమూర్తి ప్రతిపాదించిన ఆలోచనను కర్ణాటక ప్రభుత్వం అంగీకరించింది, కర్ణాటక ఏర్పడిన స్వర్ణోత్సవ వేడుకల సందర్భంగా నగరాల పేరు మార్చబడింది. "
4134,U. Srinivas,,
4135,Uday Shankar,,
4136,Udaybhansinhji Natwarsinhji Jethwa,,
4137,Uddhab Bharali,,
4138,Udit Narayan,,
4139,Udupi Ramachandra Rao,,
4140,Ujjwal Nikam,,
4141,Ujwala Patil,,
4142,Ulhas Kashalkar,,
4143,Uma Shankar Dikshit,,
4144,Uma Sharma,,
4145,Uma Tuli,,
4146,Umakant Gundecha,,
4147,Umayalpuram K. Sivaraman,,
4148,Umrao Singh,,
4149,Upendra Baxi,,
4150,Upendra Kaul,,
4151,Upendra Maharathi,,
4152,Upendra Trivedi,,
4153,Urvashi Butalia,,
4154,Usha Chaumar,,
4155,Usha Kehar Luthra,,
4156,Usha Kiran Khan,,
4157,Usha Mehta,,
4158,Usha Sharma,,
4159,Usha Uthup,,
4160,Ustad Anwar Khan Mangniyar,,
4161,Ustad Faiyyaz Ahmed Khan,,
4162,Ustad Ghulam Mustafa Khan,,
4163,Utpal K. Banerjee,,
4164,Utsav Charan Das,,
4165,V. Adimurthy,,
4166,V. C. Kulandaiswamy,,
4167,V. G. Bhide,,
4168,V. G. Jog,,
4169,V. G. Patel,,
4170,V. Ganapati Sthapati,,
4171,V. K. Aatre,,
4172,V. K. Chaturvedi,,
4173,V. K. Krishna Menon,,
4174,V. K. Madhavan Kutty,,
4175,V. K. Munusamy,,
4176,V. K. Narayana Menon,,
4177,V. K. R. V. Rao,,
4178,V. K. Saraswat,,
4179,V. K. Shunglu,,
4180,V. Koteswaramma,,
4181,V. Krishnamurthy,,
4182,V. L. Mehta,,
4183,V. M. Tarkunde,,
4184,V. Mohan,,
4185,V. Mohini Giri,,
4186,V. N. Khare,,
4187,V. Nanammal,,
4188,V. Narahari Rao,,
4189,V. Narayana Rao,,
4190,V. P. Dhananjayan,,
4191,V. R. Gowrishankar,,
4192,V. R. Krishna Iyer,,
4193,V. Raghavan,,
4194,V. Ramachandran,,
4195,V. Ramchandra Vajramushti,,
4196,V. S. R. Arunachalam,,
4197,V. S. Ramamurthy,,
4198,V. S. Wakankar,,
4199,V. Satyanarayana Sarma,,
4200,V. Shanta,,
4201,V. Shantaram,,
4202,V. Subbiah Pillai,,
4203,V. V. S. Laxman,,
4204,V. Venkatachalam,,
4205,Vaali,,
4206,Vachnesh Tripathi,,
4207,Vadakantara Subramania Krishnan,,
4208,Vadalmudi Venkata Rao,,
4209,Vadiraj Raghavendra Katti,,
4210,Vagish Shastri,,
4211,Vaidya Suresh Chaturvedi,,
4212,Vaidyanatha Subrahmanyan,,
4213,Vaidyanatha Vaidyasubramanya Iyer,,
4214,Vaidyeswaran Rajaraman,,
4215,Vaikom Muhammad Basheer,,
4216,Vainu Bappu,,
4217,Vairamuthu,,
4218,Vajira Chitrasena,,
4219,Valayapatti A. R. Subramaniam,,
4220,Valerian Gracias,,
4221,Vallabhadas Vithaldas Shah,,
4222,Vallabhbhai Vasrambhai Marvaniya,,
4223,Vallalarpuram Sennimalai Natarajan,,
4224,Vallathol Narayana Menon,,
4225,Valmiki Choudhary,,
4226,Vaman Balkrishna Naique Sardesai,,
4227,Vamsi Mootha,,
4228,Vanaja Iyengar,,
4229,Vandana Luthra,,
4230,Vanraj Bhatia,,
4231,Vasant Desai,,
4232,Vasant Gowarikar,,
4233,Vasant Ramji Khanolkar,,
4234,Vasant Shankar Huzurbazar,,
4235,Vasant Shankar Kanetkar,,
4236,Vasant Shastri,,
4237,Vasantrao Bandoji Patil,"On 25 April 1946 he was released and was welcomed by Sangli people. After Independence he started working on farmers' problems. He established a Market Committee in 1951, with the intention of giving proper prices to agriculture products. In 1958, with his friends Navale, Rambhau Arwade, Abasaheb Shinde, Shankarao Shinde, Abasheb Kulkarni(Khebudkar he started India's largest cooperative sugar factory on 90 acres (36 ha) of land. In the first meeting Br. G. D. Patil was elected as chief promoter.
In 1960, he started an Industrial Society on 135 acres (55 ha). He made efforts to increase irrigation in Sangli","25 ఏప్రిల్ 1946న ఇతను విడుదలయ్యాడు, సాంగ్లీ ప్రజలు ఆయనకు స్వాగతం పలికారు. స్వాతంత్య్రానంతరం రైతుల సమస్యలపై కృషి చేయడం ప్రారంభించారు. వ్యవసాయ ఉత్పత్తులకు సరైన ధర కల్పించాలనే ఉద్దేశ్యంతో 1951లో మార్కెట్ కమిటీని ఏర్పాటు చేశారు. 1958లో, తన స్నేహితులు నవాలే, రాంభౌ అర్వాడే, అబాసాహెబ్ షిండే, శంకరరావు షిండే, అబాషెబ్ కులకర్ణి (ఖేబుద్కర్)తో కలిసి 90 ఎకరాల (36 హెక్టార్లు) భూమిలో భారతదేశంలో అతిపెద్ద సహకార చక్కెర కర్మాగారాన్ని ప్రారంభించాడు. మొదటి సమావేశంలో Br. జి. డి. పాటిల్ చీఫ్ ప్రమోటర్గా ఎన్నికయ్యారు. 1960లో, ఇతను 135 ఎకరాల్లో (55 హెక్టార్లు) ఒక ఇండస్ట్రియల్ సొసైటీని ప్రారంభించాడు. సాంగ్లీలో సాగునీటిని పెంచేందుకు ఆయన కృషి చేశారు. "
4238,Vasantrao S. Dempo,,
4239,Vashishtha Narayan Singh,,
4240,Vassala Samant Choudhry,,
4241,Vasudeo S. Gaitonde,,
4242,Vasudev Kalkunte Aatre,,
4243,Vasudev Vishnu Mirashi,,
4244,Vasudevan Baskaran,,
4245,Vasudevan Gnana Gandhi,,
4246,Vasundhara Komkali,,
4247,Vavilala Gopalakrishnayya,,
4248,Vazhenkada Kunchu Nair,,
4249,Vazhuvoor B. Ramaiyah Pillai,,
4250,Ved Kumari Ghai,,
4251,Ved Marwah,,
4252,Ved Prakash Agnihotri,,
4253,Ved Prakash Nanda,,
4254,Ved Rattan Mohan,,
4255,Vedaratnam Appakutti,,
4256,Veena Tandon,,
4257,Veer Singh Mehta,,
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
4275,Venu Srinivasan,,
4276,Vera Hingorani,,
4277,Verghese Kurien,,
4278,Verna Elizabeth Watre Ingty,,
4279,Verrier Elwin,,
4280,Vidya Balan,,
4281,Vidya Dehejia,,
4282,Vidya Niwas Mishra,,
4283,Vidyaben Shah,,
4284,Vijay Amritraj,,
4285,Vijay Bhatkar,,
4286,Vijay Dutt Shridhar,,
4287,Vijay Ghate,,
4288,Vijay Hazare,,
4289,Vijay Kelkar,,
4290,Vijay Kichlu,,
4291,Vijay Kumar,,
4292,Vijay Kumar Chopra,,
4293,Vijay Kumar Dada,,
4294,Vijay P. Bhatkar,,
4295,Vijay Prakash Singh,,
4296,Vijay Prasad Dimri,,
4297,Vijay Raghav Rao,,
4298,Vijay Sankeshwar,References,ప్రస్తావనలు. 
4299,Vijay Shankar Vyas,,
4300,Vijay Sharma,,
4301,Vijay Singh,,
4302,Vijay Tendulkar,,
4303,Vijaya Anand,,
4304,Vijaya Lakshmi Pandit,"Pandit was the first Indian woman to hold a cabinet post in pre-independent India. In 1937, she was elected to the provincial legislature of the United Provinces and was designated minister of local self-government and public health. She held the latter post until 1938 and again from 1946 to 1947. In 1946, she was elected to the Constituent Assembly from the United Provinces.
Following India's freedom from British occupation in 1947 she entered the diplomatic service and became India's ambassador to the Soviet Union from 1947 to 1949, the United States and Mexico from 1949 to 1951, Ireland from 1955 to 1961 (during which time she was also the Indian High Commissioner to the United Kingdom), and Spain from 1958 to 1961. Between 1946 and 1968, she headed the Indian delegation to the United Nations. In 1953, she became the first woman President of the United Nations General Assembly (she was inducted as an honorary member of the Alpha Kappa Alpha sorority in 1978 for this accomplishment).
Hon.  Members that Shrimati Vijaya  Lakshmi Pandit  has  resigned her seat in the House with effect from 17 December 1954.In India, she served as Governor of Maharashtra from 1962 to 1964, after which she was elected to the Indian parliament's lower house, Lok Sabha, from Phulpur, her brother's former constituency from 1964 to 1968","స్వాతంత్ర్యానికి పూర్వం భారతదేశంలో క్యాబినెట్ పదవిని పొందిన మొదటి భారతీయ మహిళ పండిట్. 1937లో, ఈమె యునైటెడ్ ప్రావిన్సెస్, ప్రావిన్షియల్ లెజిస్లేచర్కు ఎన్నికయ్యారు, స్థానిక స్వపరిపాలన, ప్రజారోగ్య మంత్రిగా నియమించబడ్డారు. ఈమె తరువాతి పదవిని 1938 వరకు, 1946 నుండి 1947 వరకు కొనసాగించారు. 1946లో ఈమె యునైటెడ్ ప్రావిన్సెస్ నుండి రాజ్యాంగ సభకు ఎన్నికయ్యారు. 1947లో బ్రిటీష్ ఆక్రమణ నుండి భారతదేశానికి విముక్తి లభించిన తర్వాత ఈమె దౌత్య సేవలో ప్రవేశించి, 1947 నుండి 1949 వరకు సోవియట్ యూనియన్కు, 1949 నుండి 1951 వరకు యునైటెడ్ స్టేట్స్, మెక్సికోకు, ఐర్లాండ్లో 1955 నుండి 1961 వరకు (ఆ సమయంలో ఈమె భారతదేశంలో కూడా భారత రాయబారిగా ఉన్నారు. యునైటెడ్ కింగ్డమ్కు హై కమీషనర్),, 1958 నుండి 1961 వరకు స్పెయిన్. 1946, 1968 మధ్య, ఈమె ఐక్యరాజ్యసమితిలో భారత ప్రతినిధి బృందానికి నాయకత్వం వహించారు. 1953లో, ఈమె ఐక్యరాజ్యసమితి జనరల్ అసెంబ్లీకి మొదటి మహిళా అధ్యక్షురాలిగా మారింది (ఈ సాధన కోసం ఈమె 1978లో ఆల్ఫా కప్పా ఆల్ఫా సోరోరిటీకి గౌరవ సభ్యురాలిగా చేర్చబడింది). గౌరవనీయులు. శ్రీమతి విజయ లక్ష్మి పండిట్ 17 డిసెంబర్ 1954 నుండి సభలో తన స్థానానికి రాజీనామా చేసినట్లు సభ్యులు. భారతదేశంలో, ఈమె 1962 నుండి 1964 వరకు మహారాష్ట్ర గవర్నర్గా పనిచేశారు, ఆ తర్వాత ఈమె 1964 నుండి 1968 వరకు తన సోదరుడి మాజీ నియోజకవర్గమైన ఫుల్పూర్ నుండి భారత పార్లమెంటు దిగువ సభ, లోక్సభకు ఎన్నికయ్యారు. "
