,Recipients,recognition,recognition Telugu
4143,Uma Shankar Dikshit,,
4144,Uma Sharma,,
4145,Uma Tuli,,
4146,Umakant Gundecha,,
4147,Umayalpuram K. Sivaraman,,
4148,Umrao Singh,,
4149,Upendra Baxi,,
4150,Upendra Kaul,,
4151,Upendra Maharathi,,
4152,Upendra Trivedi,,
4153,Urvashi Butalia,,
4154,Usha Chaumar,,
4155,Usha Kehar Luthra,,
4156,Usha Kiran Khan,,
4157,Usha Mehta,,
4158,Usha Sharma,,
4159,Usha Uthup,,
4160,Ustad Anwar Khan Mangniyar,,
4161,Ustad Faiyyaz Ahmed Khan,,
4162,Ustad Ghulam Mustafa Khan,,
4163,Utpal K. Banerjee,,
4164,Utsav Charan Das,,
4165,V. Adimurthy,,
4166,V. C. Kulandaiswamy,,
4167,V. G. Bhide,,
4168,V. G. Jog,,
4169,V. G. Patel,,
4170,V. Ganapati Sthapati,,
4171,V. K. Aatre,,
4172,V. K. Chaturvedi,,
4173,V. K. Krishna Menon,,
4174,V. K. Madhavan Kutty,,
4175,V. K. Munusamy,,
4176,V. K. Narayana Menon,,
4177,V. K. R. V. Rao,,
4178,V. K. Saraswat,,
4179,V. K. Shunglu,,
4180,V. Koteswaramma,,
4181,V. Krishnamurthy,,
4182,V. L. Mehta,,
4183,V. M. Tarkunde,,
4184,V. Mohan,,
4185,V. Mohini Giri,,
4186,V. N. Khare,,
4187,V. Nanammal,,
4188,V. Narahari Rao,,
4189,V. Narayana Rao,,
4190,V. P. Dhananjayan,,
4191,V. R. Gowrishankar,,
4192,V. R. Krishna Iyer,,
4193,V. Raghavan,,
4194,V. Ramachandran,,
4195,V. Ramchandra Vajramushti,,
4196,V. S. R. Arunachalam,,
4197,V. S. Ramamurthy,,
4198,V. S. Wakankar,,
4199,V. Satyanarayana Sarma,,
4200,V. Shanta,,
4201,V. Shantaram,,
4202,V. Subbiah Pillai,,
4203,V. V. S. Laxman,,
4204,V. Venkatachalam,,
4205,Vaali,,
4206,Vachnesh Tripathi,,
4207,Vadakantara Subramania Krishnan,,
4208,Vadalmudi Venkata Rao,,
4209,Vadiraj Raghavendra Katti,,
4210,Vagish Shastri,,
4211,Vaidya Suresh Chaturvedi,,
4212,Vaidyanatha Subrahmanyan,,
4213,Vaidyanatha Vaidyasubramanya Iyer,,
4214,Vaidyeswaran Rajaraman,,
4215,Vaikom Muhammad Basheer,,
4216,Vainu Bappu,,
4217,Vairamuthu,,
4218,Vajira Chitrasena,,
4219,Valayapatti A. R. Subramaniam,,
4220,Valerian Gracias,,
4221,Vallabhadas Vithaldas Shah,,
4222,Vallabhbhai Vasrambhai Marvaniya,,
4223,Vallalarpuram Sennimalai Natarajan,,
4224,Vallathol Narayana Menon,,
4225,Valmiki Choudhary,,
4226,Vaman Balkrishna Naique Sardesai,,
4227,Vamsi Mootha,,
4228,Vanaja Iyengar,,
4229,Vandana Luthra,,
4230,Vanraj Bhatia,,
4231,Vasant Desai,,
4232,Vasant Gowarikar,,
4233,Vasant Ramji Khanolkar,,
4234,Vasant Shankar Huzurbazar,,
4235,Vasant Shankar Kanetkar,"In 1970, Kanetkar received a Filmfare Award for Best Story for the Hindi movie Aansoo Ban Gaye Phool, the story having been an adaptation of his Marathi play Ashrunchi Jhali Phule.
He presided over Marathi Sahitya Sammelan in 1988.
Kanetkar received a Padma Shri award in 1992 for his literary accomplishments.","1970లో, కనేత్కర్ హిందీ చిత్రం అన్సూ బాన్ గయే ఫూల్ కోసం ఉత్తమ కథగా ఫిల్మ్ఫేర్ అవార్డును అందుకున్నాడు, ఈ కథ అతని మరాఠీ నాటకం అశ్రుంచి ఝాలి ఫూలేకి అనుసరణగా ఉంది. 1988లో మరాఠీ సాహిత్య సమ్మేళనానికి అధ్యక్షత వహించారు. కనేత్కర్ తన సాహిత్య విజయాలకు 1992లో పద్మశ్రీ అవార్డును అందుకున్నారు. "
4236,Vasant Shastri,,
4237,Vasantrao Bandoji Patil,"Padma Bhushan award (1967).
Padmabhushan Vasantdada Patil Pratishthan's College of Engineering in Mumbai is named in his honour.",పద్మ భూషణ్ అవార్డు (1967). ఆయన గౌరవార్థం ముంబైలోని పద్మభూషణ్ వసంత్దాదా పాటిల్ ప్రతిష్ఠాన్ కాలేజ్ ఆఫ్ ఇంజినీరింగ్ పేరు పెట్టారు. 
4238,Vasantrao S. Dempo,,
4239,Vashishtha Narayan Singh,,
4240,Vassala Samant Choudhry,,
4241,Vasudeo S. Gaitonde,,
4242,Vasudev Kalkunte Aatre,,
4243,Vasudev Vishnu Mirashi,,
4244,Vasudevan Baskaran,,
4245,Vasudevan Gnana Gandhi,,
4246,Vasundhara Komkali,,
4247,Vavilala Gopalakrishnayya,,
4248,Vazhenkada Kunchu Nair,,
4249,Vazhuvoor B. Ramaiyah Pillai,,
4250,Ved Kumari Ghai,"Padma Shri, the fourth highest civilian award in India, in 2010.
Certificate of Honour by President of India for her scholarship in Sanskrit.
Gold Medal in 1995 by Jammu and Kashmir Government for social work.
President’s Award for Sanskrit in 1997.
Dogra Ratan award in 2005, lifetime achievement award in 2009 and Stri Shakti Puraskara in 2010.","పద్మశ్రీ, 2010లో భారతదేశంలో నాల్గవ అత్యున్నత పౌర పురస్కారం. సంస్కృతంలో ఈమె స్కాలర్షిప్ కోసం భారత రాష్ట్రపతిచే గౌరవ ధృవీకరణ పత్రం. సామాజిక సేవ కోసం జమ్మూ కాశ్మీర్ ప్రభుత్వం 1995లో బంగారు పతకం. 1997లో సంస్కృతానికి రాష్ట్రపతి అవార్డు. 2005లో డోగ్రా రతన్ అవార్డు, 2009లో జీవితకాల సాఫల్య పురస్కారం, 2010లో స్త్రీ శక్తి పురస్కారాలు. "
4251,Ved Marwah,,
4252,Ved Prakash Agnihotri,,
4253,Ved Prakash Nanda,,
4254,Ved Rattan Mohan,,
4255,Vedaratnam Appakutti,,
4256,Veena Tandon,,
4257,Veer Singh Mehta,,
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
4275,Venu Srinivasan,,
4276,Vera Hingorani,,
4277,Verghese Kurien,,
4278,Verna Elizabeth Watre Ingty,,
4279,Verrier Elwin,,
4280,Vidya Balan,,
4281,Vidya Dehejia,,
4282,Vidya Niwas Mishra,,
4283,Vidyaben Shah,,
4284,Vijay Amritraj,,
4285,Vijay Bhatkar,"Padma Bhushan (2015)
Sitaram Jindal Foundation Award (2013) for applying science and technology at grassroots level.
Ramanuja Trust Award (2007) 
Petersburg Prize (2004) 
Padma Shri (2000)
Priyadarshni Award (2000)
Electronics Man of the Year (1992) 
National Research Development Corporation (NRDC) Award (1984–85) 
FICCI Award (1983) 
Gold Medal Award of Indian Geo-technical Society (1976) In 2011, Bhatkar received an honorary doctorate from DY Patil University. In 2014, he was awarded an honorary Ph.D from Gujarat Technological University and a D.Litt. degree from Nagpur University.","పద్మభూషణ్ (2015)సీతారాం జిందాల్ ఫౌండేషన్ అవార్డు (2013) అట్టడుగు స్థాయిలో సైన్స్ అండ్ టెక్నాలజీని అన్వయించినందుకు. రామానుజ ట్రస్ట్ అవార్డు (2007) పీటర్స్బర్గ్ ప్రైజ్ (2004) పద్మశ్రీ (2000)ప్రియదర్శిని అవార్డు (2000)ఎలక్ట్రానిక్స్ మ్యాన్ ఆఫ్ ది ఇయర్ (1992) నేషనల్ రీసెర్చ్ డెవలప్మెంట్ కార్పొరేషన్ (NRDC) అవార్డు (1984–85) FICCI అవార్డు (1983) గోల్డ్ మెడల్ అవార్డు ఇండియన్ జియో-టెక్నికల్ సొసైటీ (1976) 2011లో, భట్కర్ DY పాటిల్ విశ్వవిద్యాలయం నుండి గౌరవ డాక్టరేట్ అందుకున్నారు. 2014లో, అతనికి గౌరవ పిహెచ్డి లభించింది. గుజరాత్ టెక్నలాజికల్ యూనివర్సిటీ నుండి డి, డి. కొంచెం. నాగ్పూర్ విశ్వవిద్యాలయం నుండి డిగ్రీ. "
4286,Vijay Dutt Shridhar,,
4287,Vijay Ghate,,
4288,Vijay Hazare,,
4289,Vijay Kelkar,,
4290,Vijay Kichlu,,
4291,Vijay Kumar,,
4292,Vijay Kumar Chopra,,
4293,Vijay Kumar Dada,,
4294,Vijay P. Bhatkar,"Padma Bhushan (2015)
Sitaram Jindal Foundation Award (2013) for applying science and technology at grassroots level.
Ramanuja Trust Award (2007) 
Petersburg Prize (2004) 
Padma Shri (2000)
Priyadarshni Award (2000)
Electronics Man of the Year (1992) 
National Research Development Corporation (NRDC) Award (1984–85) 
FICCI Award (1983) 
Gold Medal Award of Indian Geo-technical Society (1976) In 2011, Bhatkar received an honorary doctorate from DY Patil University. In 2014, he was awarded an honorary Ph.D from Gujarat Technological University and a D.Litt. degree from Nagpur University.","పద్మభూషణ్ (2015)సీతారాం జిందాల్ ఫౌండేషన్ అవార్డు (2013) అట్టడుగు స్థాయిలో సైన్స్ అండ్ టెక్నాలజీని అన్వయించినందుకు. రామానుజ ట్రస్ట్ అవార్డు (2007) పీటర్స్బర్గ్ ప్రైజ్ (2004) పద్మశ్రీ (2000)ప్రియదర్శిని అవార్డు (2000)ఎలక్ట్రానిక్స్ మ్యాన్ ఆఫ్ ది ఇయర్ (1992) నేషనల్ రీసెర్చ్ డెవలప్మెంట్ కార్పొరేషన్ (NRDC) అవార్డు (1984–85) FICCI అవార్డు (1983) గోల్డ్ మెడల్ అవార్డు ఇండియన్ జియో-టెక్నికల్ సొసైటీ (1976) 2011లో, భట్కర్ DY పాటిల్ విశ్వవిద్యాలయం నుండి గౌరవ డాక్టరేట్ అందుకున్నారు. 2014లో, అతనికి గౌరవ పిహెచ్డి లభించింది. గుజరాత్ టెక్నలాజికల్ యూనివర్సిటీ నుండి డి, డి. కొంచెం. నాగ్పూర్ విశ్వవిద్యాలయం నుండి డిగ్రీ. "
4295,Vijay Prakash Singh,,
4296,Vijay Prasad Dimri,,
4297,Vijay Raghav Rao,,
4298,Vijay Sankeshwar,,
4299,Vijay Shankar Vyas,,
4300,Vijay Sharma,,
4301,Vijay Singh,,
4302,Vijay Tendulkar,,
4303,Vijaya Anand,,
4304,Vijaya Lakshmi Pandit,,
4305,Vijaya Mehta,,
4306,Vijayakumar Swarupchand Shah,,
4307,Vijayalakshmi Navaneethakrishnan,,
4308,Vijayalakshmi Ravindranath,,
4309,Vijayasarathi Sribhashyam,,
4310,Vijaydan Detha,,
4311,Vijayendra Nath Kaul,,
4312,Vijaypal Singh,,
4313,Vijaypat Singhania,,
4314,Vijender Singh,,
4315,Vikas Gowda,,
4316,Vikas Mahatme,,
4317,Vikram Chandra Thakur,,
4318,Vikram Marwah,,
4319,Vikram Pandit,,
4320,Vikram Sarabhai,,
4321,Vikram Seth,,
4322,Vikramjit Sahney,,
4323,Vilayanur S. Ramachandran,,
4324,Vimla Dang,,
4325,Vinay Chandra Maudgalya,,
4326,Vinayak Pandurang Karmarkar,,
4327,Vinayak Sitaram Sarwate,,
4328,Vinayak Vishnu Khedekar,,
4329,Vinayaka Krishna Gokak,,
4330,Vinayakrao Patwardhan,"He was awarded the Padma Bhushan award in 1972 by the President of India. He led the Indian cultural delegation to the USSR and other countries.
The Film & TV Institute of India supported a documentary on him by Aruna Raje.","1972లో భారత రాష్ట్రపతిచే పద్మభూషణ్ పురస్కారాన్ని అందుకున్నారు. ఇతను USSR, ఇతర దేశాలకు భారతీయ సాంస్కృతిక ప్రతినిధి బృందానికి నాయకత్వం వహించాడు. ఫిల్మ్ & టీవీ ఇన్స్టిట్యూట్ ఆఫ్ ఇండియా అరుణా రాజే అతనిపై రూపొందించిన డాక్యుమెంటరీకి మద్దతు ఇచ్చింది. "
4331,Vinjamuri Venkata Lakshmi Narasimha Rao,,
4332,Vinod Dua,,
4333,Vinod K. Singh,,
4334,Vinod Prakash Sharma,,
4335,Vinod Rai,,
4336,Vinoo Mankad,,
4337,Vipin Buckshey,,
4338,Vir Singh,,
4339,Vir Vati,,
4340,Virander Singh Chauhan,,
4341,Virat Kohli,,
4342,Virender Lal Chopra,,
4343,Virender Sehwag,,
4344,Virender Singh,,
4345,Virendra Dayal,,
4346,Virendra Kumar Sharma,,
4347,Virendra Prabhakar,,
4348,Virendra Singh Sethi,,
4349,Virendra Verma,,
4350,Viresh Pratap Chaudhry,,
4351,Vishnu Bhikaji Kolte,,
4352,Vishnu Madav Ghatage,,
4353,Vishnu Namdeo Adarkar,,
4354,Vishnu Pandya,"Pandya was imprisoned during Indian emergency of 1975–76. At that time his first book, Haheli nu Aakash (હથેળીનું આકાશ), was appreciated by the Gujarat Government and won a prize, but Pandya did not accept the prize. He received Narmad Suvarna Chandrak from Narmada Sahitya Sabha for historical writing in 1991. He was awarded Padma Shri in 2017 for literature  and history. In 2019, he was awarded a D.Lit. by Gujarat University.","1975-76 భారత ఎమర్జెన్సీ సమయంలో పాండ్యా జైలు పాలయ్యాడు. ఆ సమయంలో అతని మొదటి పుస్తకం, హహేలీ ను ఆకాష్ (हેळीणूँ કાશ) గుజరాత్ ప్రభుత్వంచే ప్రశంసించబడింది, బహుమతిని గెలుచుకుంది, కానీ పాండ్యా బహుమతిని అంగీకరించలేదు. ఇతను 1991లో నర్మదా సాహిత్య సభ నుండి నర్మద్ సువర్ణ చంద్రక్ అందుకున్నాడు. సాహిత్యం, చరిత్రకు 2017లో పద్మశ్రీ పురస్కారం లభించింది. 2019లో అతనికి డి. లిట్. గుజరాత్ విశ్వవిద్యాలయం ద్వారా. "
