,Recipients,positions held,positions held Telugu
3946,Sushma Swaraj,"1977–82 Elected as Member, Haryana Legislative Assembly.
1977–79 Cabinet Minister, Labour and Employment, Government of Haryana.
1987–90 Elected as Member, Haryana Legislative Assembly.
1987–90 Cabinet Minister, Education, Food and Civil Supplies, Government of Haryana.
1991–1996 Member of Rajya Sabha
1996 [16 May – 1 June] – Union Cabinet Minister, Information and Broadcasting.
2000–06 Member, Rajya Sabha (4th term).
2006–09 [April 2006 -] Member, Rajya Sabha (5th term).
2009–14 [16 May 2009 – 18 May 2014] Member, 15th Lok Sabha (6th term).
2009-09 [3 June 2009 – 21 December 2009] Deputy Leader of the Opposition in the Lok Sabha.
2009–2014 [21 December 2009 – 26 May 2014] Leader of Opposition in the Lok Sabha","1977–82 హర్యానా శాసనసభ సభ్యునిగా ఎన్నికయ్యారు. 1977–79 కేబినెట్ మంత్రి, కార్మిక, ఉపాధి, హర్యానా ప్రభుత్వం. 1987–90 హర్యానా శాసనసభ సభ్యునిగా ఎన్నికయ్యారు. 1987–90 కేబినెట్ మంత్రి, విద్య, ఆహారం, పౌర సరఫరాలు, హర్యానా ప్రభుత్వం. 1991–1996 రాజ్యసభ సభ్యుడు1996 [16 మే – 1 జూన్] – కేంద్ర కేబినెట్ మంత్రి, సమాచార, ప్రసార శాఖ. 2000–06 సభ్యుడు, రాజ్యసభ (4వ పర్యాయం). 2006–09 [ఏప్రిల్ 2006 -] రాజ్యసభ సభ్యుడు (5వ పర్యాయం). 2009–14 [16 మే 2009 – 18 మే 2014] సభ్యుడు, 15వ లోక్ సభ (6వ పర్యాయం). 2009-09 [3 జూన్ 2009 – 21 డిసెంబర్ 2009] లోక్సభలో ప్రతిపక్ష ఉప నాయకుడు. 2009–2014 [21 డిసెంబర్ 2009 – 26 మే 2014] లోక్సభలో ప్రతిపక్ష నాయకుడు. "
3947,Sushovan Banerjee,,
3948,Suwalal Chhaganmal Bafna,,
3949,Svetoslav Roerich,,
3950,Swadesh Chatterjee,,
3951,Swami Bichitranada Das,,
3952,Swami Harigovind,,
3953,Swami Kalyandev,,
3954,Swami Pranavananda,,
3955,Swami Vishudhananda,,
3956,Swaminathan Sivaram,,
3957,Swapan Chaudhuri,,
3958,Swapan Dasgupta,,
3959,Swapan Guha,,
3960,Swapna Sundari,,
3961,Swaran Singh,,
3962,Swaran Singh Boparai,,
3963,Swaroop Kishen Reu,,
3964,Swati A. Piramal,,
3965,Swraj Paul,,
3966,Syamal Bhushan Ghosh Dastidar,,
3967,Syed Abdul Latif,,
3968,Syed Abdul Malik,,
3969,Syed Abdul Qadir,,
3970,Syed Bashiruddin,,
3971,Syed Fareeduddin,,
3972,Syed Haider Raza,,
3973,Syed Hasan Askari,,
3974,Syed Hassan,,
3975,Syed Husain Zaheer,,
3976,Syed Hussain Ali Jaffri,,
3977,Syed Iqbal Hasnain,,
3978,Syed Kirmani,,
3979,Syed Mir Qasim,,
3980,Syed Mohammad Sharfuddin Quadri,,
3981,Syed Mohammed Arif,,
3982,Syed Mohd. Mirza Mohazzab,,
3983,Syed Mohd. Moinul Haq,,
3984,Syed Muazzem Ali,,
3985,Syed Nasaar Ahmed Shah,,
3986,Syed Shah Mohammed Hussaini,,
3987,Syed Zahoor Qasim,,
3988,Syeda Saiyidain Hameed,,
3989,Syedna Mohammed Burhanuddin,,
3990,T. A. Mudon Sharma,,
3991,T. A. Pai,,
3992,T. G. K. Menon,,
3993,T. H. Vinayakram,,
3994,T. J. S. George,,
3995,T. K. Lahiri,,
3996,T. K. Murthy,,
3997,T. K. Oommen,"T. K. Oommen held various positions at International Sociological Association during the period 1986 to 1994.
1986 Secretary General, XI World Congress of Sociology, New Delhi
1986–90 EC member
1990–94 President (He was only person from Asia and Africa to hold the post)He also held other positions during his career:
Treasurer, Indian Sociological Society, [1] 1975–78.
Secretary, Indian Sociological Society, 1989–91.
Editor, Sociological Bulletin, official organ of the Indian Sociological Society, 1975-8, 1989–1991, 1998–1999.
President, Indian Sociological Society, 1998–99.
Member, board of directors, International Institute of Sociology, Rome, 2001–2005.
Council Member, International Association for the Scientific Study of Religion, 1989–91 and 1993–95.
Vice-Chair, Church and Society, World Council of Churches, Geneva, 1984–89","టి. కె. ఊమెన్ 1986 నుండి 1994 వరకు ఇంటర్నేషనల్ సోషియోలాజికల్ అసోసియేషన్లో వివిధ పదవులను నిర్వహించారు. 1986 సెక్రటరీ జనరల్, XI వరల్డ్ కాంగ్రెస్ ఆఫ్ సోషియాలజీ, న్యూఢిల్లీ1986–90 EC సభ్యుడు1990–94 ప్రెసిడెంట్ (ఆయన ఆసియా, ఆఫ్రికా నుండి మాత్రమే ఈ పదవిని కలిగి ఉన్నారు) ఇతను తన కెరీర్లో ఇతర పదవులను కూడా నిర్వహించాడు: కోశాధికారి, ఇండియన్ సోషియోలాజికల్ సొసైటీ, [1 ] 1975–78. సెక్రటరీ, ఇండియన్ సోషియోలాజికల్ సొసైటీ, 1989–91. ఎడిటర్, సోషియోలాజికల్ బులెటిన్, ఇండియన్ సోషియోలాజికల్ సొసైటీ, అధికారిక అవయవం, 1975-8, 1989-1991, 1998-1999. ప్రెసిడెంట్, ఇండియన్ సోషియోలాజికల్ సొసైటీ, 1998–99. సభ్యుడు, డైరెక్టర్ల బోర్డు, ఇంటర్నేషనల్ ఇన్స్టిట్యూట్ ఆఫ్ సోషియాలజీ, రోమ్, 2001–2005. కౌన్సిల్ సభ్యుడు, ఇంటర్నేషనల్ అసోసియేషన్ ఫర్ ది సైంటిఫిక్ స్టడీ ఆఫ్ రెలిజియన్, 1989–91, 1993–95. వైస్-ఛైర్, చర్చి, సొసైటీ, వరల్డ్ కౌన్సిల్ ఆఫ్ చర్చ్స్, జెనీవా, 1984–89. "
3998,T. K. Viswanathan,,
3999,T. M. A. Pai,,
4000,T. M. Ponnambalam Mahadevan,,
4001,T. M. Soundararajan,,
4002,T. N. Krishnan,,
4003,T. N. Manoharan,,
4004,T. N. Seshagopalan,,
4005,T. N. Srinivasan,,
4006,T. Narayanayajwa Ramachandran,,
4007,T. P. Lahane,,
4008,T. P. Meenakshisundaram,,
4009,T. R. Mahalingam,,
4010,T. R. Seshadri,,
4011,T. S. Avinashilingam Chettiar,,
4012,T. S. Chandrasekar,,
4013,T. S. Prahlad,,
4014,T. S. Ramaswami Aiyer,,
4015,T. S. Satyan,,
4016,T. S. Soundram,,
4017,T. Sailo,,
4018,T. V. Devarajan,,
4019,T. V. Gopalakrishnan,,
4020,T. V. Mahalingam,,
4021,T. V. Narayana,,
4022,T. V. R. Shenoy,,
4023,T. V. Rajeswar,,
4024,T. V. Ramakrishnan,,
4025,T. V. Sankaranarayanan,,
4026,T. Varadachari Ramanujam,,
4027,T. Venkatapathi Reddiar,,
4028,T.V. Mohandas Pai,,
4029,Taarak Mehta,,
4030,Tabu,,
4031,Tadepalli Venkanna,,
4032,Tafazzul Ali,,
4033,Talat Mahmood,,
4034,Tan Chung,,
4035,Tao Porchon-Lynch,,
4036,Tapan Raychaudhuri,,
4037,Tapan Sinha,,
4038,Tapishwar Narain Raina,,
4039,Tara Chand,,
4040,Tara Cherian,,
4041,Tarabai Modak,,
4042,Taranath Narayan Shenoy,,
4043,Tarapada Basu,,
4044,Taraprasad Das,,
4045,Tarasankar Bandyopadhyay,,
4046,Tarla Dalal,,
4047,Tarlochan Singh,,
4048,Tarlochan Singh Kler,,
4049,Tarlok Singh (economist),,
4050,Taro Nakayama,,
4051,Tarun Das,,
4052,Tarun Gogoi,,
4053,Tarun Majumdar,,
4054,Tarundeep Rai,,
4055,Tashi Tondup,,
4056,Tatyana Elizarenkova,,
4057,Teejan Bai,,
4058,Teesta Setalvad,,
4059,Tehemton Erach Udwadia,,
4060,Tejas Patel,,
4061,Tejomayananda,,
4062,Tekkatte Narayan Shanbhag,,
4063,Tekur Kashi Nath,,
4064,Telo Mascarenhas,,
4065,Temsula Ao,,
4066,Tenzing Norgay,,
4067,Tetsu Nakamura,,
4068,Thackkadu Natesasastrigal Jagadisan,,
4069,Thakazhi Sivasankara Pillai,,
4070,Thakur Jaideva Singh,,
4071,Thalappil Pradeep,,
4072,Thanga Darlong,,
4073,Thangam Philip,,
4074,Thanikachalam Sadagopan,,
4075,Thant Myint-U,,
4076,Thanu Padmanabhan,,
4077,Thapfoorya Haralu,,
4078,Thayil John Cherian,,
4079,Theilin Phanbuh,,
4080,Thekkethil Kochandy Alex,,
4081,Thenumgal Poulose Jacob,,
4082,Thiagarajan Muthian,,
4083,Thikkurissy Sukumaran Nair,,
4084,Thilakan,,
4085,Thingbaijam Babu Singh,,
4086,Thirumalachari Ramasami,,
4087,Thirumalraya Swaminathan,,
4088,Thiruvengadam Lakshman Sankar,,
4089,Thiruvizhimazhalai Subramania Pillai,,
4090,Thomas Kailath,,
4091,Thomas Kunnunkal,,
4092,Thoppil Varghese Antony,,
4093,Thota Tharani,,
4094,Thrity H. Taleyarkhan,,
4095,Tilak Gitai,,
4096,Tiruppattur R. Venkatachala Murthi,,
4097,Tiruvadi Sambasiva Venkataraman,,
4098,Tiruvadi Venkataraman Ramamurti,,
4099,Tokheho Sema,,
4100,Tom Alter,,
4101,Tomio Mizokami,,
4102,Tommy Koh,,
4103,Tony Fernandez,,
4104,Toppur Seethapathy Sadasivan,,
4105,Tribhuvandas Kishibhai Patel,,
4106,Tribhuvandas Luhar (Sundaram),,
4107,Trichur V. Ramachandran,,
4108,Tridib Nath Banerjee,,
4109,Triguna Sen,,
4110,Trilochan Pradhan,,
4111,Triloki Nath Chaturvedi,,
4112,Triloki Nath Khoshoo,,
4113,Trilokinath Sharma,,
4114,Trinity Saioo,,
4115,Tripti Mitra,,
4116,Tripti Mukherjee,,
4117,Tripuraneni Hanuman Chowdary,,
4118,Trivandrum Kannusami Pillai Shanmugam,,
4119,Tsering Landol,,
4120,Tsering Norboo,,
4121,Tsering Wangdus,,
4122,Tsultrim Chonjor,,
4123,Tulasi Gowda,,
4124,Tulasi Munda,,
4125,Tulsi Das,,
4126,Tulsidas Borkar,,
4127,Tumkur Ramaiya Satishchandran,,
4128,Turlapaty Kutumba Rao,,
4129,Tushar Kanjilal,,
4130,Tushar Kanti Ghosh,,
4131,Tyeb Mehta,,
4132,U. N. Dhebar,,
4133,U. R. Ananthamurthy,,
4134,U. Srinivas,,
4135,Uday Shankar,,
4136,Udaybhansinhji Natwarsinhji Jethwa,,
4137,Uddhab Bharali,,
4138,Udit Narayan,,
4139,Udupi Ramachandra Rao,,
4140,Ujjwal Nikam,,
4141,Ujwala Patil,,
4142,Ulhas Kashalkar,,
4143,Uma Shankar Dikshit,,
4144,Uma Sharma,,
4145,Uma Tuli,,
4146,Umakant Gundecha,,
4147,Umayalpuram K. Sivaraman,,
4148,Umrao Singh,,
4149,Upendra Baxi,,
4150,Upendra Kaul,,
4151,Upendra Maharathi,,
4152,Upendra Trivedi,,
4153,Urvashi Butalia,,
4154,Usha Chaumar,,
4155,Usha Kehar Luthra,,
4156,Usha Kiran Khan,,
4157,Usha Mehta,,
4158,Usha Sharma,,
4159,Usha Uthup,,
4160,Ustad Anwar Khan Mangniyar,,
4161,Ustad Faiyyaz Ahmed Khan,,
4162,Ustad Ghulam Mustafa Khan,,
4163,Utpal K. Banerjee,,
4164,Utsav Charan Das,,
4165,V. Adimurthy,,
4166,V. C. Kulandaiswamy,,
4167,V. G. Bhide,,
4168,V. G. Jog,,
4169,V. G. Patel,,
4170,V. Ganapati Sthapati,,
4171,V. K. Aatre,,
4172,V. K. Chaturvedi,,
4173,V. K. Krishna Menon,,
4174,V. K. Madhavan Kutty,,
4175,V. K. Munusamy,,
4176,V. K. Narayana Menon,,
4177,V. K. R. V. Rao,"Adviser for Planning, Food Department (1945–46)
Food and Economic Adviser, Government of India at Washington (1946–47)
Director, Delhi School of Economics, Delhi (1948–57)
Vice Chancellor, University of Delhi (1957–60)
Director, Institute of Economic Growth, Delhi (1960–63)
Member, Planning Commission (1963–66)
Union Cabinet Minister for Transport and Shipping (1967–69)
Union Cabinet Minister for Education & Youth Services (1969–71)
Director, Institute for Social and Economic Change, Bangalore (1972–77)
National Professor, Government of India (1985-1990).","ప్రణాళిక సలహాదారు, ఆహార విభాగం (1945–46) ఫుడ్ అండ్ ఎకనామిక్ అడ్వైజర్, వాషింగ్టన్లో భారత ప్రభుత్వం (1946–47)డైరెక్టర్, ఢిల్లీ స్కూల్ ఆఫ్ ఎకనామిక్స్, ఢిల్లీ (1948–57) వైస్ ఛాన్సలర్, ఢిల్లీ యూనివర్సిటీ (1957–60) డైరెక్టర్, ఇన్స్టిట్యూట్ ఆఫ్ ఎకనామిక్ గ్రోత్, ఢిల్లీ (1960–63) సభ్యుడు, ప్రణాళికా సంఘం (1963–66)రవాణా, షిప్పింగ్ కోసం కేంద్ర క్యాబినెట్ మంత్రి (1967–69)విద్య & యువజన సేవల కోసం కేంద్ర క్యాబినెట్ మంత్రి (1969–71)డైరెక్టర్, ఇన్స్టిట్యూట్ సామాజిక, ఆర్థిక మార్పు కోసం, బెంగళూరు (1972–77)జాతీయ ప్రొఫెసర్, భారత ప్రభుత్వం (1985-1990). "
4178,V. K. Saraswat,,
4179,V. K. Shunglu,,
4180,V. Koteswaramma,,
4181,V. Krishnamurthy,,
4182,V. L. Mehta,,
4183,V. M. Tarkunde,,
4184,V. Mohan,,
4185,V. Mohini Giri,,
4186,V. N. Khare,,
4187,V. Nanammal,,
4188,V. Narahari Rao,,
4189,V. Narayana Rao,,
4190,V. P. Dhananjayan,,
4191,V. R. Gowrishankar,,
4192,V. R. Krishna Iyer,,
4193,V. Raghavan,,
4194,V. Ramachandran,,
4195,V. Ramchandra Vajramushti,,
4196,V. S. R. Arunachalam,,
4197,V. S. Ramamurthy,,
4198,V. S. Wakankar,,
4199,V. Satyanarayana Sarma,,
4200,V. Shanta,,
4201,V. Shantaram,,
4202,V. Subbiah Pillai,,
4203,V. V. S. Laxman,,
4204,V. Venkatachalam,,
4205,Vaali,,
4206,Vachnesh Tripathi,,
4207,Vadakantara Subramania Krishnan,,
4208,Vadalmudi Venkata Rao,,
4209,Vadiraj Raghavendra Katti,,
4210,Vagish Shastri,,
4211,Vaidya Suresh Chaturvedi,,
4212,Vaidyanatha Subrahmanyan,,
4213,Vaidyanatha Vaidyasubramanya Iyer,,
4214,Vaidyeswaran Rajaraman,,
4215,Vaikom Muhammad Basheer,,
4216,Vainu Bappu,,
4217,Vairamuthu,,
4218,Vajira Chitrasena,,
4219,Valayapatti A. R. Subramaniam,,
4220,Valerian Gracias,,
4221,Vallabhadas Vithaldas Shah,,
4222,Vallabhbhai Vasrambhai Marvaniya,,
4223,Vallalarpuram Sennimalai Natarajan,,
4224,Vallathol Narayana Menon,,
4225,Valmiki Choudhary,,
4226,Vaman Balkrishna Naique Sardesai,,
4227,Vamsi Mootha,,
4228,Vanaja Iyengar,,
4229,Vandana Luthra,,
4230,Vanraj Bhatia,,
4231,Vasant Desai,,
4232,Vasant Gowarikar,,
4233,Vasant Ramji Khanolkar,,
4234,Vasant Shankar Huzurbazar,,
4235,Vasant Shankar Kanetkar,,
4236,Vasant Shastri,,
4237,Vasantrao Bandoji Patil,,
4238,Vasantrao S. Dempo,,
4239,Vashishtha Narayan Singh,,
4240,Vassala Samant Choudhry,,
4241,Vasudeo S. Gaitonde,,
4242,Vasudev Kalkunte Aatre,,
4243,Vasudev Vishnu Mirashi,,
4244,Vasudevan Baskaran,,
4245,Vasudevan Gnana Gandhi,,
4246,Vasundhara Komkali,,
4247,Vavilala Gopalakrishnayya,,
4248,Vazhenkada Kunchu Nair,,
4249,Vazhuvoor B. Ramaiyah Pillai,,
4250,Ved Kumari Ghai,,
4251,Ved Marwah,,
4252,Ved Prakash Agnihotri,,
4253,Ved Prakash Nanda,,
4254,Ved Rattan Mohan,,
4255,Vedaratnam Appakutti,,
4256,Veena Tandon,,
4257,Veer Singh Mehta,,
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
4275,Venu Srinivasan,,
4276,Vera Hingorani,,
4277,Verghese Kurien,,
4278,Verna Elizabeth Watre Ingty,,
4279,Verrier Elwin,,
4280,Vidya Balan,,
4281,Vidya Dehejia,,
4282,Vidya Niwas Mishra,,
4283,Vidyaben Shah,,
4284,Vijay Amritraj,,
4285,Vijay Bhatkar,,
4286,Vijay Dutt Shridhar,,
4287,Vijay Ghate,,
4288,Vijay Hazare,,
4289,Vijay Kelkar,,
4290,Vijay Kichlu,,
4291,Vijay Kumar,,
4292,Vijay Kumar Chopra,,
4293,Vijay Kumar Dada,,
4294,Vijay P. Bhatkar,,
4295,Vijay Prakash Singh,,
4296,Vijay Prasad Dimri,,
4297,Vijay Raghav Rao,,
4298,Vijay Sankeshwar,,
4299,Vijay Shankar Vyas,,
4300,Vijay Sharma,,
4301,Vijay Singh,,
4302,Vijay Tendulkar,,
4303,Vijaya Anand,,
4304,Vijaya Lakshmi Pandit,,
4305,Vijaya Mehta,,
4306,Vijayakumar Swarupchand Shah,,
4307,Vijayalakshmi Navaneethakrishnan,,
4308,Vijayalakshmi Ravindranath,,
4309,Vijayasarathi Sribhashyam,,
4310,Vijaydan Detha,,
4311,Vijayendra Nath Kaul,,
4312,Vijaypal Singh,,
4313,Vijaypat Singhania,,
4314,Vijender Singh,,
4315,Vikas Gowda,,
4316,Vikas Mahatme,,
4317,Vikram Chandra Thakur,,
4318,Vikram Marwah,,
4319,Vikram Pandit,,
4320,Vikram Sarabhai,,
4321,Vikram Seth,,
4322,Vikramjit Sahney,,
4323,Vilayanur S. Ramachandran,,
4324,Vimla Dang,,
4325,Vinay Chandra Maudgalya,,
4326,Vinayak Pandurang Karmarkar,,
4327,Vinayak Sitaram Sarwate,,
4328,Vinayak Vishnu Khedekar,,
4329,Vinayaka Krishna Gokak,,
4330,Vinayakrao Patwardhan,,
4331,Vinjamuri Venkata Lakshmi Narasimha Rao,,
4332,Vinod Dua,,
4333,Vinod K. Singh,,
4334,Vinod Prakash Sharma,"Vinod Prakash Sharma has held many positions of importance, by way of recognition and those of responsibility, throughout his career.

Fellow of Royal Asiatic Society
Fellow of the National Academy of Medical Sciences,
Fellow of National Academy of Sciences (India), Allahabad
Fellow of Indian Academy of Sciences, Bangalore
Fellow of Entomology Society of India, New Delhi
Fellow of National Environmental Science Academy, New Delhi
Fellow of Indian Society for Parasitology
Fellow of Indian Society of Malaria and other communicable diseases
Honorary Fellow – Indian Academy of Environmental Sciences, Moradabad, Uttar Pradesh
Honorary Fellow – Indian Academy of Environmental Sciences, Hardwar
Fellow – Zoological Society of India
President of National Academy of Vector borne Diseases
President of National Academy of Sciences (India), Allahabad
President of Indian Society for Parasitology
Council Member – International Congress of Entomology
board member – Malaria Foundation Incorporated
Governing Council Member – ICMR
Member – WHO Expert Committee on Malaria","వినోద్ ప్రకాష్ శర్మ తన కెరీర్లో గుర్తింపు, బాధ్యతాయుతమైన అనేక పదవులను నిర్వహించారు. ఫెలో ఆఫ్ రాయల్ ఏషియాటిక్ సొసైటీ ఫెలో ఆఫ్ నేషనల్ అకాడమీ ఆఫ్ మెడికల్ సైన్సెస్, ఫెలో ఆఫ్ నేషనల్ అకాడమీ ఆఫ్ సైన్సెస్ (ఇండియా), అలహాబాద్ ఫెలో ఆఫ్ ఇండియన్ అకాడమీ ఆఫ్ సైన్సెస్, బెంగళూరు ఫెలో ఆఫ్ ఎంటమాలజీ సొసైటీ ఆఫ్ ఇండియా, న్యూఢిల్లీ ఫెలో ఆఫ్ నేషనల్ ఎన్విరాన్మెంటల్ సైన్స్ అకాడమీ, న్యూఢిల్లీ ఫెలో ఆఫ్ ఇండియన్ సొసైటీ పారాసిటాలజీ ఫెలో ఆఫ్ ఇండియన్ సొసైటీ ఆఫ్ మలేరియా, ఇతర కమ్యూనికేబుల్ డిసీజెస్ గౌరవ ఫెలో - ఇండియన్ అకాడమీ ఆఫ్ ఎన్విరాన్మెంటల్ సైన్సెస్, ఉత్తర ప్రదేశ్ గౌరవ ఫెలో - ఇండియన్ అకాడమీ ఆఫ్ ఎన్విరాన్మెంటల్ సైన్సెస్, హార్డ్వార్ ఫెలో - జూలాజికల్ సొసైటీ ఆఫ్ ఇండియా నేషనల్ అకాడమీ ఆఫ్ వెక్టర్ బర్న్ డిసీజెస్ అకాడెమీ అధ్యక్షుడు భారతదేశం), అలహాబాద్ ప్రెసిడెంట్ ఆఫ్ ఇండియన్ సొసైటీ ఫర్ పారాసిటాలజీ కౌన్సిల్ సభ్యుడు – ఇంటర్నేషనల్ కాంగ్రెస్ ఆఫ్ ఎంటమాలజీ బోర్డ్ సభ్యుడు – మలేరియా ఫౌండేషన్ ఇన్కార్పొరేటెడ్ గవర్నింగ్ కౌన్సిల్ సభ్యుడు – ICMR సభ్యుడు – WHO మలేరియాపై నిపుణుల కమిటీ. "
