,Recipients,honours,honours Telugu
4127,Tumkur Ramaiya Satishchandran,"Satishchandran was conferred the Padma Bhushan, India's third highest civilian honour, for civil service in 2005.","సతీశ్చంద్రన్కు 2005లో సివిల్ సర్వీస్లో భారతదేశం, మూడవ అత్యున్నత పౌర పురస్కారమైన పద్మభూషణ్ లభించింది. "
4128,Turlapaty Kutumba Rao,,
4129,Tushar Kanjilal,,
4130,Tushar Kanti Ghosh,,
4131,Tyeb Mehta,,
4132,U. N. Dhebar,,
4133,U. R. Ananthamurthy,,
4134,U. Srinivas,,
4135,Uday Shankar,,
4136,Udaybhansinhji Natwarsinhji Jethwa,,
4137,Uddhab Bharali,,
4138,Udit Narayan,,
4139,Udupi Ramachandra Rao,People's President and distinguished scientist Dr. A. P. J. Abdul Kalam had an effective association with Prof. U. R. Rao. While Dr. A,"పీపుల్స్ ప్రెసిడెంట్, విశిష్ట శాస్త్రవేత్త డా. ఎ. పి. జె. అబ్దుల్ కలాంకు ప్రొ. యు. ఆర్. రావు. కాగా డా. ఎ. "
4140,Ujjwal Nikam,,
4141,Ujwala Patil,,
4142,Ulhas Kashalkar,,
4143,Uma Shankar Dikshit,,
4144,Uma Sharma,,
4145,Uma Tuli,,
4146,Umakant Gundecha,,
4147,Umayalpuram K. Sivaraman,,
4148,Umrao Singh,,
4149,Upendra Baxi,,
4150,Upendra Kaul,,
4151,Upendra Maharathi,,
4152,Upendra Trivedi,,
4153,Urvashi Butalia,,
4154,Usha Chaumar,,
4155,Usha Kehar Luthra,,
4156,Usha Kiran Khan,,
4157,Usha Mehta,,
4158,Usha Sharma,,
4159,Usha Uthup,,
4160,Ustad Anwar Khan Mangniyar,,
4161,Ustad Faiyyaz Ahmed Khan,,
4162,Ustad Ghulam Mustafa Khan,,
4163,Utpal K. Banerjee,,
4164,Utsav Charan Das,,
4165,V. Adimurthy,,
4166,V. C. Kulandaiswamy,,
4167,V. G. Bhide,,
4168,V. G. Jog,,
4169,V. G. Patel,,
4170,V. Ganapati Sthapati,,
4171,V. K. Aatre,,
4172,V. K. Chaturvedi,,
4173,V. K. Krishna Menon,,
4174,V. K. Madhavan Kutty,,
4175,V. K. Munusamy,,
4176,V. K. Narayana Menon,,
4177,V. K. R. V. Rao,"Rao received many awards that include: Cobdon Club Medal in Political Economy (1927), Lord Minto Scholarship (1927–29), Dakshina Fellowship (1927–29), Madan Memorial Lecture in Indian Currency, Bombay (1931), Sir Mangaldas Nathubhai Traveling Fellowship, Bombay University (1932–35), Carton Studentship in Social Sciences, Great Britain (1934–36), Sir Thomas Greshan Research Studentship, Caius College, Cambridge (1934–36) Adam Smith Prize, Cambridge and Dadabhai Nauroji Memorial Prize (1934). Academic Honours include Honorary D.Litt. from Delhi, Jabalpore, Indore, Andhra and Nagpur Universities, Hon D.C.L. from Oxford University, Honorary Professorship of Osmania, Andhra Universities, Hon. Fellowship of Conville and Caius College, Cambridge.","రావు అనేక అవార్డులను అందుకున్నారు: పొలిటికల్ ఎకానమీలో కాబ్డన్ క్లబ్ మెడల్ (1927), లార్డ్ మింటో స్కాలర్షిప్ (1927-29), దక్షిణ ఫెలోషిప్ (1927-29), మదన్ మెమోరియల్ లెక్చర్ ఇన్ ఇండియన్ కరెన్సీ, బొంబాయి (1931), సర్ మంగళదాస్ నాథూభాయ్ ట్రావెలింగ్ ఫెలోషిప్, బాంబే యూనివర్సిటీ (1932–35), కార్టన్ స్టూడెంట్షిప్ ఇన్ సోషల్ సైన్సెస్, గ్రేట్ బ్రిటన్ (1934–36), సర్ థామస్ గ్రీషన్ రీసెర్చ్ స్టూడెంట్షిప్, కేయస్ కాలేజ్, కేంబ్రిడ్జ్ (1934–36) ఆడమ్ స్మిత్ ప్రైజ్, కేంబ్రిడ్జ్, దాదాభాయ్ నౌరోజీ మెమోరియల్ ప్రైజ్ ( 1934). అకడమిక్ గౌరవాలలో గౌరవ డి. కొంచెం. ఢిల్లీ, జబల్పూర్, ఇండోర్, ఆంధ్ర, నాగ్పూర్ విశ్వవిద్యాలయాల నుండి, గౌరవ డి. సి. ఎల్. ఆక్స్ఫర్డ్ యూనివర్శిటీ నుండి, ఉస్మానియా గౌరవ ప్రొఫెసర్షిప్, ఆంధ్రా విశ్వవిద్యాలయాలు, గౌరవ. కాన్విల్లే, కైయస్ కళాశాల, కేంబ్రిడ్జ్, ఫెలోషిప్. "
4178,V. K. Saraswat,,
4179,V. K. Shunglu,,
4180,V. Koteswaramma,,
4181,V. Krishnamurthy,,
4182,V. L. Mehta,,
4183,V. M. Tarkunde,,
4184,V. Mohan,,
4185,V. Mohini Giri,,
4186,V. N. Khare,,
4187,V. Nanammal,,
4188,V. Narahari Rao,,
4189,V. Narayana Rao,,
4190,V. P. Dhananjayan,"Some of the major awards and accolades conferred on the Dhananjayans:

Padma Bhushan, Government of India, 2009
Nritya Rathnakara, Cleveland Aradhana, USA, 2009
A doctarte from Vaels university, 2009
Live Magazine Achievement Award (Ohio State Academy Award) 1997 (for the best Theatrical Production of the year '96–97 for jungle book dance choreography for Ohio Ballet Company)
Plaque of Honour awarded by the Governor of Ohio State for excellent Community Service and International Understanding through Art 1996
Sangeet Natak Academy Award, Government of India, 1994
Kerala Sangeet Natak Academy Fellowship, 1993
Kalaimamani Award, Tamil Nadu Government, 1990
Haridas Sangeet Sammelan Sursingar Sansad Mumbai ""Nrityavillas"" Award 1989
Munshi Centenary Commemorative Award, Bharatiya Vidya Bhavan, London UK 1988
UNESCO Paris, Medallion De Merit 1984
Nritya Choodamani, Krishna Gana Sabha, Chennai, 1983
Scroll of Honour Arts and Crafts Magazine, New Delhi awarded by then Vice-President Hon, K.R.Narayanan","ధనంజయన్స్పై ప్రదానం చేసిన కొన్ని ప్రధాన అవార్డులు, ప్రశంసలు:పద్మ భూషణ్, భారత ప్రభుత్వం, 2009నృత్య రత్నాకర, క్లీవ్ల్యాండ్ ఆరాధన, USA, 2009A డాక్టరేట్ నుండి వేల్స్ విశ్వవిద్యాలయం, 2009లైవ్ మ్యాగజైన్ అచీవ్మెంట్ అవార్డ్ (ఒహియో స్టేట్ అకాడెమీ అవార్డ్ కోసం ఉత్తమ 1997 అవార్డు) ఒహియో బ్యాలెట్ కంపెనీ కోసం జంగిల్ బుక్ డ్యాన్స్ కొరియోగ్రఫీ కోసం '96-97 సంవత్సరం) ఒహియో స్టేట్ గవర్నర్చే అత్యుత్తమ కమ్యూనిటీ సర్వీస్, అంతర్జాతీయ అవగాహన కోసం 1996సంగీత్ నాటక అకాడమీ అవార్డు, భారత ప్రభుత్వం, 1994కేరళ సంగీత నాటక అకాడమీ ఫెలోషిప్ ద్వారా ప్రదానం చేశారు., 1993కళైమామణి అవార్డు, తమిళనాడు ప్రభుత్వం, 1990హరిదాస్ సంగీత సమ్మేళన్ సుర్సింగార్ సంసద్ ముంబై ""నృత్యవిల్లాస్"" అవార్డు 1989మున్షీ సెంటెనరీ స్మారక పురస్కారం, భారతీయ విద్యాభవన్, లండన్ UK 1988UNESCO పారిస్, మెడలియన్ సి. మ్యాగజైన్, న్యూ ఢిల్లీకి అప్పటి ఉపరాష్ట్రపతి గౌరవనీయుడు కె. ఆర్. నారాయణన్. "
4191,V. R. Gowrishankar,,
4192,V. R. Krishna Iyer,,
4193,V. Raghavan,,
4194,V. Ramachandran,,
4195,V. Ramchandra Vajramushti,,
4196,V. S. R. Arunachalam,,
4197,V. S. Ramamurthy,,
4198,V. S. Wakankar,,
4199,V. Satyanarayana Sarma,,
4200,V. Shanta,,
4201,V. Shantaram,,
4202,V. Subbiah Pillai,,
4203,V. V. S. Laxman,,
4204,V. Venkatachalam,,
4205,Vaali,,
4206,Vachnesh Tripathi,,
4207,Vadakantara Subramania Krishnan,,
4208,Vadalmudi Venkata Rao,,
4209,Vadiraj Raghavendra Katti,,
4210,Vagish Shastri,,
4211,Vaidya Suresh Chaturvedi,,
4212,Vaidyanatha Subrahmanyan,,
4213,Vaidyanatha Vaidyasubramanya Iyer,,
4214,Vaidyeswaran Rajaraman,,
4215,Vaikom Muhammad Basheer,,
4216,Vainu Bappu,,
4217,Vairamuthu,,
4218,Vajira Chitrasena,"The duo Vajira and Chitrasena were awarded the Eagle Award of Excellence in 2004 by the Eagle Insurance for their outstanding contributions to art. She was felicitated by the High Commission of India on her 81st birthday on 15 March 2013.She was announced as an honorable recipient of the prestigious Padma Shri award for her achievement in arts in January 2020  and the award was given by Indian President Ram Nath Govind during the Padma Awards Investiture Ceremony which was held on 8 November 2021. It was also the first instance where Sri Lankan was honoured with the Padma Shri award since 2002. On 17 November 2021, she was felicitated in the Indian High Commission with the Padma Shri award in a ceremony which was held in the Temple Trees.","ద్వయం వజిర, చిత్రసేన 2004లో ఈగిల్ ఇన్సూరెన్స్ ద్వారా కళకు అందించిన విశిష్ట సేవలకు ఈగిల్ అవార్డ్ ఆఫ్ ఎక్సలెన్స్ను ప్రదానం చేసింది. 15 మార్చి 2013న ఈమె 81వ పుట్టినరోజు సందర్భంగా భారత హైకమిషన్ ఈమెను సత్కరించింది. జనవరి 2020లో కళలలో ఈమె సాధించిన విజయానికి ప్రతిష్టాత్మకమైన పద్మశ్రీ అవార్డును ఈమె గౌరవప్రదమైన గ్రహీతగా ప్రకటించారు, 8 నవంబర్ 2021న జరిగిన పద్మ అవార్డుల పెట్టుబడి వేడుకలో భారత రాష్ట్రపతి రామ్ నాథ్ గోవింద్ ఈ అవార్డును అందించారు. 2002 తర్వాత శ్రీలంకకు పద్మశ్రీ అవార్డు లభించిన మొదటి ఉదాహరణ కూడా ఇదే. 17 నవంబర్ 2021న, టెంపుల్ ట్రీస్లో జరిగిన ఒక వేడుకలో ఈమెను పద్మశ్రీ అవార్డుతో భారత హైకమిషన్లో సత్కరించారు. "
4219,Valayapatti A. R. Subramaniam,,
4220,Valerian Gracias,,
4221,Vallabhadas Vithaldas Shah,,
4222,Vallabhbhai Vasrambhai Marvaniya,,
4223,Vallalarpuram Sennimalai Natarajan,,
4224,Vallathol Narayana Menon,,
4225,Valmiki Choudhary,,
4226,Vaman Balkrishna Naique Sardesai,,
4227,Vamsi Mootha,,
4228,Vanaja Iyengar,,
4229,Vandana Luthra,,
4230,Vanraj Bhatia,,
4231,Vasant Desai,,
4232,Vasant Gowarikar,,
4233,Vasant Ramji Khanolkar,,
4234,Vasant Shankar Huzurbazar,,
4235,Vasant Shankar Kanetkar,,
4236,Vasant Shastri,,
4237,Vasantrao Bandoji Patil,,
4238,Vasantrao S. Dempo,,
4239,Vashishtha Narayan Singh,,
4240,Vassala Samant Choudhry,,
4241,Vasudeo S. Gaitonde,,
4242,Vasudev Kalkunte Aatre,,
4243,Vasudev Vishnu Mirashi,"Mirashi received a large number of honours for his research work.
In 1941, the then Viceroy of India, Linlithgow, honoured Mirashi with the Mahamahopadhyaya title. In 1966, the then President of India, S. Radhakrishnan, awarded him a Certificate of Honour for proficiency in Sanskrit learning. In 1970, he was nominated as the Honorary Correspondent of the Archaeological Department of the Government of India.
The universities of Saugar and Nagpur conferred him with honorary D. Litt. degrees in 1958 and 1960, respectively. He was elected General President of the Numismatic Society of India (1951), the All India Oriental Conference (1959), and the Indian History Congress (1961). The Numismatic Society of India elected him its Honorary Fellow in 1959, and the Epigraphical Society of India did the same in 1974","మిరాశి తన పరిశోధనా కృషికి పెద్ద సంఖ్యలో గౌరవాలు అందుకున్నాడు. 1941లో అప్పటి భారత వైస్రాయ్ లిన్లిత్గో మిరాషీని మహామహోపాధ్యాయ బిరుదుతో సత్కరించారు. 1966లో అప్పటి భారత రాష్ట్రపతి ఎస్. రాధాకృష్ణన్, అతనికి సంస్కృత అభ్యాసంలో ప్రావీణ్యం కోసం సర్టిఫికేట్ ఆఫ్ హానర్ ప్రదానం చేశారు. 1970లో భారత ప్రభుత్వ పురావస్తు శాఖ గౌరవ కరస్పాండెంట్గా నామినేట్ అయ్యారు. సౌగర్, నాగ్పూర్ విశ్వవిద్యాలయాలు అతనికి గౌరవ డి. కొంచెం. వరుసగా 1958, 1960లో డిగ్రీలు. ఇతను న్యూమిస్మాటిక్ సొసైటీ ఆఫ్ ఇండియా (1951), ఆల్ ఇండియా ఓరియంటల్ కాన్ఫరెన్స్ (1959), ఇండియన్ హిస్టరీ కాంగ్రెస్ (1961)కి జనరల్ ప్రెసిడెంట్గా ఎన్నికయ్యారు. న్యూమిస్మాటిక్ సొసైటీ ఆఫ్ ఇండియా 1959లో అతనిని గౌరవ సభ్యునిగా ఎన్నుకుంది, ఎపిగ్రాఫికల్ సొసైటీ ఆఫ్ ఇండియా 1974లో అదే చేసింది. "
4244,Vasudevan Baskaran,,
4245,Vasudevan Gnana Gandhi,,
4246,Vasundhara Komkali,,
4247,Vavilala Gopalakrishnayya,,
4248,Vazhenkada Kunchu Nair,,
4249,Vazhuvoor B. Ramaiyah Pillai,,
4250,Ved Kumari Ghai,,
4251,Ved Marwah,,
4252,Ved Prakash Agnihotri,,
4253,Ved Prakash Nanda,,
4254,Ved Rattan Mohan,,
4255,Vedaratnam Appakutti,,
4256,Veena Tandon,,
4257,Veer Singh Mehta,,
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
4275,Venu Srinivasan,,
4276,Vera Hingorani,,
4277,Verghese Kurien,,
4278,Verna Elizabeth Watre Ingty,,
4279,Verrier Elwin,,
4280,Vidya Balan,,
4281,Vidya Dehejia,,
4282,Vidya Niwas Mishra,,
4283,Vidyaben Shah,,
4284,Vijay Amritraj,,
4285,Vijay Bhatkar,,
4286,Vijay Dutt Shridhar,,
4287,Vijay Ghate,,
4288,Vijay Hazare,,
4289,Vijay Kelkar,,
4290,Vijay Kichlu,,
4291,Vijay Kumar,,
4292,Vijay Kumar Chopra,,
4293,Vijay Kumar Dada,,
4294,Vijay P. Bhatkar,,
4295,Vijay Prakash Singh,,
4296,Vijay Prasad Dimri,,
4297,Vijay Raghav Rao,,
4298,Vijay Sankeshwar,,
4299,Vijay Shankar Vyas,,
4300,Vijay Sharma,,
4301,Vijay Singh,,
4302,Vijay Tendulkar,,
4303,Vijaya Anand,,
4304,Vijaya Lakshmi Pandit,,
4305,Vijaya Mehta,,
4306,Vijayakumar Swarupchand Shah,,
4307,Vijayalakshmi Navaneethakrishnan,,
4308,Vijayalakshmi Ravindranath,,
4309,Vijayasarathi Sribhashyam,,
4310,Vijaydan Detha,,
4311,Vijayendra Nath Kaul,,
4312,Vijaypal Singh,,
4313,Vijaypat Singhania,,
4314,Vijender Singh,,
4315,Vikas Gowda,,
4316,Vikas Mahatme,,
4317,Vikram Chandra Thakur,,
4318,Vikram Marwah,,
4319,Vikram Pandit,,
4320,Vikram Sarabhai,,
4321,Vikram Seth,,
4322,Vikramjit Sahney,,
4323,Vilayanur S. Ramachandran,,
4324,Vimla Dang,,
4325,Vinay Chandra Maudgalya,,
4326,Vinayak Pandurang Karmarkar,,
4327,Vinayak Sitaram Sarwate,,
4328,Vinayak Vishnu Khedekar,,
4329,Vinayaka Krishna Gokak,,
4330,Vinayakrao Patwardhan,,
4331,Vinjamuri Venkata Lakshmi Narasimha Rao,,
4332,Vinod Dua,,
4333,Vinod K. Singh,,
