,Recipients,positions,positions Telugu
3760,Soumitra Chatterjee,,
3761,Sourav Ganguly,,
3762,Sourendra Nath Kohli,,
3763,Sri Lal Sukla,,
3764,Sri M,,
3765,Sri Prakasa,,
3766,Sri Ram Bharatya,,
3767,Sri Sri Ravi Shankar,,
3768,Sribhas Chandra Supakar,,
3769,Sridevi,,
3770,Sridhar Upadhyay,,
3771,Sridhar Vembu,,
3772,Srikant Datar,,
3773,Srikanth Kidambi,,
3774,Srikumar Banerjee,,
3775,Srinibash Udgata,,
3776,Srinivasa Ambujammal,,
3777,Srinivasa Anandaram,,
3778,Srinivasa Natarajan,,
3779,Srinivasan Varadarajan,,
3780,Srinivasaraghavan Venkataraghavan,,
3781,Sripada Pinakapani,,
3782,Sriram Singh,,
3783,Srirangam Gopalaratnam,,
3784,Stanislaus Joseph Coelho,,
3785,Stanley John,,
3786,Stella Kramrisch,,
3787,Sthanam Narasimha Rao,,
3788,Subashni,,
3789,Subbiah Arunan,,
3790,Subbu Arumugam,,
3791,Subhash C. Kashyap,,
3792,Subhash Kak,,
3793,Subhash Mukhopadhyay,,
3794,Subhash Palekar,,
3795,Subhasini Mistry,,
3796,Subodh Chandra Muk Dev,,
3797,Subodh Chandra Sengupta,,
3798,Subra Suresh,,
3799,Subrahmanyan Chandrasekhar,,
3800,Subramaniam Ramadorai,,
3801,Subramanya Iyer Balakrishnan,,
3802,Subramanyam Paramanandan,,
3803,Subrat Kumar Acharya,,
3804,Subrata Mitra,,
3805,Subroto Das,,
3806,Sucheta Dalal,,
3807,Suchitra Mitra,,
3808,Suchitra Sen,,
3809,Sudam Kate,,
3810,Sudarsan Pattnaik,,
3811,Sudarshan K. Aggarwal,"Aggarwal is the founding editor of the Asian Oceanian Journal of Radiology. and is a member of the editorial boards of two known journals, Abdominal Imaging and the Indian Journal of Radiology and Imaging
""Asian Oceanian Journal of Radiology"". Find an Expert. 2014. ISSN 0972-2688. Retrieved October 22, 2014.
""Abdominal Imaging"". Journal. Springer. 2014","ఆసియా ఓసియానియన్ జర్నల్ ఆఫ్ రేడియాలజీ వ్యవస్థాపక సంపాదకుడు అగ్గర్వాల్., రెండు ప్రసిద్ధ పత్రికలు, అబ్డోమెనల్ ఇమేజింగ్, ఇండియన్ జర్నల్ ఆఫ్ రేడియాలజీ, ఇమేజింగ్ ""ఆసియా ఓసియానియన జర్నల్ ఆఫ్ రే. ఒక నిపుణుడు కనుగొనండి. 2014. ఐఎ్సఎస్ఎన్ 0672259. అక్టోబర్ 22, 2014 న పొందబడింది. ""అబ్డోమినల్ ఇమేజింగ్"". జర్నల్. స్ప్రింగర్. 2014. "
3812,Sudarshan Sahoo,,
3813,Sudha Kaul,,
3814,Sudha Malhotra,,
3815,Sudha Murty,,
3816,Sudha Ragunathan,,
3817,Sudha Varghese,,
3818,Sudha Venkatasiva Reddy,,
3819,Sudhakar Dwarka Nath Soman,,
3820,Sudhanshu Biswas,,
3821,Sudhansu Kumar Chakravarty,,
3822,Sudhansu Sobhan Maitra,,
3823,Sudharak Olwe,,
3824,Sudharani Raghupathy,,
3825,Sudheer Sojwal,,
3826,Sudhindra Nath Mukerjee,,
3827,Sudhir K. Jain,,
3828,Sudhir Khastgir,,
3829,Sudhir Kumar Sopory,,
3830,Sudhir M. Parikh,,
3831,Sudhir Ranjan Sengupta,,
3832,Sudhir Tailang,,
3833,Sudhir V. Shah,,
3834,Sugathakumari,,
3835,Suhas Pandurang Sukhatme,,
3836,Suhas Vitthal Mapuskar,,
3837,Sujit Chattopadhyay,,
3838,Sujoy B. Roy,,
3839,Sujoy K. Guha,,
3840,Sukh Dev,,
3841,Sukhadeo Thorat,,
3842,Sukhbir Singh Badal,,
3843,Sukhdev Pande,,
3844,Sukhdev Singh,,
3845,Sukhdev Singh Dhindsa,,
3846,Sukhlal Sanghvi,,
3847,Sukri Bommagowda,,
3848,Sukumar Bose,,
3849,Sukumar Sen (civil servant),,
3850,Sukumar Sen (linguist),,
3851,Sukumari,,
3852,Sulabha Panandikar,,
3853,Sulagitti Narasamma,,
3854,Sulochana Latkar,,
3855,Sulochana Mohan Lal Modi,,
3856,Sultan Khan,,
3857,Sultan Singh,,
3858,Suman Sahai,,
3859,Sumant Kishore Jain,,
3860,Sumant Moolgaokar,,
3861,Sumathiben Nemchand Shah,,
3862,Sumati Morarjee,,
3863,Sumati Mutatkar,,
3864,Sumitra Charat Ram,,
3865,Sumitra Guha,,
3866,Sumitra Mahajan,,
3867,Sumitranandan Pant,,
3868,Sunayana Hazarilal,,
3869,Sundar Menon,,
3870,Sundaram Balachander,,
3871,Sundaram Krishnamurthi,,
3872,Sundaram Natarajan,,
3873,Sundaram Ramakrishnan,,
3874,Sundaram Ramakrishnan (social activist),,
3875,Sundaram Verma,,
3876,Sundari K. Shridharani,,
3877,Sunder Das Khungar,,
3878,Sunder Lal Patwa,,
3879,Sunderlal Bahuguna,,
3880,Sunil Chhetri,,
3881,Sunil Dabas,,
3882,Sunil Das,,
3883,Sunil Dutt,,
3884,Sunil Gavaskar,,
3885,Sunil Janah,,
3886,Sunil Jogi,,
3887,Sunil Kanti Roy,,
3888,Sunil Kothari,,
3889,Sunil Kumar Bhattacharya,,
3890,Sunil Mittal,,
3891,Sunil Pradhan,,
3892,Sunita Jain,,
3893,Sunita Kohli,,
3894,Sunita Narain,,
3895,Sunita Rani,,
3896,Sunita Williams,,
3897,Sunitha Krishnan,,
3898,Suniti Kumar Chatterji,,
3899,Suniti Solomon,,
3900,Sunny Varkey,,
3901,Supriya Devi,,
3902,Suraj Bhan,,
3903,Suraj Mal Agrawal,,
3904,Suraj Parkash Malhotra,,
3905,Suranjan Das,,
3906,Surender Bansi Dhar Gupta,,
3907,Surender Kumar Dey,,
3908,Surendera Nath Ghosh,,
3909,Surendra Dubey,,
3910,Surendra Sharma,,
3911,Surendra Singh,,
3912,Surendra Singh Yadav,,
3913,Surendra Y. Mohanty,,
3914,Surendranath Kar,,
3915,Suresh Chandra Dutta,,
3916,Suresh Chandra Roy,,
3917,Suresh Dutta,,
3918,Suresh Gundu Amonkar,,
3919,Suresh H. Advani,,
3920,Suresh Krishna,,
3921,Suresh Kumar Neotia,,
3922,Suresh Shankar Nadkarni,,
3923,Suresh Singh,,
3924,Suresh Talwalkar,,
3925,Suresh Wadkar,,
3926,Surinder Kaur,,
3927,Surinder Kumar Dey,,
3928,Surinder Mehta,,
3929,Surinder Singh Gill,,
3930,Surindera Nath Banerjee,,
3931,Surjit Singh Gujral,,
3932,Surjit Singh Patar,,
3933,Surjya Kanta Hazarika,,
3934,Surrendar Saini,,
3935,Surya Deo Singh,,
3936,Surya Kumar Bhuyan,,
3937,Surya Narayan Vyas,,
3938,Suryadevara Ramachandra Rao,,
3939,Susanne Hoeber Rudolph,,
3940,Sushantha Kumar Bhattacharyya,,
3941,Sushil Doshi,,
3942,Sushil Gupta,,
3943,Sushil Kumar,,
3944,Sushil Kumar Saxena,,
3945,Sushil Sahai,,
3946,Sushma Swaraj,,
3947,Sushovan Banerjee,,
3948,Suwalal Chhaganmal Bafna,,
3949,Svetoslav Roerich,,
3950,Swadesh Chatterjee,,
3951,Swami Bichitranada Das,,
3952,Swami Harigovind,,
3953,Swami Kalyandev,,
3954,Swami Pranavananda,,
3955,Swami Vishudhananda,,
3956,Swaminathan Sivaram,,
3957,Swapan Chaudhuri,,
3958,Swapan Dasgupta,,
3959,Swapan Guha,,
3960,Swapna Sundari,,
3961,Swaran Singh,,
3962,Swaran Singh Boparai,,
3963,Swaroop Kishen Reu,,
3964,Swati A. Piramal,,
3965,Swraj Paul,,
3966,Syamal Bhushan Ghosh Dastidar,,
3967,Syed Abdul Latif,,
3968,Syed Abdul Malik,,
3969,Syed Abdul Qadir,,
3970,Syed Bashiruddin,,
3971,Syed Fareeduddin,,
3972,Syed Haider Raza,,
3973,Syed Hasan Askari,,
3974,Syed Hassan,,
3975,Syed Husain Zaheer,,
3976,Syed Hussain Ali Jaffri,,
3977,Syed Iqbal Hasnain,,
3978,Syed Kirmani,,
3979,Syed Mir Qasim,,
3980,Syed Mohammad Sharfuddin Quadri,,
3981,Syed Mohammed Arif,,
3982,Syed Mohd. Mirza Mohazzab,,
3983,Syed Mohd. Moinul Haq,,
3984,Syed Muazzem Ali,,
3985,Syed Nasaar Ahmed Shah,,
3986,Syed Shah Mohammed Hussaini,,
3987,Syed Zahoor Qasim,,
3988,Syeda Saiyidain Hameed,,
3989,Syedna Mohammed Burhanuddin,,
3990,T. A. Mudon Sharma,,
3991,T. A. Pai,,
3992,T. G. K. Menon,,
3993,T. H. Vinayakram,,
3994,T. J. S. George,,
3995,T. K. Lahiri,,
3996,T. K. Murthy,,
3997,T. K. Oommen,,
3998,T. K. Viswanathan,,
3999,T. M. A. Pai,,
4000,T. M. Ponnambalam Mahadevan,,
4001,T. M. Soundararajan,,
4002,T. N. Krishnan,,
4003,T. N. Manoharan,,
4004,T. N. Seshagopalan,,
4005,T. N. Srinivasan,,
4006,T. Narayanayajwa Ramachandran,,
4007,T. P. Lahane,,
4008,T. P. Meenakshisundaram,,
4009,T. R. Mahalingam,,
4010,T. R. Seshadri,,
4011,T. S. Avinashilingam Chettiar,,
4012,T. S. Chandrasekar,,
4013,T. S. Prahlad,,
4014,T. S. Ramaswami Aiyer,,
4015,T. S. Satyan,,
4016,T. S. Soundram,,
4017,T. Sailo,,
4018,T. V. Devarajan,,
4019,T. V. Gopalakrishnan,,
4020,T. V. Mahalingam,,
4021,T. V. Narayana,,
4022,T. V. R. Shenoy,,
4023,T. V. Rajeswar,,
4024,T. V. Ramakrishnan,,
4025,T. V. Sankaranarayanan,,
4026,T. Varadachari Ramanujam,,
4027,T. Venkatapathi Reddiar,,
4028,T.V. Mohandas Pai,,
4029,Taarak Mehta,,
4030,Tabu,,
4031,Tadepalli Venkanna,,
4032,Tafazzul Ali,,
4033,Talat Mahmood,,
4034,Tan Chung,,
4035,Tao Porchon-Lynch,,
4036,Tapan Raychaudhuri,,
4037,Tapan Sinha,,
4038,Tapishwar Narain Raina,,
4039,Tara Chand,,
4040,Tara Cherian,,
4041,Tarabai Modak,,
4042,Taranath Narayan Shenoy,,
4043,Tarapada Basu,,
4044,Taraprasad Das,,
4045,Tarasankar Bandyopadhyay,,
4046,Tarla Dalal,,
4047,Tarlochan Singh,,
4048,Tarlochan Singh Kler,,
4049,Tarlok Singh (economist),,
4050,Taro Nakayama,,
4051,Tarun Das,,
4052,Tarun Gogoi,Sources,మూలాలు. 
4053,Tarun Majumdar,,
4054,Tarundeep Rai,,
4055,Tashi Tondup,,
4056,Tatyana Elizarenkova,,
4057,Teejan Bai,,
4058,Teesta Setalvad,,
4059,Tehemton Erach Udwadia,,
4060,Tejas Patel,,
4061,Tejomayananda,,
4062,Tekkatte Narayan Shanbhag,,
4063,Tekur Kashi Nath,,
4064,Telo Mascarenhas,,
4065,Temsula Ao,,
4066,Tenzing Norgay,,
4067,Tetsu Nakamura,,
4068,Thackkadu Natesasastrigal Jagadisan,,
4069,Thakazhi Sivasankara Pillai,,
4070,Thakur Jaideva Singh,,
4071,Thalappil Pradeep,,
4072,Thanga Darlong,,
4073,Thangam Philip,,
4074,Thanikachalam Sadagopan,,
4075,Thant Myint-U,,
4076,Thanu Padmanabhan,,
4077,Thapfoorya Haralu,,
4078,Thayil John Cherian,,
4079,Theilin Phanbuh,,
4080,Thekkethil Kochandy Alex,,
4081,Thenumgal Poulose Jacob,,
4082,Thiagarajan Muthian,,
4083,Thikkurissy Sukumaran Nair,,
4084,Thilakan,,
4085,Thingbaijam Babu Singh,,
4086,Thirumalachari Ramasami,,
4087,Thirumalraya Swaminathan,,
4088,Thiruvengadam Lakshman Sankar,,
4089,Thiruvizhimazhalai Subramania Pillai,,
4090,Thomas Kailath,,
4091,Thomas Kunnunkal,,
4092,Thoppil Varghese Antony,,
4093,Thota Tharani,,
4094,Thrity H. Taleyarkhan,,
4095,Tilak Gitai,,
4096,Tiruppattur R. Venkatachala Murthi,,
4097,Tiruvadi Sambasiva Venkataraman,,
4098,Tiruvadi Venkataraman Ramamurti,,
4099,Tokheho Sema,,
4100,Tom Alter,,
4101,Tomio Mizokami,,
4102,Tommy Koh,,
4103,Tony Fernandez,,
4104,Toppur Seethapathy Sadasivan,,
4105,Tribhuvandas Kishibhai Patel,,
4106,Tribhuvandas Luhar (Sundaram),,
4107,Trichur V. Ramachandran,,
4108,Tridib Nath Banerjee,,
4109,Triguna Sen,,
4110,Trilochan Pradhan,,
4111,Triloki Nath Chaturvedi,,
4112,Triloki Nath Khoshoo,,
4113,Trilokinath Sharma,,
4114,Trinity Saioo,,
4115,Tripti Mitra,,
4116,Tripti Mukherjee,,
4117,Tripuraneni Hanuman Chowdary,,
4118,Trivandrum Kannusami Pillai Shanmugam,,
4119,Tsering Landol,,
4120,Tsering Norboo,,
4121,Tsering Wangdus,,
4122,Tsultrim Chonjor,,
4123,Tulasi Gowda,,
4124,Tulasi Munda,,
4125,Tulsi Das,,
4126,Tulsidas Borkar,,
4127,Tumkur Ramaiya Satishchandran,,
4128,Turlapaty Kutumba Rao,,
4129,Tushar Kanjilal,,
4130,Tushar Kanti Ghosh,,
4131,Tyeb Mehta,,
4132,U. N. Dhebar,,
4133,U. R. Ananthamurthy,,
4134,U. Srinivas,,
4135,Uday Shankar,,
4136,Udaybhansinhji Natwarsinhji Jethwa,,
4137,Uddhab Bharali,,
4138,Udit Narayan,,
4139,Udupi Ramachandra Rao,,
4140,Ujjwal Nikam,,
4141,Ujwala Patil,,
4142,Ulhas Kashalkar,,
4143,Uma Shankar Dikshit,,
4144,Uma Sharma,,
4145,Uma Tuli,"Uma Tuli is the Managing Secretary of Amar Jyoti Charitable Trust since its inception in 1981. She served as the Chief Commissioner for Persons with Disabilities for Government of India for a period of five years from 2001, has held the chair of the Education Commission of the Rehabilitation International, USA and is its National Secretary She has been a member of the National Human Rights Commission and has served the advisory board of Voice and Vision, a Mumbai-based resource and training centre for children with multiple disabilities. She is the Secretary General of the National Abilympic Association of India and is an executive member of the International Abilympic Federation. She is also the patron of Society for Empowerment and Trade Upliftment of Artisans (SETU), a non-governmental organisation working for the development of the weaker sections of the society.","ఉమా తులి 1981లో అమర్ జ్యోతి చారిటబుల్ ట్రస్ట్ ప్రారంభమైనప్పటి నుండి మేనేజింగ్ సెక్రటరీగా ఉన్నారు. ఈమె 2001 నుండి ఐదేళ్ల పాటు భారత ప్రభుత్వానికి వికలాంగుల కోసం ప్రధాన కమిషనర్గా పనిచేశారు, USAలోని పునరావాస ఇంటర్నేషనల్, ఎడ్యుకేషన్ కమిషన్ అధ్యక్షురాలిగా ఉన్నారు, దాని జాతీయ కార్యదర్శిగా ఈమె జాతీయ సభ్యురాలు. హ్యూమన్ రైట్స్ కమీషన్, పలు వైకల్యాలున్న పిల్లల కోసం ముంబైకి చెందిన రిసోర్స్, ట్రైనింగ్ సెంటర్ అయిన వాయిస్ అండ్ విజన్ అడ్వైజరీ బోర్డులో సేవలందించింది. ఈమె నేషనల్ అబిలింపిక్ అసోసియేషన్ ఆఫ్ ఇండియా సెక్రటరీ జనరల్, ఇంటర్నేషనల్ అబిలింపిక్ ఫెడరేషన్ ఎగ్జిక్యూటివ్ మెంబర్. ఈమె సొసైటీ ఫర్ ఎంపవర్మెంట్ అండ్ ట్రేడ్ అప్లిఫ్ట్మెంట్ ఆఫ్ ఆర్టిసన్స్ (SETU), సమాజంలోని బలహీన వర్గాల అభివృద్ధి కోసం పనిచేస్తున్న ప్రభుత్వేతర సంస్థకు పోషకురాలు. "
4146,Umakant Gundecha,,
4147,Umayalpuram K. Sivaraman,,
4148,Umrao Singh,,
4149,Upendra Baxi,,
4150,Upendra Kaul,,
4151,Upendra Maharathi,,
4152,Upendra Trivedi,,
4153,Urvashi Butalia,,
4154,Usha Chaumar,,
4155,Usha Kehar Luthra,,
4156,Usha Kiran Khan,,
4157,Usha Mehta,,
4158,Usha Sharma,,
4159,Usha Uthup,,
4160,Ustad Anwar Khan Mangniyar,,
4161,Ustad Faiyyaz Ahmed Khan,,
4162,Ustad Ghulam Mustafa Khan,,
4163,Utpal K. Banerjee,,
4164,Utsav Charan Das,,
4165,V. Adimurthy,,
4166,V. C. Kulandaiswamy,,
4167,V. G. Bhide,,
4168,V. G. Jog,,
4169,V. G. Patel,,
4170,V. Ganapati Sthapati,,
4171,V. K. Aatre,,
4172,V. K. Chaturvedi,,
4173,V. K. Krishna Menon,,
4174,V. K. Madhavan Kutty,,
4175,V. K. Munusamy,,
4176,V. K. Narayana Menon,,
4177,V. K. R. V. Rao,,
4178,V. K. Saraswat,,
4179,V. K. Shunglu,,
4180,V. Koteswaramma,,
4181,V. Krishnamurthy,,
4182,V. L. Mehta,,
4183,V. M. Tarkunde,,
4184,V. Mohan,,
4185,V. Mohini Giri,,
4186,V. N. Khare,,
4187,V. Nanammal,,
4188,V. Narahari Rao,,
4189,V. Narayana Rao,,
4190,V. P. Dhananjayan,,
4191,V. R. Gowrishankar,,
4192,V. R. Krishna Iyer,,
4193,V. Raghavan,,
4194,V. Ramachandran,,
4195,V. Ramchandra Vajramushti,,
4196,V. S. R. Arunachalam,,
4197,V. S. Ramamurthy,,
4198,V. S. Wakankar,,
4199,V. Satyanarayana Sarma,,
4200,V. Shanta,,
4201,V. Shantaram,,
4202,V. Subbiah Pillai,,
4203,V. V. S. Laxman,,
4204,V. Venkatachalam,,
4205,Vaali,,
4206,Vachnesh Tripathi,,
4207,Vadakantara Subramania Krishnan,,
4208,Vadalmudi Venkata Rao,,
4209,Vadiraj Raghavendra Katti,,
4210,Vagish Shastri,,
4211,Vaidya Suresh Chaturvedi,,
4212,Vaidyanatha Subrahmanyan,,
4213,Vaidyanatha Vaidyasubramanya Iyer,,
4214,Vaidyeswaran Rajaraman,,
4215,Vaikom Muhammad Basheer,,
4216,Vainu Bappu,,
4217,Vairamuthu,,
4218,Vajira Chitrasena,,
4219,Valayapatti A. R. Subramaniam,,
4220,Valerian Gracias,,
4221,Vallabhadas Vithaldas Shah,,
4222,Vallabhbhai Vasrambhai Marvaniya,,
4223,Vallalarpuram Sennimalai Natarajan,,
4224,Vallathol Narayana Menon,,
4225,Valmiki Choudhary,,
4226,Vaman Balkrishna Naique Sardesai,,
4227,Vamsi Mootha,,
4228,Vanaja Iyengar,,
4229,Vandana Luthra,,
4230,Vanraj Bhatia,,
4231,Vasant Desai,,
4232,Vasant Gowarikar,,
4233,Vasant Ramji Khanolkar,,
4234,Vasant Shankar Huzurbazar,,
4235,Vasant Shankar Kanetkar,,
4236,Vasant Shastri,,
4237,Vasantrao Bandoji Patil,,
4238,Vasantrao S. Dempo,,
4239,Vashishtha Narayan Singh,,
4240,Vassala Samant Choudhry,,
4241,Vasudeo S. Gaitonde,,
4242,Vasudev Kalkunte Aatre,,
4243,Vasudev Vishnu Mirashi,,
4244,Vasudevan Baskaran,,
4245,Vasudevan Gnana Gandhi,,
4246,Vasundhara Komkali,,
4247,Vavilala Gopalakrishnayya,,
4248,Vazhenkada Kunchu Nair,,
4249,Vazhuvoor B. Ramaiyah Pillai,,
4250,Ved Kumari Ghai,,
4251,Ved Marwah,,
4252,Ved Prakash Agnihotri,,
4253,Ved Prakash Nanda,,
4254,Ved Rattan Mohan,,
4255,Vedaratnam Appakutti,,
4256,Veena Tandon,,
4257,Veer Singh Mehta,,
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
