,Recipients,acting career,acting career Telugu
4030,Tabu,"''' 1980s–1990s '''
Tabu had an uncredited appearance in Bazaar (1982), and later in Hum Naujawan (1985) at the age of 14; she played Dev Anand's daughter in the film. Her first role as an actress was in the Telugu film Coolie No.1 (1991) co-starring with Venkatesh. In December 1987, producer Boney Kapoor launched 2 major films; Roop Ki Rani Choron Ka Raja and Prem. In Prem, Tabu was signed opposite Sanjay Kapoor, Boney's younger brother. The film took 8 years in the making and it turned out to be the biggest flop in Boney Kapoor's production career. Tabu's career took off well after this film, in spite of the long delay.Tabu's first release in Hindi as a leading lady was Pehla Pehla Pyar (1994), which went unnoticed. She rose to prominence with her role in Vijaypath (1994) opposite Ajay Devgan, for which she received Best Female Debut at Filmfare. This was followed by several unsuccessful films; however, in this period she appeared in a box-office success Haqeeqat (1995)","''' 1980లు-1990లు '''టబు బజార్ (1982),, తరువాత 14 సంవత్సరాల వయస్సులో హమ్ నౌజవాన్ (1985)లో గుర్తింపు పొందలేదు; ఈ చిత్రంలో ఈమె దేవ్ ఆనంద్ కూతురిగా నటించింది. నటిగా ఈమె మొదటి పాత్ర తెలుగు సినిమా కూలీ నెం. 1 (1991) వెంకటేష్తో కలిసి నటించారు. డిసెంబర్ 1987లో, నిర్మాత బోనీ కపూర్ 2 ప్రధాన చిత్రాలను ప్రారంభించారు; రూప్ కి రాణి చోరోన్ కా రాజా, ప్రేమ్. ప్రేమ్లో బోనీ తమ్ముడు సంజయ్ కపూర్ సరసన టబు నటించింది. ఈ చిత్రం నిర్మాణంలో 8 సంవత్సరాలు పట్టింది, ఇది బోనీ కపూర్ నిర్మాణ జీవితంలో అతిపెద్ద ఫ్లాప్గా నిలిచింది. చాలా కాలం ఆలస్యం అయినప్పటికీ ఈ సినిమా తర్వాత టబు కెరీర్ బాగానే ఊపందుకుంది. ప్రముఖ మహిళగా టబు హిందీలో విడుదలైన మొదటి చిత్రం పెహ్లా పెహ్లా ప్యార్ (1994), ఇది గుర్తించబడలేదు. ఈమె విజయపథ్ (1994)లో అజయ్ దేవగన్కి జోడీగా తన పాత్రతో ప్రాముఖ్యతను సంతరించుకుంది, దాని కోసం ఈమె ఫిల్మ్ఫేర్లో ఉత్తమ మహిళా అరంగేట్రం అందుకుంది. దీని తర్వాత అనేక విజయవంతం కాని చిత్రాలు వచ్చాయి; అయితే, ఈ కాలంలో ఈమె బాక్సాఫీస్ విజయవంతమైన హకీకత్ (1995)లో కనిపించింది. "
4031,Tadepalli Venkanna,,
4032,Tafazzul Ali,,
4033,Talat Mahmood,"Talat Mahmood acted in over a dozen films with actresses of the time like Nutan, Mala Sinha, Suraiya and others. Later he decided to give up acting to concentrate on singing.Talat acted in the following Hindi films:

The advent of rock-n-roll music in the late 1960s sidelined singers like Talat. As long as he was top box-office draw, the film producers insisted on including his songs in their films. Talat's velvety vocals posed a special challenge to the music-composers, most of whom leaned towards the deep baritones of Mohammad Rafi and Mukesh. The resultant demise of his film career led to the decline of his singing career. At the same time, the social changes and happiness brought about by increasing prosperity in India meant that blue mood ghazals and heart-rending ballads were not popular any more. Talat continued to record good songs, but less in number. His last soundtrack recording, in 1985, is the song ""Mere Shareek-e-Safar"", a duet sung with  Hemlata, from the film ""Wali-e-Azam"" composed by Chitragupt and written by Ahmed Wasi.
However, Talat who was one of the first Indian singer to go on foreign concert tours in 1956 to East Africa, United States, the UK, West Indies","తలత్ మహమూద్ నూతన్, మాలా సిన్హా, సురయ్య, ఇతర నటీమణులతో డజనుకు పైగా చిత్రాలలో నటించారు. ఆ తర్వాత పాడటంపై దృష్టి పెట్టేందుకు నటనకు స్వస్తి చెప్పాలని నిర్ణయించుకున్నాడు. తలత్ క్రింది హిందీ చిత్రాలలో నటించారు: 1960ల చివరలో రాక్-ఎన్-రోల్ సంగీతం రావడంతో తలత్ వంటి గాయకులను పక్కన పెట్టారు. ఇతను బాక్సాఫీస్ వద్ద టాప్ డ్రా అయినంత కాలం, చిత్ర నిర్మాతలు అతని పాటలను తమ చిత్రాలలో చేర్చాలని పట్టుబట్టారు. తలత్, వెల్వెట్ గానం సంగీత-స్వరకర్తలకు ప్రత్యేక సవాలుగా నిలిచింది, వీరిలో ఎక్కువ మంది మహ్మద్ రఫీ, ముఖేష్ల లోతైన బారిటోన్ల వైపు మొగ్గు చూపారు. ఫలితంగా అతని సినీ కెరీర్ పతనం అతని గానం కెరీర్ క్షీణతకు దారితీసింది. అదే సమయంలో, భారతదేశంలో పెరుగుతున్న శ్రేయస్సు ద్వారా సామాజిక మార్పులు, సంతోషం తీసుకురావడం వల్ల బ్లూ మూడ్ గజల్స్, హృదయాన్ని కదిలించే జానపద గేయాలు ఇకపై ప్రజాదరణ పొందలేదు. తలత్ మంచి పాటలను రికార్డ్ చేయడం కొనసాగించాడు, కాని సంఖ్యలో తక్కువ. అతని చివరి సౌండ్ట్రాక్ రికార్డింగ్, 1985లో, చిత్రగుప్త్ స్వరపరిచిన, అహ్మద్ వాసి రాసిన ""వలీ-ఎ-ఆజం"" చిత్రం నుండి హేమలతతో కలిసి పాడిన యుగళగీతం ""మేరే షరీక్-ఎ-సఫర్"" పాట. ఏది ఏమైనప్పటికీ, 1956లో తూర్పు ఆఫ్రికా, యునైటెడ్ స్టేట్స్, UK, వెస్టిండీస్లకు విదేశీ కచేరీ పర్యటనలకు వెళ్ళిన మొదటి భారతీయ గాయకులలో తలత్ ఒకరు. "
4034,Tan Chung,,
4035,Tao Porchon-Lynch,,
4036,Tapan Raychaudhuri,,
4037,Tapan Sinha,,
4038,Tapishwar Narain Raina,,
4039,Tara Chand,,
4040,Tara Cherian,,
4041,Tarabai Modak,,
4042,Taranath Narayan Shenoy,,
4043,Tarapada Basu,,
4044,Taraprasad Das,,
4045,Tarasankar Bandyopadhyay,,
4046,Tarla Dalal,,
4047,Tarlochan Singh,,
4048,Tarlochan Singh Kler,,
4049,Tarlok Singh (economist),,
4050,Taro Nakayama,,
4051,Tarun Das,,
4052,Tarun Gogoi,,
4053,Tarun Majumdar,,
4054,Tarundeep Rai,,
4055,Tashi Tondup,,
4056,Tatyana Elizarenkova,,
4057,Teejan Bai,,
4058,Teesta Setalvad,,
4059,Tehemton Erach Udwadia,,
4060,Tejas Patel,,
4061,Tejomayananda,,
4062,Tekkatte Narayan Shanbhag,,
4063,Tekur Kashi Nath,,
4064,Telo Mascarenhas,,
4065,Temsula Ao,,
4066,Tenzing Norgay,,
4067,Tetsu Nakamura,,
4068,Thackkadu Natesasastrigal Jagadisan,,
4069,Thakazhi Sivasankara Pillai,,
4070,Thakur Jaideva Singh,,
4071,Thalappil Pradeep,,
4072,Thanga Darlong,,
4073,Thangam Philip,,
4074,Thanikachalam Sadagopan,,
4075,Thant Myint-U,,
4076,Thanu Padmanabhan,,
4077,Thapfoorya Haralu,,
4078,Thayil John Cherian,,
4079,Theilin Phanbuh,,
4080,Thekkethil Kochandy Alex,,
4081,Thenumgal Poulose Jacob,,
4082,Thiagarajan Muthian,,
4083,Thikkurissy Sukumaran Nair,,
4084,Thilakan,,
4085,Thingbaijam Babu Singh,,
4086,Thirumalachari Ramasami,,
4087,Thirumalraya Swaminathan,,
4088,Thiruvengadam Lakshman Sankar,,
4089,Thiruvizhimazhalai Subramania Pillai,,
4090,Thomas Kailath,,
4091,Thomas Kunnunkal,,
4092,Thoppil Varghese Antony,,
4093,Thota Tharani,,
4094,Thrity H. Taleyarkhan,,
4095,Tilak Gitai,,
4096,Tiruppattur R. Venkatachala Murthi,,
4097,Tiruvadi Sambasiva Venkataraman,,
4098,Tiruvadi Venkataraman Ramamurti,,
4099,Tokheho Sema,,
4100,Tom Alter,,
4101,Tomio Mizokami,,
4102,Tommy Koh,,
4103,Tony Fernandez,,
4104,Toppur Seethapathy Sadasivan,,
4105,Tribhuvandas Kishibhai Patel,,
4106,Tribhuvandas Luhar (Sundaram),,
4107,Trichur V. Ramachandran,,
4108,Tridib Nath Banerjee,,
4109,Triguna Sen,,
4110,Trilochan Pradhan,,
4111,Triloki Nath Chaturvedi,,
4112,Triloki Nath Khoshoo,,
4113,Trilokinath Sharma,,
4114,Trinity Saioo,,
4115,Tripti Mitra,,
4116,Tripti Mukherjee,,
4117,Tripuraneni Hanuman Chowdary,,
4118,Trivandrum Kannusami Pillai Shanmugam,,
4119,Tsering Landol,,
4120,Tsering Norboo,,
4121,Tsering Wangdus,,
4122,Tsultrim Chonjor,,
4123,Tulasi Gowda,,
4124,Tulasi Munda,,
4125,Tulsi Das,,
4126,Tulsidas Borkar,,
4127,Tumkur Ramaiya Satishchandran,,
4128,Turlapaty Kutumba Rao,,
4129,Tushar Kanjilal,,
4130,Tushar Kanti Ghosh,,
4131,Tyeb Mehta,,
4132,U. N. Dhebar,,
4133,U. R. Ananthamurthy,,
4134,U. Srinivas,,
4135,Uday Shankar,,
4136,Udaybhansinhji Natwarsinhji Jethwa,,
4137,Uddhab Bharali,,
4138,Udit Narayan,,
4139,Udupi Ramachandra Rao,,
4140,Ujjwal Nikam,,
4141,Ujwala Patil,,
4142,Ulhas Kashalkar,,
4143,Uma Shankar Dikshit,,
4144,Uma Sharma,,
4145,Uma Tuli,,
4146,Umakant Gundecha,,
4147,Umayalpuram K. Sivaraman,,
4148,Umrao Singh,,
4149,Upendra Baxi,,
4150,Upendra Kaul,,
4151,Upendra Maharathi,,
4152,Upendra Trivedi,,
4153,Urvashi Butalia,,
4154,Usha Chaumar,,
4155,Usha Kehar Luthra,,
4156,Usha Kiran Khan,,
4157,Usha Mehta,,
4158,Usha Sharma,,
4159,Usha Uthup,,
4160,Ustad Anwar Khan Mangniyar,,
4161,Ustad Faiyyaz Ahmed Khan,,
4162,Ustad Ghulam Mustafa Khan,,
4163,Utpal K. Banerjee,,
4164,Utsav Charan Das,,
4165,V. Adimurthy,,
4166,V. C. Kulandaiswamy,,
4167,V. G. Bhide,,
4168,V. G. Jog,,
4169,V. G. Patel,,
4170,V. Ganapati Sthapati,,
4171,V. K. Aatre,,
4172,V. K. Chaturvedi,,
4173,V. K. Krishna Menon,,
4174,V. K. Madhavan Kutty,,
4175,V. K. Munusamy,,
4176,V. K. Narayana Menon,,
4177,V. K. R. V. Rao,,
4178,V. K. Saraswat,,
4179,V. K. Shunglu,,
4180,V. Koteswaramma,,
4181,V. Krishnamurthy,,
4182,V. L. Mehta,,
4183,V. M. Tarkunde,,
4184,V. Mohan,,
4185,V. Mohini Giri,,
4186,V. N. Khare,,
4187,V. Nanammal,,
4188,V. Narahari Rao,,
4189,V. Narayana Rao,,
4190,V. P. Dhananjayan,,
4191,V. R. Gowrishankar,,
4192,V. R. Krishna Iyer,,
4193,V. Raghavan,,
4194,V. Ramachandran,,
4195,V. Ramchandra Vajramushti,,
4196,V. S. R. Arunachalam,,
4197,V. S. Ramamurthy,,
4198,V. S. Wakankar,,
4199,V. Satyanarayana Sarma,,
4200,V. Shanta,,
4201,V. Shantaram,,
4202,V. Subbiah Pillai,,
4203,V. V. S. Laxman,,
4204,V. Venkatachalam,,
4205,Vaali,,
4206,Vachnesh Tripathi,,
4207,Vadakantara Subramania Krishnan,,
4208,Vadalmudi Venkata Rao,,
4209,Vadiraj Raghavendra Katti,,
4210,Vagish Shastri,,
4211,Vaidya Suresh Chaturvedi,,
4212,Vaidyanatha Subrahmanyan,,
4213,Vaidyanatha Vaidyasubramanya Iyer,,
4214,Vaidyeswaran Rajaraman,,
4215,Vaikom Muhammad Basheer,,
4216,Vainu Bappu,,
4217,Vairamuthu,,
4218,Vajira Chitrasena,,
4219,Valayapatti A. R. Subramaniam,,
4220,Valerian Gracias,,
4221,Vallabhadas Vithaldas Shah,,
4222,Vallabhbhai Vasrambhai Marvaniya,,
4223,Vallalarpuram Sennimalai Natarajan,,
4224,Vallathol Narayana Menon,,
4225,Valmiki Choudhary,,
4226,Vaman Balkrishna Naique Sardesai,,
4227,Vamsi Mootha,,
4228,Vanaja Iyengar,,
4229,Vandana Luthra,,
4230,Vanraj Bhatia,,
4231,Vasant Desai,,
4232,Vasant Gowarikar,,
4233,Vasant Ramji Khanolkar,,
4234,Vasant Shankar Huzurbazar,,
4235,Vasant Shankar Kanetkar,,
4236,Vasant Shastri,,
4237,Vasantrao Bandoji Patil,,
4238,Vasantrao S. Dempo,,
4239,Vashishtha Narayan Singh,,
4240,Vassala Samant Choudhry,,
4241,Vasudeo S. Gaitonde,,
4242,Vasudev Kalkunte Aatre,,
4243,Vasudev Vishnu Mirashi,,
4244,Vasudevan Baskaran,,
4245,Vasudevan Gnana Gandhi,,
4246,Vasundhara Komkali,,
4247,Vavilala Gopalakrishnayya,,
4248,Vazhenkada Kunchu Nair,,
4249,Vazhuvoor B. Ramaiyah Pillai,,
4250,Ved Kumari Ghai,,
4251,Ved Marwah,,
4252,Ved Prakash Agnihotri,,
4253,Ved Prakash Nanda,,
4254,Ved Rattan Mohan,,
4255,Vedaratnam Appakutti,,
4256,Veena Tandon,,
4257,Veer Singh Mehta,,
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
4275,Venu Srinivasan,,
4276,Vera Hingorani,,
4277,Verghese Kurien,,
4278,Verna Elizabeth Watre Ingty,,
4279,Verrier Elwin,,
4280,Vidya Balan,,
4281,Vidya Dehejia,,
4282,Vidya Niwas Mishra,,
4283,Vidyaben Shah,,
4284,Vijay Amritraj,"Amritraj has also pursued an acting career. His best known role is probably as the MI6 intelligence operative Vijay in the 1983 James Bond film Octopussy. He also appeared briefly in Star Trek IV: The Voyage Home (1986) as an unnamed starship captain.
He was also a regular character in the NBC TV series The Last Precinct and the Yakov Smirnoff comedy What a Country, as well as a guest star on various television shows such as Hart to Hart. He has since gone on to become a sports commentator, has been a judge at the Miss Universe pageant and has developed a successful multimedia business. Amritraj also hosts a talk show named Dimensions with Vijay Amritraj broadcast on CNN-IBN.","అమృతరాజ్ నటనా వృత్తిని కూడా కొనసాగించారు. 1983 జేమ్స్ బాండ్ చిత్రం ఆక్టోపస్సీలో MI6 ఇంటెలిజెన్స్ ఆపరేటివ్ విజయ్ పాత్రలో అతని అత్యంత ప్రసిద్ధ పాత్ర. ఇతను స్టార్ ట్రెక్ IV: ది వాయేజ్ హోమ్ (1986)లో పేరులేని స్టార్షిప్ కెప్టెన్గా క్లుప్తంగా కనిపించాడు. ఇతను NBC TV సిరీస్ ది లాస్ట్ ప్రెసింక్ట్, యాకోవ్ స్మిర్నాఫ్ కామెడీ వాట్ ఎ కంట్రీలో ఒక సాధారణ పాత్ర, అలాగే హార్ట్ టు హార్ట్ వంటి వివిధ టెలివిజన్ షోలలో అతిథి నటుడు. అప్పటి నుండి ఇతను స్పోర్ట్స్ వ్యాఖ్యాతగా మారాడు, మిస్ యూనివర్స్ పోటీలో న్యాయనిర్ణేతగా ఉన్నాడు, విజయవంతమైన మల్టీమీడియా వ్యాపారాన్ని అభివృద్ధి చేశాడు. అమృతరాజ్ CNN-IBNలో విజయ్ అమృతరాజ్ ప్రసారంతో డైమెన్షన్స్ అనే టాక్ షోను కూడా నిర్వహిస్తుంది. "
4285,Vijay Bhatkar,,
4286,Vijay Dutt Shridhar,,
4287,Vijay Ghate,,
4288,Vijay Hazare,,
4289,Vijay Kelkar,,
4290,Vijay Kichlu,,
4291,Vijay Kumar,,
4292,Vijay Kumar Chopra,,
4293,Vijay Kumar Dada,,
4294,Vijay P. Bhatkar,,
4295,Vijay Prakash Singh,,
4296,Vijay Prasad Dimri,,
4297,Vijay Raghav Rao,,
4298,Vijay Sankeshwar,,
4299,Vijay Shankar Vyas,,
4300,Vijay Sharma,,
4301,Vijay Singh,,
4302,Vijay Tendulkar,,
4303,Vijaya Anand,,
4304,Vijaya Lakshmi Pandit,,
4305,Vijaya Mehta,,
4306,Vijayakumar Swarupchand Shah,,
4307,Vijayalakshmi Navaneethakrishnan,,
4308,Vijayalakshmi Ravindranath,,
4309,Vijayasarathi Sribhashyam,,
4310,Vijaydan Detha,,
4311,Vijayendra Nath Kaul,,
4312,Vijaypal Singh,,
4313,Vijaypat Singhania,,
4314,Vijender Singh,,
4315,Vikas Gowda,,
4316,Vikas Mahatme,,
4317,Vikram Chandra Thakur,,
4318,Vikram Marwah,,
4319,Vikram Pandit,,
4320,Vikram Sarabhai,,
4321,Vikram Seth,,
4322,Vikramjit Sahney,,
4323,Vilayanur S. Ramachandran,,
4324,Vimla Dang,,
4325,Vinay Chandra Maudgalya,,
4326,Vinayak Pandurang Karmarkar,,
4327,Vinayak Sitaram Sarwate,,
4328,Vinayak Vishnu Khedekar,,
4329,Vinayaka Krishna Gokak,,
4330,Vinayakrao Patwardhan,,
4331,Vinjamuri Venkata Lakshmi Narasimha Rao,,
4332,Vinod Dua,,
4333,Vinod K. Singh,,
4334,Vinod Prakash Sharma,,
4335,Vinod Rai,,
4336,Vinoo Mankad,,
4337,Vipin Buckshey,,
4338,Vir Singh,,
4339,Vir Vati,,
4340,Virander Singh Chauhan,,
4341,Virat Kohli,,
4342,Virender Lal Chopra,,
4343,Virender Sehwag,,
4344,Virender Singh,,
4345,Virendra Dayal,,
4346,Virendra Kumar Sharma,,
4347,Virendra Prabhakar,,
4348,Virendra Singh Sethi,,
4349,Virendra Verma,,
4350,Viresh Pratap Chaudhry,,
4351,Vishnu Bhikaji Kolte,,
4352,Vishnu Madav Ghatage,,
4353,Vishnu Namdeo Adarkar,,
4354,Vishnu Pandya,,
4355,Vishnu Prabhakar,,
4356,Vishnu Sakharam Khandekar,,
4357,Vishnu Vaman Shirwadkar (Kusumagraj),,
4358,Vishnukant Jha,,
4359,Vishnunarayanan Namboothiri,,
4360,Vishveshwar Nath Langer,,
4361,Vishwa Gopal Jhingran,,
4362,Vishwa Kumar Gupta,,
4363,Vishwa Mohan Bhatt,,
4364,Vishwanath Hari Salaskar,,
4365,Vishwesha Teertha,,
4366,Vishweshwaraiah Prakash,,
4367,Viswanatha Satyanarayana,,
4368,Viswanathan Anand,,
4369,Vithal Nagesh Shirodkar,,
4370,Vithalbhai Chhotabhai Patel,,
4371,Vithalbhai Jhaveri,,
4372,Vithaldas Hakamohand Shah,,
4373,Vithalrao Vikhe Patil,,
4374,Vitthal Laxman Phadke,,
4375,Vivek,,
4376,Vivekananda Mukhopadhyaya,,
4377,Vrindavan Lal Verma,,
4378,Vulimiri Ramalingaswami,,
4379,Vuppuluri Ganapathi Sastry,,
4380,Vyjayanthimala,,
4381,W. D. Amaradeva,,
4382,Waheeda Rehman,"''' Beginnings and breakthrough '''
Rehman made her film debut with the 1955 Telugu films Rojulu Maraayi and Jayasimha. For the former, she appeared as a dancer in an item number. In the year following, Rehman made a cameo in the Tamil film Alibabavum 40 Thirudargalum (1956). Based on the folktale Ali Baba and the Forty Thieves, it is the first Tamil film to be colourised. In the mid-1950s, Rehman established a working relationship with Dev Anand. They had a number of successful films to their credit which include Solva Saal (1958); Suresh Kohli of The Hindu writes on her performance in Solva Saal, ""Though barely 20 then and only in her fourth Hindi release, Waheeda Rehman demonstrates her class: both in serious scenes demanding intensity and through sparkling, mischievous eye movements during lighter moments.""
Collaborations with Guru Dutt
Rehman's performances caught the eye of Hindi filmmaker Guru Dutt, whom Rehman consider her mentor. Dutt brought her to Bombay (current-day Mumbai) and cast her as Kamini in the Hindi film C.I.D","''' Beginnings and breakthrough '''Rehman made her film debut with the 1955 Telugu films Rojulu Maraayi and Jayasimha. మాజీలకు, ఈమె ఒక ఐటెమ్ నంబర్లో డ్యాన్సర్గా కనిపించింది. ఆ తర్వాత సంవత్సరంలో, రెహ్మాన్ తమిళ చిత్రం అలీబాబావుమ్ 40 తిరుదర్గళం (1956)లో అతిధి పాత్రలో నటించాడు. జానపద కథ అలీ బాబా, నలభై దొంగల ఆధారంగా, ఇది రంగులద్దిన మొదటి తమిళ చిత్రం. 1950ల మధ్యలో, రెహ్మాన్ దేవ్ ఆనంద్తో పని సంబంధాన్ని ఏర్పరచుకున్నాడు. సోల్వా సాల్ (1958)తో సహా అనేక విజయవంతమైన చిత్రాలను వారి క్రెడిట్లో కలిగి ఉన్నారు; ది హిందులోని సురేష్ కోహ్లి సోల్వా సాల్లో ఈమె నటనపై ఇలా వ్రాశారు, ""అప్పటికి కేవలం 20 ఏళ్లు మాత్రమే అయినప్పటికీ, వహీదా రెహ్మాన్ తన నాల్గవ హిందీ విడుదలలో తన క్లాస్ని ప్రదర్శించింది: తీవ్రతను కోరుకునే తీవ్రమైన సన్నివేశాలలో, తేలికపాటి క్షణాలలో మెరిసే, కొంటె కంటి కదలికల ద్వారా. ""గురు దత్ రెహ్మాన్, ప్రదర్శనలతో సహకారం హిందీ చిత్రనిర్మాత గురుదత్ దృష్టిని ఆకర్షించింది, ఈమెను రెహ్మాన్ ఈమె గురువుగా భావిస్తారు. దత్ ఈమెను బొంబాయికి (ప్రస్తుత ముంబయి) తీసుకొచ్చి, హిందీ చిత్రం సిలో కామినిగా నటించాడు. I. డి. "
