,Recipients,controversy,controversy Telugu
4167,V. G. Bhide,,
4168,V. G. Jog,,
4169,V. G. Patel,,
4170,V. Ganapati Sthapati,,
4171,V. K. Aatre,,
4172,V. K. Chaturvedi,,
4173,V. K. Krishna Menon,,
4174,V. K. Madhavan Kutty,,
4175,V. K. Munusamy,,
4176,V. K. Narayana Menon,,
4177,V. K. R. V. Rao,,
4178,V. K. Saraswat,,
4179,V. K. Shunglu,,
4180,V. Koteswaramma,,
4181,V. Krishnamurthy,,
4182,V. L. Mehta,,
4183,V. M. Tarkunde,,
4184,V. Mohan,,
4185,V. Mohini Giri,,
4186,V. N. Khare,,
4187,V. Nanammal,,
4188,V. Narahari Rao,,
4189,V. Narayana Rao,,
4190,V. P. Dhananjayan,,
4191,V. R. Gowrishankar,,
4192,V. R. Krishna Iyer,,
4193,V. Raghavan,,
4194,V. Ramachandran,,
4195,V. Ramchandra Vajramushti,,
4196,V. S. R. Arunachalam,,
4197,V. S. Ramamurthy,,
4198,V. S. Wakankar,,
4199,V. Satyanarayana Sarma,,
4200,V. Shanta,,
4201,V. Shantaram,,
4202,V. Subbiah Pillai,,
4203,V. V. S. Laxman,,
4204,V. Venkatachalam,,
4205,Vaali,,
4206,Vachnesh Tripathi,,
4207,Vadakantara Subramania Krishnan,,
4208,Vadalmudi Venkata Rao,,
4209,Vadiraj Raghavendra Katti,,
4210,Vagish Shastri,,
4211,Vaidya Suresh Chaturvedi,,
4212,Vaidyanatha Subrahmanyan,,
4213,Vaidyanatha Vaidyasubramanya Iyer,,
4214,Vaidyeswaran Rajaraman,,
4215,Vaikom Muhammad Basheer,,
4216,Vainu Bappu,,
4217,Vairamuthu,,
4218,Vajira Chitrasena,,
4219,Valayapatti A. R. Subramaniam,,
4220,Valerian Gracias,,
4221,Vallabhadas Vithaldas Shah,,
4222,Vallabhbhai Vasrambhai Marvaniya,,
4223,Vallalarpuram Sennimalai Natarajan,,
4224,Vallathol Narayana Menon,,
4225,Valmiki Choudhary,,
4226,Vaman Balkrishna Naique Sardesai,,
4227,Vamsi Mootha,,
4228,Vanaja Iyengar,,
4229,Vandana Luthra,,
4230,Vanraj Bhatia,,
4231,Vasant Desai,,
4232,Vasant Gowarikar,,
4233,Vasant Ramji Khanolkar,,
4234,Vasant Shankar Huzurbazar,,
4235,Vasant Shankar Kanetkar,,
4236,Vasant Shastri,,
4237,Vasantrao Bandoji Patil,,
4238,Vasantrao S. Dempo,,
4239,Vashishtha Narayan Singh,,
4240,Vassala Samant Choudhry,,
4241,Vasudeo S. Gaitonde,,
4242,Vasudev Kalkunte Aatre,,
4243,Vasudev Vishnu Mirashi,,
4244,Vasudevan Baskaran,,
4245,Vasudevan Gnana Gandhi,,
4246,Vasundhara Komkali,,
4247,Vavilala Gopalakrishnayya,,
4248,Vazhenkada Kunchu Nair,,
4249,Vazhuvoor B. Ramaiyah Pillai,,
4250,Ved Kumari Ghai,,
4251,Ved Marwah,,
4252,Ved Prakash Agnihotri,,
4253,Ved Prakash Nanda,,
4254,Ved Rattan Mohan,,
4255,Vedaratnam Appakutti,,
4256,Veena Tandon,,
4257,Veer Singh Mehta,,
4258,Veerangowda Patil,,
4259,Veerendra Heggade,,
4260,Veerendra Raj Mehta,,
4261,Veernala Jayarama Rao,,
4262,Vellayani Arjunan,,
4263,Vellore Ponnurangam Appadurai,,
4264,Vempati Chinna Satyam,,
4265,Veni Shankar Jha,,
4266,Venkatarama Narayana Swamy,,
4267,Venkatarama Ramalingam Pillai,,
4268,Venkataraman Krishnamurthy,,
4269,Venkataraman Krishnan Vengurlekar,,
4270,Venkatasan Padmanabhan,,
4271,Venkatesh Kumar,,
4272,Venkateswara Rao Yadlapalli,,
4273,Venkatraman Ramakrishnan,,
4274,Vennelakanti Raghavaiah,,
4275,Venu Srinivasan,,
4276,Vera Hingorani,,
4277,Verghese Kurien,,
4278,Verna Elizabeth Watre Ingty,,
4279,Verrier Elwin,,
4280,Vidya Balan,,
4281,Vidya Dehejia,,
4282,Vidya Niwas Mishra,,
4283,Vidyaben Shah,,
4284,Vijay Amritraj,,
4285,Vijay Bhatkar,,
4286,Vijay Dutt Shridhar,,
4287,Vijay Ghate,,
4288,Vijay Hazare,,
4289,Vijay Kelkar,,
4290,Vijay Kichlu,,
4291,Vijay Kumar,,
4292,Vijay Kumar Chopra,,
4293,Vijay Kumar Dada,,
4294,Vijay P. Bhatkar,,
4295,Vijay Prakash Singh,,
4296,Vijay Prasad Dimri,,
4297,Vijay Raghav Rao,,
4298,Vijay Sankeshwar,,
4299,Vijay Shankar Vyas,,
4300,Vijay Sharma,,
4301,Vijay Singh,,
4302,Vijay Tendulkar,,
4303,Vijaya Anand,,
4304,Vijaya Lakshmi Pandit,,
4305,Vijaya Mehta,,
4306,Vijayakumar Swarupchand Shah,,
4307,Vijayalakshmi Navaneethakrishnan,,
4308,Vijayalakshmi Ravindranath,,
4309,Vijayasarathi Sribhashyam,,
4310,Vijaydan Detha,,
4311,Vijayendra Nath Kaul,,
4312,Vijaypal Singh,,
4313,Vijaypat Singhania,,
4314,Vijender Singh,,
4315,Vikas Gowda,,
4316,Vikas Mahatme,,
4317,Vikram Chandra Thakur,,
4318,Vikram Marwah,,
4319,Vikram Pandit,,
4320,Vikram Sarabhai,,
4321,Vikram Seth,,
4322,Vikramjit Sahney,,
4323,Vilayanur S. Ramachandran,,
4324,Vimla Dang,,
4325,Vinay Chandra Maudgalya,,
4326,Vinayak Pandurang Karmarkar,,
4327,Vinayak Sitaram Sarwate,,
4328,Vinayak Vishnu Khedekar,,
4329,Vinayaka Krishna Gokak,,
4330,Vinayakrao Patwardhan,,
4331,Vinjamuri Venkata Lakshmi Narasimha Rao,,
4332,Vinod Dua,"In October 2017, Dua expressed his disapproval at actor Akshay Kumar for making sexist remarks against his daughter, Mallika Dua, during the shoot of an episode of the comedy show, The Great Indian Laughter Challenge. Subsequently in October 2018, film director Nishtha Jain accused Dua of persistent attempts of sexual harassment. Jain was shocked over Dua's stand on sexist remarks about his daughter even as he himself had 'sexually harassed her'. However, Dua refuted the allegation and called it baseless and the figment of someone’s imagination. He termed it as a sinister attempt by the right wing ecosystem to malign his image.A FIR was registered on 5 June 2020, by BJP spokesperson Naveen Kumar from Himachal Pradesh for allegedly ""making statements conducing to public mischief"". In his complaint to the Crime Branch, Kumar accused Dua of ""spreading fake news"" through ""The Vinod Dua Show"" on YouTube. Dua was also accused by Kumar of ""misreporting"" on the Delhi communal violence and stating that the ""central government had done nothing to stop the violence"". However, Supreme Court quashed sedition and other charges that were registered against Vinod Dua by Naveen Kumar for making comments critical of Narendra Modi and the Central government.","అక్టోబర్ 2017లో, కామెడీ షో, ది గ్రేట్ ఇండియన్ లాఫ్టర్ ఛాలెంజ్, ఎపిసోడ్ షూట్ సందర్భంగా తన కుమార్తె మల్లికా దువాపై సెక్సిస్ట్ వ్యాఖ్యలు చేసినందుకు నటుడు అక్షయ్ కుమార్పై దువా తన అసంతృప్తిని వ్యక్తం చేశాడు. తదనంతరం అక్టోబర్ 2018లో, చిత్ర దర్శకుడు నిష్ఠా జైన్ దువాపై నిరంతర లైంగిక వేధింపుల ప్రయత్నాలను ఆరోపించాడు. జైన్ తన కుమార్తె గురించి లైంగిక వేధింపులకు గురిచేసినప్పటికీ, దువా, స్టాండ్పై దిగ్భ్రాంతికి గురయ్యాడు. అయితే, దువా ఆ ఆరోపణను తోసిపుచ్చారు, ఇది నిరాధారమైనది, ఒకరి ఊహ, కల్పన అని పేర్కొన్నారు. తన ప్రతిష్టను కించపరిచేందుకు రైట్ వింగ్ ఎకోసిస్టమ్ చేసిన దుష్ట ప్రయత్నమని ఇతను అభివర్ణించాడు. 5 జూన్ 2020న హిమాచల్ ప్రదేశ్కు చెందిన బిజెపి అధికార ప్రతినిధి నవీన్ కుమార్ చేత ""ప్రజా దుష్ప్రవర్తనకు దారితీసే ప్రకటనలు"" చేసినందుకు ఎఫ్ఐఆర్ నమోదు చేయబడింది. యూట్యూబ్లో ""ది వినోద్ దువా షో"" ద్వారా దువా ""నకిలీ వార్తలను వ్యాప్తి చేశారని"" క్రైమ్ బ్రాంచ్కి తన ఫిర్యాదులో కుమార్ ఆరోపించారు. ఢిల్లీ మత హింసపై కుమార్ ""తప్పుగా నివేదించారు"", ""హింసను ఆపడానికి కేంద్ర ప్రభుత్వం ఏమీ చేయలేదు"" అని కూడా దువా ఆరోపించారు. అయితే, నరేంద్ర మోదీని, కేంద్ర ప్రభుత్వాన్ని విమర్శించినందుకు నవీన్ కుమార్ వినోద్ దువాపై నమోదు చేసిన దేశద్రోహం, ఇతర ఆరోపణలను సుప్రీంకోర్టు రద్దు చేసింది. "
4333,Vinod K. Singh,,
4334,Vinod Prakash Sharma,,
4335,Vinod Rai,,
4336,Vinoo Mankad,,
4337,Vipin Buckshey,,
4338,Vir Singh,,
4339,Vir Vati,,
4340,Virander Singh Chauhan,,
4341,Virat Kohli,,
4342,Virender Lal Chopra,,
4343,Virender Sehwag,"In November 2001, Sehwag was involved in controversy in the Second Test match between India and South Africa at St George's Park, Port Elizabeth, when he was given a one Test ban for ""excessive appealing"" by ICC Match referee Mike Denness. He was one of six Indian players to receive bans, four of which were suspended bans. The unprecedented severity of the bans precipitated an international cricketing, political and administrative crisis, with the Indian cricket establishment threatening to call off the tour unless Mike Denness was removed as match referee from the third test match. ICC backed Mike Denness and the South African board backed the Indian cricket establishment and did not allow Mike Denness to enter the stadium on the first day of the third test match. ICC declared that the match was 'unofficial' and 'friendly five day match' and the series was officially declared as a 2 match series and South Africa as 1–0 winners. The subsequent England tour to India was placed in jeopardy when India picked Sehwag in the Test squad. Subsequent to this development, ICC issued a warning that any match with Sehwag in the cricket team will not be considered an ""official"" Test match until Sehwag had served his one match ban. After negotiations with ECB and ICC and in general interest of cricket, Sehwag was dropped from the team for the first Test against England. In October 2015, Sehwag told to Zee News "" I was planning to retire in 2007 when dropped from the team but Tendulkar stopped me from doing so.""","2001 నవంబరులో సెయింట్ జార్జ్ పార్క్, పోర్ట్ ఎలిజబెత్లో భారత్-దక్షిణాఫ్రికా మధ్య జరిగిన రెండో టెస్ట్ మ్యాచ్లో సెహ్వాగ్ వివాదానికి పాల్పడగా, ఐసీ. నిషేధాలు అందుకున్న ఆరుగురు భారత ఆటగాళ్లలో ఆయన ఒకరు కాగా, అందులో నలుగురిపై నిషేధాలు సస్పెండ్. నిషేధాల అపూర్వ తీవ్రత అంతర్జాతీయ క్రికెటింగ్, రాజకీయ, పరిపాలనా సంక్షోభానికి కారణమైంది, మూడో టెస్ట్ మ్యాచ్ నుంచి మైక్ డెన్నెస్ను మ్యాచ్ రిఫరీగా. మైక్ డెన్నెస్కు ఐసీసీ మద్దతు, దక్షిణాఫ్రికా బోర్డు భారత క్రికెట్ స్థాపనకు వెన్నుపోటు పొడిచి మూడో టెస్ట్ మ్యాచ్ తొలి రోజు మైక్ డెన్నెస్ను స్టేడి. ఈ మ్యాచ్ ‘అనధికారికం’, ‘స్నేహపూర్వక ఐదు రోజుల మ్యాచ్’ అని ప్రకటించిన ఐసీసీ సిరీస్ను అధికారికంగా 2 మ్యాచ్ల సిరీస్గా, దక్షిణాఫ్. ఆ తర్వాత ఇంగ్లండ్ పర్యటన భారత్ టెస్టు జట్టులో సెహ్వాగ్ ను ఎంచుకున్నప్పుడు ప్రమాదంలో పడింది. ఈ పరిణామం తర్వాత క్రికెట్ జట్టులో సెహ్వాగ్తో ఏ మ్యాచ్ అయినా తన వన్ మ్యాచ్ నిషేధానికి సేవలందించే వరకు ""అధికారిక"" టెస్ట్ మ్యాచ్గా పరిగణించబోమని. ఈసీబీ, ఐసీసీతో చర్చలు జరిపి సాధారణంగా క్రికెట్ కు ఆసక్తిగా ఉన్న సెహ్వాగ్ ను ఇంగ్లండ్ తో తొలి టెస్ట్ కు జట్టు నుంచి తప్పించారు. 2015 అక్టోబర్ లో సెహ్వాగ్ జీ న్యూస్ తో మాట్లాడుతూ ‘‘టీమ్ నుంచి తప్పుకున్నప్పుడు 2007లో రిటైర్ కావాలని ప్లాన్ చేస్తున్నా కానీ టెండూల్కర్ నన్ను అలా చేయకుండా ఆపేశాడు. "". "
4344,Virender Singh,,
4345,Virendra Dayal,,
4346,Virendra Kumar Sharma,,
4347,Virendra Prabhakar,,
4348,Virendra Singh Sethi,,
4349,Virendra Verma,,
4350,Viresh Pratap Chaudhry,,
4351,Vishnu Bhikaji Kolte,,
4352,Vishnu Madav Ghatage,,
4353,Vishnu Namdeo Adarkar,,
4354,Vishnu Pandya,,
4355,Vishnu Prabhakar,,
4356,Vishnu Sakharam Khandekar,,
4357,Vishnu Vaman Shirwadkar (Kusumagraj),,
4358,Vishnukant Jha,,
4359,Vishnunarayanan Namboothiri,,
4360,Vishveshwar Nath Langer,,
4361,Vishwa Gopal Jhingran,,
4362,Vishwa Kumar Gupta,,
4363,Vishwa Mohan Bhatt,,
4364,Vishwanath Hari Salaskar,,
4365,Vishwesha Teertha,,
4366,Vishweshwaraiah Prakash,,
4367,Viswanatha Satyanarayana,,
4368,Viswanathan Anand,,
4369,Vithal Nagesh Shirodkar,,
4370,Vithalbhai Chhotabhai Patel,,
4371,Vithalbhai Jhaveri,,
4372,Vithaldas Hakamohand Shah,,
4373,Vithalrao Vikhe Patil,,
4374,Vitthal Laxman Phadke,,
4375,Vivek,,
4376,Vivekananda Mukhopadhyaya,,
4377,Vrindavan Lal Verma,,
4378,Vulimiri Ramalingaswami,,
4379,Vuppuluri Ganapathi Sastry,,
4380,Vyjayanthimala,,
4381,W. D. Amaradeva,,
4382,Waheeda Rehman,,
4383,Wahiduddin Khan,,
4384,Waikhom Gojen Meitei,,
4385,Walter Sisulu,,
4386,Waman Bapuji Metre,,
4387,Waman Dattatreya Patwardhan,,
4388,Waman Kendre,,
4389,Waman Thakre,,
4390,Wareppa Naba Nil,,
4391,Wasifuddin Dagar,,
4392,Wayan Dibia,,
4393,Weer Rajendra Rishi,,
4394,Wendell Rodricks,,
4395,William Mark Tully,,
4396,Wilson Jones,,
4397,Wing Sultan Singh Yadav,,
4398,Wng Keshavamurthy Ramachandra Rao,,
4399,Y. Venugopal Reddy,,
4400,Yadla Gopalrao,,
4401,Yagnaswami Sundara Rajan,,
4402,Yamini Krishnamurthy,,
4403,Yamunabai Vinayakarao Khadilkar,,
4404,Yamunabai Waikar,,
4405,Yarlagadda Lakshmi Prasad,,
4406,Yarlagadda Nayudamma,,
4407,Yash Chopra,,
4408,Yash Gulati,,
4409,Yash Pal,,
4410,Yashodhar Mathpal,,
4411,Yashodhara Dasappa,,
4412,Yashpal,,
4413,Yashpal Jain,,
4414,Yashwant Dinkar Pendharkar,,
4415,Yazdi Karanjia,,
4416,Yelavarthy Nayudamma,,
4417,Yella Venkateswara Rao,,
4418,Yeshe Dorjee Thongchi,,
4419,Yeshi Dhonden,,
4420,Yezdi Hirji Malegam,,
4421,Yog Raj Sharma,,
4422,Yogesh Chander Deveshwar,,
4423,Yogesh Kumar Chawla,,
4424,Yogesh Praveen,,
4425,Yogeshwar Dayal,,
4426,Yogeshwar Dutt,,
4427,Yogi Aereon,,
4428,Yoshio Sakurauchi,,
4429,Yoshiro Mori,,
4430,Yousuf Hussain Khan,,
4431,Yudhvir Singh,,
4432,Yuli Vorontsov,,
4433,Yumlembam Gambhini Devi,,
4434,Yusuf Hamied,,
4435,Yusufkhan Mohamadkhan Pathan,,
4436,Yuvraj Singh,,
4437,Zafar Futehally,,
4438,Zafar Iqbal,,
4439,Zaheer Khan,,
4440,Zainulabedin Gulam Husain Rangoonwala,,
