,Recipients,WikiLink,Padma Shri Year,Padma Shri State,Padma Shri Field,Padma Shri Awarded By,Padma Bhushan Year,Padma Bhushan State,Padma Bhushan Field,Padma Bhushan Awarded By,Padma Vibhushan Year,Padma Vibhushan State,Padma Vibhushan Field,Padma Vibhushan Awarded By,Born,Birth Date,Place of Birth,Died,Death Date,Place of Death,Nationality,Spouse,Alma mater,Institutions,Other Awards including Padma,Occupation,Election Year,Posthumus
4112,Rajnikant Shroff,https://en.wikipedia.org/wiki/Rajnikant_Shroff,,,,,2021.0,"Maharashtra, India",Trade and Industry,Ram Nath Kovind,,,,,"Rajnikant Devidas Shroff
Gujarat,India",nan,nan,nan,nan,nan,Indian,,,,"Padma Bhushan, 2021
Order of the Aztec Eagle, 2018","Businessperson, Founder & Chairman ofUPL",No,No
4113,Tarlochan Singh,https://en.wikipedia.org/wiki/Tarlochan_Singh,,,,,2021.0,"Haryana, India",Public Affairs,Ram Nath Kovind,,,,,"(1933-07-28)28 July 1933(age 88)
Dhudial,Punjab,British India",(1933-07-28)28 July 1933(age 88),"Dhudial,Punjab,British India",nan,nan,nan,,Uttamjit Kaur,"Panjab University, Chandigarh",,,,No,No
4114,A. Lakshmanaswami Mudaliar,https://en.wikipedia.org/wiki/A._Lakshmanaswami_Mudaliar,,,,,1954.0,Tamil Nadu,Literature and Education,Rajendra Prasad,1963.0,Tamil Nadu,Medicine,Sarvepalli Radhakrishnan,14 October 1887,14 October 1887,nan,"15 April 1974 (aged 86)[1]
Madras, India",15 April 1974 (aged 86)[1],"Madras, India",Indian,,,,"Padma Bhushan,Padma Vibhushan",,No,No
4115,A. P. J. Abdul Kalam,https://en.wikipedia.org/wiki/A._P._J._Abdul_Kalam,,,,,1981.0,Delhi,Civil Service,Neelam Sanjiva Reddy,1990.0,Tamil Nadu,Science and Engineering,R. Venkataraman,"Avul Pakir Jainulabdeen Abdul Kalam
(1931-10-15)15 October 1931
Rameswaram,Madras Presidency,British India
(present-dayTamil Nadu,India)",(1931-10-15)15 October 1931,nan,"27 July 2015(2015-07-27)(aged 83)
Shillong,Meghalaya, India",27 July 2015(2015-07-27)(aged 83),"Shillong,Meghalaya, India",Indian,,"St. Joseph's College, Tiruchirappalli(BEng)Madras Institute of Technology(MEng)","Defence Research and Development Organisation
Indian Space Research Organisation",Full list,,No,No
4116,A. R. Rahman,https://en.wikipedia.org/wiki/A._R._Rahman,2000.0,Tamil Nadu,Arts,K. R. Narayanan,2010.0,Tamil Nadu,Arts,Pratibha Patil,,,,,"(1967-01-06)6 January 1967(age 54)
Madras,Madras State, India",(1967-01-06)6 January 1967(age 54),"Madras,Madras State, India",nan,nan,nan,,Saira Banu​(m.1995)​,,,,,No,No
4117,A. Sivathanu Pillai,https://en.wikipedia.org/wiki/A._Sivathanu_Pillai,2002.0,Delhi,Science and Engineering,K. R. Narayanan,2013.0,Delhi,Science and Engineering,Pranab Mukherjee,,,,,"(1947-07-15)15 July 1947(age 74)
Nagercoil,
Kanyakumari District,Tamil Nadu",(1947-07-15)15 July 1947(age 74),"Nagercoil,
Kanyakumari District,Tamil Nadu",nan,nan,nan,Indian,Seetha Sivathanu Pillai,,,"Padma Shri
2002
Padma Bhushan
2013
Order of Friendship
2014",,No,No
4118,A. V. Rama Rao,https://en.wikipedia.org/wiki/A._V._Rama_Rao,1991.0,Andhra Pradesh,Science and Engineering,R. Venkataraman,2016.0,Andhra Pradesh,Science and Engineering,Pranab Mukherjee,,,,,"2 April 1935
Guntur,Madras Presidency,British India
(present-dayAndhra Pradesh, India)",1935-04-02 00:00:00,"Guntur,Madras Presidency,British India
(present-dayAndhra Pradesh, India)",nan,nan,nan,,Hymavathy,,,"Padma Bhushan(2016)
Padma Shri(1991)
K.G. Naik Gold Medal
VASVIK Industrial Research Award
Asiatic SocietyMedal
CSIRTechnology Award
TWASTechnology Award
UDCTDistinguished Alumni and Diamond Award
ICTPlatinum Award
CSIRBusiness Prize
Om Prakash Bhasin Award
Chemical Research Society Gold Medal
ISCPresidential Gold Medal
Dr.Yellapragada Subba RaoAward
P. C. RayMedal
Dr. Y. Nayudamma Gold Medal
INSAViswakarma Medal
RanbaxyResearch Foundation Award
FICCIAward",Chemist,Yes,No
4119,Aamir Khan,https://en.wikipedia.org/wiki/Aamir_Khan,2003.0,Maharashtra,Arts,A. P. J. Abdul Kalam,2010.0,Maharashtra,Arts,Pratibha Patil,,,,,"Mohammed Aamir Hussain Khan
(1965-03-14)14 March 1965(age 56)
Bombay, Maharashtra, India",(1965-03-14)14 March 1965(age 56),nan,nan,nan,nan,,Reena Dutta​​(m.1986;div.2002)​Kiran Rao​​(m.2005;div.2021)​,,,Full list,Actordirectorproducerwritersingertalk-show host,No,No
4120,Abdul Halim Jaffer Khan,https://en.wikipedia.org/wiki/Abdul_Halim_Jaffer_Khan,1970.0,Maharashtra,Arts,V. V. Giri,2006.0,Maharashtra,Arts,A. P. J. Abdul Kalam,,,,,"(1927-02-18)18 February 1927
Jaora,Madhya Pradesh,India",(1927-02-18)18 February 1927,"Jaora,Madhya Pradesh,India","4 January 2017(aged 89)
Mumbai, India",4 January 2017(aged 89),"Mumbai, India",,,,,,,No,No
4121,Abid Hussain,https://en.wikipedia.org/wiki/Abid_Hussain,,,,,1988.0,Delhi,Civil Service,R. Venkataraman,,,,,"26 December 1926
Hyderabad,Hyderabad state, India",2026-12-26 00:00:00,"Hyderabad,Hyderabad state, India","21 June 2012 (aged 85)
London, England",21 June 2012 (aged 85),"London, England",,Trilok Karki Hussain,,,Padma Bhushan(1988),"Economist, civil servant, and diplomat",No,No
4122,Adinath Lahiri,https://en.wikipedia.org/wiki/Adinath_Lahiri,1960.0,West Bengal,Trade and Industry,Rajendra Prasad,1969.0,West Bengal,Science and Engineering,Zakir Husain (politician),,,,,"(1916-08-24)24 August 1916
Pabna, British India (nowBangladesh)",(1916-08-24)24 August 1916,"Pabna, British India (nowBangladesh)",26 August 1975(1975-08-26)(aged 59),26 August 1975(1975-08-26)(aged 59),nan,,,,,"Padma Bhushan
Padma Shri
Imperial CollegeJudd Memorial Prize","Geochemist
Fuel technologist",No,No
4123,Adoor Gopalakrishnan,https://en.wikipedia.org/wiki/Adoor_Gopalakrishnan,1984.0,Kerala,Arts,Zail Singh,,,,,2006.0,Kerala,Arts,A. P. J. Abdul Kalam,"Mouttathu Gopalakrishnan Unnithan
(1941-07-03)3 July 1941(age 80)
Mannadi,Kingdom of Travancore,British India
(present dayPathanamthitta,Kerala, India)",(1941-07-03)3 July 1941(age 80),nan,nan,nan,nan,Indian,Sunanda​(died 2015)​,,,Padma Vibhushan(2006)Padma Shri(1984)Dadasaheb Phalke Award(2004),Film directorScreenwriterProducer,Yes,No
4124,Ajoy Chakrabarty,https://en.wikipedia.org/wiki/Ajoy_Chakrabarty,2011.0,West Bengal,Arts,Pratibha Patil,2020.0,West Bengal,Arts,Ram Nath Kovind,,,,,"Ajoy Chakrabarty
(1952-12-25)25 December 1952(age 68)
Kolkata,West Bengal,India",(1952-12-25)25 December 1952(age 68),nan,nan,nan,nan,,,,,,Vocalist,No,No
4125,Akkineni Nageswara Rao,https://en.wikipedia.org/wiki/Akkineni_Nageswara_Rao,1968.0,Andhra Pradesh,Arts,Zakir Husain (politician),1988.0,Andhra Pradesh,Arts,R. Venkataraman,2011.0,Andhra Pradesh,Arts,Pratibha Patil,"(1923-09-20)20 September 1923
Ramapuram,Madras Presidency,British India(nowAndhra Pradesh,India)",(1923-09-20)20 September 1923,"Ramapuram,Madras Presidency,British India(nowAndhra Pradesh,India)","22 January 2014(2014-01-22)(aged 90)
Hyderabad,Andhra Pradesh(nowTelangana, India)",22 January 2014(2014-01-22)(aged 90),"Hyderabad,Andhra Pradesh(nowTelangana, India)",,Annapurna​(m.1949)​,,,Padma Vibhushan(2011)Padma Bhushan(1988)Padma Shri(1968)Dada Saheb Phalke Award(1991),Film actordirectorbusinessman,No,No
4126,Alarmel Valli,https://en.wikipedia.org/wiki/Alarmel_Valli,1991.0,Tamil Nadu,Arts,R. Venkataraman,2004.0,Tamil Nadu,Arts,A. P. J. Abdul Kalam,,,,,"(1956-09-14)14 September 1956(age 65)
Chennai,Tamil Nadu,India",(1956-09-14)14 September 1956(age 65),"Chennai,Tamil Nadu,India",nan,nan,nan,Indian,Bhaskar Ghose,,,Padma BhushanPadma Shri,"Indian classical dancer,choreographer",Yes,No
4127,Ali Akbar Khan,https://en.wikipedia.org/wiki/Ali_Akbar_Khan,,,,,1967.0,West Bengal,Arts,Sarvepalli Radhakrishnan,1989.0,West Bengal,Arts,R. Venkataraman,"(1922-04-14)14 April 1922
Shibpur,Bengal Presidency, British India
(present day Bangladesh)",(1922-04-14)14 April 1922,"Shibpur,Bengal Presidency, British India
(present day Bangladesh)","18 June 2009(2009-06-18)(aged 87)
San Anselmo, California, U.S.",18 June 2009(2009-06-18)(aged 87),"San Anselmo, California, U.S.",,,,,,,Yes,No
4128,Ali Yavar Jung,https://en.wikipedia.org/wiki/Ali_Yavar_Jung,,,,,1959.0,Maharashtra,Civil Service,Rajendra Prasad,1977.0,Andhra Pradesh,Public Affairs,Fakhruddin Ali Ahmed,"February 1906
Hyderabad,Hyderabad State(nowHyderabad,Telangana,India)",2022-02-06 00:00:00,"Hyderabad,Hyderabad State(nowHyderabad,Telangana,India)","11 December 1976(1976-12-11)(aged 70)
Raj Bhavan,Mumbai,Maharashtra,India",11 December 1976(1976-12-11)(aged 70),"Raj Bhavan,Mumbai,Maharashtra,India",,"Alys Iffrig (known after her second marriage as Alys Hyderi)
Zehra Ali Yavar Jung","Queen's College,Oxford",,"Padma Vibhushan
Padma Bhushan","diplomat, politician",Yes,No
4129,Allauddin Khan,https://en.wikipedia.org/wiki/Allauddin_Khan,,,,,1958.0,Uttar Pradesh,Arts,Rajendra Prasad,1971.0,West Bengal,Arts,V. V. Giri,"c.1862
Shibpur,Bengal Presidency,British India
(nowBangladesh)",c.1862,"Shibpur,Bengal Presidency,British India
(nowBangladesh)",6 September 1972(1972-09-06)(aged 109–110),6 September 1972(1972-09-06)(aged 109–110),nan,,,,,,,Yes,No
4130,Amitabh Bachchan,https://en.wikipedia.org/wiki/Amitabh_Bachchan,1984.0,Maharashtra,Arts,Zail Singh,2001.0,Maharashtra,Arts,K. R. Narayanan,2015.0,Maharashtra,Arts,Pranab Mukherjee,"Amitabh Srivastava[1]
(1942-10-11)11 October 1942(age 79)
Allahabad,United Provinces,British India
(present-dayPrayagraj,Uttar Pradesh, India)",Amitabh Srivastava[1],"(1942-10-11)11 October 1942(age 79)
Allahabad,United Provinces,British India
(present-dayPrayagraj,Uttar Pradesh, India)",nan,nan,nan,Indian,Jaya Bhaduri​(m.1973)​,,,Full List,Actorproducersingertelevision presenter,Yes,No
4131,Amjad Ali Khan,https://en.wikipedia.org/wiki/Amjad_Ali_Khan,1975.0,Delhi,Arts,Fakhruddin Ali Ahmed,1991.0,Delhi,Arts,R. Venkataraman,2001.0,Delhi,Arts,K. R. Narayanan,"(1945-10-09)9 October 1945(age 76)[1]
Gwalior,Gwalior State,British India",(1945-10-09)9 October 1945(age 76)[1],"Gwalior,Gwalior State,British India",nan,nan,nan,,,,,,,No,No
4132,Ammannur Madhava Chakyar,https://en.wikipedia.org/wiki/Ammannur_Madhava_Chakyar,1982.0,Kerala,Arts,Neelam Sanjiva Reddy,2003.0,Kerala,Arts,A. P. J. Abdul Kalam,,,,,2017-05-13 00:00:00,2017-05-13 00:00:00,nan,"1 July 2008(2008-07-01)(aged 91)
Irinjalakuda, Kerala",1 July 2008(2008-07-01)(aged 91),"Irinjalakuda, Kerala",,,,,,Kutiyattam master,No,No
4133,Amrita Pritam,https://en.wikipedia.org/wiki/Amrita_Pritam,1969.0,Delhi,Literature and Education,Zakir Husain (politician),,,,,2004.0,Delhi,Literature and Education,A. P. J. Abdul Kalam,"Amrita Kaur
(1919-08-31)31 August 1919
Gujranwala,Punjab,British India(nowPakistan)",(1919-08-31)31 August 1919,nan,"31 October 2005(2005-10-31)(aged 86)
Delhi,India",31 October 2005(2005-10-31)(aged 86),"Delhi,India",Indian,Pritam Singh,,,"Sahitya Akademi Award(1956)
Padma Shri(1969)
Bharatiya Jnanpith(1982)
Shatabdi Samman(2000)
Padma Vibhushan(2004)","Novelist, poet, essayist",No,No
4134,Anil Kakodkar,https://en.wikipedia.org/wiki/Anil_Kakodkar,1998.0,Maharashtra,Science and Engineering,K. R. Narayanan,1999.0,Maharashtra,Science and Engineering,K. R. Narayanan,2009.0,Maharashtra,Science and Engineering,Pratibha Patil,"(1943-11-11)11 November 1943(age 77)
Barwani, India",(1943-11-11)11 November 1943(age 77),"Barwani, India",nan,nan,nan,Indian,,,"Atomic Energy Commission of India
Department of Atomic Energy
Bhabha Atomic Research Centre(BARC)","Padma Shri(1998)
Padma Bhushan(1999)
Padma Vibhushan(2009)[1]
G-Files awards(2015)",,Yes,No
4135,Anil Kohli,https://en.wikipedia.org/wiki/Anil_Kohli,1992.0,Delhi,Medicine,R. Venkataraman,2005.0,Delhi,Medicine,A. P. J. Abdul Kalam,,,,,nan,nan,nan,nan,nan,nan,Indian,,,,Padma Shri(1992)Padma Bhushan(2005)Shanti Swarup Bhatnagar AwardB C Roy National Award (2005),Medical professional,No,No
4136,Anil Prakash Joshi,https://en.wikipedia.org/wiki/Anil_Prakash_Joshi,2006.0,Uttarakhand,Social Work,A. P. J. Abdul Kalam,2020.0,Uttarakhand,Social Work,Ram Nath Kovind,,,,,"(1955-04-06)6 April 1955(age 66)
Kotdwar,Pauri Garhwal district,Uttarakhand, India",(1955-04-06)6 April 1955(age 66),"Kotdwar,Pauri Garhwal district,Uttarakhand, India",nan,nan,nan,,Dr. Sandhya Joshi,,,"Padma Bhushan
Padma Shri
Jamnalal Bajaj Award
Ashoka Fellowship
The WeekMan of the Year
ISCJawaharlal Nehru Award","Social worker
Botanist
Green activist",No,No
4137,Anita Desai,https://en.wikipedia.org/wiki/Anita_Desai,1989.0,Delhi,Literature and Education,R. Venkataraman,2014.0,Delhi,Literature and Education,Pranab Mukherjee,,,,,"Anita Mazumdar
(1937-06-24)24 June 1937(age 84)
Mussoorie,Princely State of Tehri Garhwal,British India(present-dayUttarakhand,India)",(1937-06-24)24 June 1937(age 84),nan,nan,nan,nan,Indian,,,,,"Writer, professor",Yes,No
4138,Anna Hazare,https://en.wikipedia.org/wiki/Anna_Hazare,1990.0,Maharashtra,Social Work,R. Venkataraman,1992.0,Maharashtra,Social Work,R. Venkataraman,,,,,"Kisan Baburao Hazare
(1937-06-15)15 June 1937(age 84)
Bhingar, Bombay Province, British India",(1937-06-15)15 June 1937(age 84),nan,nan,nan,nan,Indian,,,,"Padma Shri(1990)
Padma Bhushan(1992)",,No,No
4139,Anupam Kher,https://en.wikipedia.org/wiki/Anupam_Kher,2004.0,Maharashtra,Arts,A. P. J. Abdul Kalam,2016.0,Maharashtra,Arts,Pranab Mukherjee,,,,,"(1955-03-07)7 March 1955(age 66)
Shimla,Punjab,India
(present-dayHimachal Pradesh, India)",(1955-03-07)7 March 1955(age 66),"Shimla,Punjab,India
(present-dayHimachal Pradesh, India)",nan,nan,nan,,Kirron Kher​(m.1985)​,"Himachal Pradesh University
Panjab University
National School of Drama
Hindu University of America",,Full list,Actorproducerdirectorteacher,Yes,No
4140,Arjan Singh,https://en.wikipedia.org/wiki/Arjan_Singh,1975.0,Uttar Pradesh,Civil Service,Fakhruddin Ali Ahmed,,,,,1965.0,Delhi,Civil Service,Sarvepalli Radhakrishnan,"(1919-04-15)15 April 1919
Lyallpur,Punjab,British India
(nowFaisalabad,Punjab,Pakistan)",(1919-04-15)15 April 1919,"Lyallpur,Punjab,British India
(nowFaisalabad,Punjab,Pakistan)","16 September 2017(2017-09-16)(aged 98)
New Delhi,India",16 September 2017(2017-09-16)(aged 98),"New Delhi,India",,"Teji Singh
​​(m.1948; died 2011)​",,,Padma VibhushanDistinguished Flying Cross,,No,No
4141,Arun Kumar Sharma,https://en.wikipedia.org/wiki/Arun_Kumar_Sharma,2017.0,Chhattisgarh,Others,Pranab Mukherjee,1983.0,Delhi,Science and Engineering,Zail Singh,,,,,"(1924-12-31)31 December 1924
Kolkata,West Bengal, India",(1924-12-31)31 December 1924,"Kolkata,West Bengal, India","6 July 2017(2017-07-06)(aged 92)[1]
Kolkata, West Bengal, India",6 July 2017(2017-07-06)(aged 92)[1],"Kolkata, West Bengal, India",Indian,,,Botanical Survey of IndiaUniversity of Calcutta,"1967Shanti Swarup Bhatnagar Prize
1972ASPaul Bruhl Medal
1974IBSBirbal Sahni Medal
1976UGCJ. C. Bose Award
1976INSASilver Jubilee Medal
1979 FICCI Award
1983Padma Bhushan
1993Om Prakash Bhasin Award
1994 G. M. Modi Award
1998INSAM. N. Saha Medal
1999VASVIK Award
2008 Rathindra Puraskar",,No,No
4142,Ashok Kumar,https://en.wikipedia.org/wiki/Ashok_Kumar,1962.0,Maharashtra,Arts,Rajendra Prasad,1999.0,Maharashtra,Arts,K. R. Narayanan,,,,,"Kumudlal Ganguly
(1911-10-13)13 October 1911
Bhagalpur,Bengal Presidency,British India(present-dayBihar,India)",(1911-10-13)13 October 1911,nan,"10 December 2001(2001-12-10)(aged 90)
Mumbai,Maharashtra, India",10 December 2001(2001-12-10)(aged 90),"Mumbai,Maharashtra, India",,Shobha Devi(1935-1985),,,Sangeet Natak Akademi Award(1959)2Filmfare Award for Best ActorNational Film Award for Best Actor(1969)Dadasaheb Phalke Award(1988)2BFJA Award for Best Actor (Hindi),"Actor,painter, Singer",Yes,No
4143,Ashok Sekhar Ganguly,https://en.wikipedia.org/wiki/Ashok_Sekhar_Ganguly,,,,,1988.0,Maharashtra,Trade and Industry,R. Venkataraman,2009.0,Maharashtra,Trade and Industry,Pratibha Patil,"(1935-07-28)28 July 1935(age 86)
Patna",(1935-07-28)28 July 1935(age 86),Patna,nan,nan,nan,,Shrimati Rooma Ganguly,,,,,Yes,No
4144,Ashok Seth,https://en.wikipedia.org/wiki/Ashok_Seth,2003.0,Delhi,Medicine,A. P. J. Abdul Kalam,2015.0,Delhi,Medicine,Pranab Mukherjee,,,,,India,nan,nan,nan,nan,nan,,,,,"Padma Bhushan
Order of Isabella the Catholic
Padma Shri
IMADistinguished Service Award
Shresth Shree Award
All India Khatri MahasabhaAwardAndreas GruentzigAward
IBC20th Century Award
NICCSI Professional Excellence Award
Delhi Ratna Award
IMADistinguished Interventional Cardiologist Award
RotaryVocational Excellence Award
IJCP Interventional Cardiologist of the Year
IMANDB Life Time Achievement Award
DMA Medical Teachers' Award
World Heart FederationCitation
DMA Legend in Interventional Cardiology Award
WCCPC2006 Life Time Achievement Award
GSI Lifetime Achievement Award
Cardiological Society of India Citation
IMA-NDB Distinguished Service Award
IMA Doctor’s Day Award
IMA Magnanimous Award
WCCPC Lifetime Achievement Award
WCCPGC-2008 Lifetime Achievement Award
MIDI Management Excellence Award
Sunday Indian and IIPM Mega Excellence Award
WCCPGC-2009 Lifetime Achievement Award
IMA Dr. K. Sharan Cardiology Excellence Award
Mason SonesAward
Atma Jyoti Award
AACIO Special Award
Golden Pioneer of Interventional Cardiology Award
Rotary Lifetime Achievement Award
Vishisht Bihari Samman
Vishisht Chikitsa Ratan
JNMCMost Glorious Alumni
Doc N Doc-Gammex Saviour Award
DMA Centenary Award
Hero Lifetime Achievement Award",Cardiologist,No,No
4145,Ashoke Sen,https://en.wikipedia.org/wiki/Ashoke_Sen,2001.0,Uttar Pradesh,Science and Engineering,K. R. Narayanan,2013.0,Uttar Pradesh,Science and Engineering,Pranab Mukherjee,,,,,"(1956-07-15)15 July 1956(age 65)
Kolkata,West Bengal,India",(1956-07-15)15 July 1956(age 65),"Kolkata,West Bengal,India",nan,nan,nan,Indian,Sumathi Rao,,"FermilabStanford Linear Accelerator CenterTata Institute of Fundamental ResearchHarish-Chandra Research InstituteIndian Institute of Science Education and Research, Bhopal",G.D. Birla Award for Scientific Research(1996)TWAS Prize(1997)Padma Shri(2001)Infosys Prize- Mathematical Sciences (2009)Fundamental Physics Prize(2012)Padma Bhushan(2013)Dirac Medal(2014),,No,No
4146,Asis Datta,https://en.wikipedia.org/wiki/Asis_Datta,1999.0,Uttar Pradesh,Science and Engineering,K. R. Narayanan,2008.0,Delhi,Science and Engineering,Pratibha Patil,,,,,"2 February 1944
West Bengal, India",1944-02-02 00:00:00,"West Bengal, India",nan,nan,nan,,Kasturi Datta,,,"Padma Shri
Padma Bhushan
Shanti Swarup Bhatnagar Prize
Om Prakash Bhasin Award
TWAS Prize
Goyal Prize
Guha Memorial Award
G. D. Birla Award
Dr. Nitya Anand Endowment Award
FICCIAward
Ranbaxy Award
D. M. Bose Gold Medal
Indira Priyadarshini Award
R. D. Birla Award
Dr. B. R. Ambedkar Centenary Award
SBC Lifetime Achievement Award
P. C. MahalanobisMemorial Award
Asutosh Mookerjee Medal
ISCLifetime Achievement Award
BRS Lifetime achievement Award
Priyadarshini Gold Medal
G. M. Modi Science Award","Molecular biologist
Geneticist",Yes,No
4147,Avabai Bomanji Wadia,https://en.wikipedia.org/wiki/Avabai_Bomanji_Wadia,1971.0,Maharashtra,Social Work,V. V. Giri,1981.0,Maharashtra,Social Work,Neelam Sanjiva Reddy,,,,,"18 September 1913(1913-09-18)
Colombo, Sri Lanka",18 September 1913(1913-09-18),"Colombo, Sri Lanka","11 July 2005(2005-07-12)(aged 91)
India",11 July 2005(2005-07-12)(aged 91),India,,Bomanji Khurshedji Wadia,,,Padma Shri,"Social worker, writer",Yes,No
4148,Azim Premji,https://en.wikipedia.org/wiki/Azim_Premji,,,,,2005.0,Karnataka,Trade and Industry,A. P. J. Abdul Kalam,2011.0,Karnataka,Trade and Industry,Pratibha Patil,"Azim Hashim Premji
(1945-07-24)24 July 1945(age 76)
Bombay,Bombay presidency,British India[1]",(1945-07-24)24 July 1945(age 76),nan,nan,nan,nan,Indian,Yasmeen Premji,,,,Founder chairman ofWipro,No,No
4149,B. B. Lal,https://en.wikipedia.org/wiki/B._B._Lal,,,,,2000.0,Delhi,Science and Engineering,K. R. Narayanan,2021.0,Delhi,Others,Ram Nath Kovind,"Braj Basi Lal
(1921-05-02)2 May 1921(age 100)
Jhansi,United Provinces,British India",(1921-05-02)2 May 1921(age 100),nan,nan,nan,nan,Indian,,,,,"Archaeologist,Director-GeneralArchaeological Survey of India(1968–1972)",No,No
4150,B. D. Pande,https://en.wikipedia.org/wiki/B._D._Pande,1972.0,Uttar Pradesh,Civil Service,V. V. Giri,,,,,2000.0,Uttar Pradesh,Civil Service,K. R. Narayanan,"17 March 1917
Almora district,Uttarakhand,British India",2017-03-17 00:00:00,"Almora district,Uttarakhand,British India","4 April 2009(2009-04-04)(aged 92)[citation needed]
Almora[citation needed]",4 April 2009(2009-04-04)(aged 92)[citation needed],Almora[citation needed],,Vimla,,,"Padma Vibhushan,Padma Shri",Indian Civil Service,No,No
4151,B. K. Goyal,https://en.wikipedia.org/wiki/B._K._Goyal,1984.0,Maharashtra,Medicine,Zail Singh,1990.0,Maharashtra,Medicine,R. Venkataraman,2005.0,Maharashtra,Medicine,A. P. J. Abdul Kalam,nan,nan,nan,nan,nan,nan,,,,,,,Yes,No
4152,B. K. S. Iyengar,https://en.wikipedia.org/wiki/B._K._S._Iyengar,1991.0,Karnataka,Literature and Education,R. Venkataraman,2002.0,Maharashtra,Literature and Education,K. R. Narayanan,2014.0,Maharashtra,Others,Pranab Mukherjee,"(1918-12-14)14 December 1918
Bellur,Kolar district,Kingdom of Mysore(nowKarnataka, India)",(1918-12-14)14 December 1918,"Bellur,Kolar district,Kingdom of Mysore(nowKarnataka, India)","20 August 2014(2014-08-20)(aged 95)
Pune,Maharashtra, India",20 August 2014(2014-08-20)(aged 95),"Pune,Maharashtra, India",,Ramamani,,,,"Yoga teacher, author",Yes,No
4153,B. M. Hegde,https://en.wikipedia.org/wiki/Belle_Monappa_Hegde,,,,,2010.0,Karnataka,Medicine,Pratibha Patil,2021.0,Karnataka,Medicine,Ram Nath Kovind,"18 August 1938(1938-08-18)(age83)
Pangala,Madras PresidencyBritish India
(now inUdupi district, Karnataka State)",18 August 1938(1938-08-18)(age83),"Pangala,Madras PresidencyBritish India
(now inUdupi district, Karnataka State)",nan,nan,nan,,,,"Stanley Medical College(Madras)
King George Medical College(Lucknow)
Royal College of Physicians(London)
Brigham and Women's Hospital–Harvard Medical School(Boston)
Kasturba Medical College, Mangalore
Manipal Academy of Higher Education
Bharatiya Vidya Bhavan","Padma Vibhushan(2021)
Padma Bhushan(2010)
Dr. B. C. Roy Award(1999)
Jagdish Chandra Bose Award in Life Science (1999)
Rajyotsava Award(1997)
Panchajanya Puraskara(2016)
Ullal Srinivasa Mallya Lifetime Achievement Award(2019)",,No,No
